# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1644491281161
# Cmd Line:	-g RandomGame -players 5 -actions 5 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f RG_multi_5_5_1.txt
# Players:	5
# Actions:	5 5 5 5 5
# players:	5
# actions:	[5]
[4  2  3  2  1] :	[ 130 980 24 71 286 ]
[5  2  3  2  1] :	[ 553 711 402 32 39 ]
[1  3  3  2  1] :	[ 363 650 589 376 912 ]
[2  3  3  2  1] :	[ 429 742 542 20 751 ]
[3  3  3  2  1] :	[ 906 563 792 234 600 ]
[4  3  3  2  1] :	[ 528 173 728 672 407 ]
[5  3  3  2  1] :	[ 772 903 322 375 891 ]
[1  4  3  2  1] :	[ 708 489 427 887 651 ]
[2  4  3  2  1] :	[ 672 320 828 530 629 ]
[3  4  3  2  1] :	[ 214 606 583 678 995 ]
[4  4  3  2  1] :	[ 267 25 525 905 369 ]
[5  4  3  2  1] :	[ 582 627 996 576 976 ]
[1  5  3  2  1] :	[ 134 923 542 231 320 ]
[2  5  3  2  1] :	[ 762 384 331 278 871 ]
[3  5  3  2  1] :	[ 683 23 340 278 995 ]
[4  5  3  2  1] :	[ 500 333 736 329 277 ]
[5  5  3  2  1] :	[ 314 371 889 834 867 ]
[1  1  4  2  1] :	[ 789 697 500 396 634 ]
[2  1  4  2  1] :	[ 309 598 102 834 8 ]
[3  1  4  2  1] :	[ 122 485 213 281 30 ]
[4  1  4  2  1] :	[ 309 684 323 837 887 ]
[5  1  4  2  1] :	[ 19 584 317 497 32 ]
[1  2  4  2  1] :	[ 106 989 437 98 493 ]
[2  2  4  2  1] :	[ 574 17 91 902 720 ]
[3  2  4  2  1] :	[ 293 208 329 153 927 ]
[4  2  4  2  1] :	[ 659 843 832 912 844 ]
[5  2  4  2  1] :	[ 130 852 260 501 866 ]
[1  3  4  2  1] :	[ 568 938 259 985 893 ]
[2  3  4  2  1] :	[ 522 189 866 785 981 ]
[3  3  4  2  1] :	[ 225 839 703 73 795 ]
[4  3  4  2  1] :	[ 163 197 543 577 811 ]
[5  3  4  2  1] :	[ 870 213 98 996 674 ]
[1  4  4  2  1] :	[ 565 784 334 834 128 ]
[2  4  4  2  1] :	[ 160 952 789 342 98 ]
[3  4  4  2  1] :	[ 664 149 20 469 501 ]
[4  4  4  2  1] :	[ 70 787 12 558 405 ]
[5  4  4  2  1] :	[ 65 995 79 668 292 ]
[1  5  4  2  1] :	[ 85 174 135 45 832 ]
[2  5  4  2  1] :	[ 380 398 661 380 493 ]
[3  5  4  2  1] :	[ 288 771 313 798 362 ]
[4  5  4  2  1] :	[ 867 37 813 111 671 ]
[5  5  4  2  1] :	[ 738 175 596 610 754 ]
[1  1  5  2  1] :	[ 116 503 128 121 294 ]
[2  1  5  2  1] :	[ 479 924 208 360 200 ]
[3  1  5  2  1] :	[ 473 580 798 822 314 ]
[4  1  5  2  1] :	[ 652 995 336 704 294 ]
[5  1  5  2  1] :	[ 444 879 161 248 257 ]
[1  2  5  2  1] :	[ 255 329 141 880 716 ]
[2  2  5  2  1] :	[ 392 875 33 619 916 ]
[3  2  5  2  1] :	[ 435 371 648 645 447 ]
[4  2  5  2  1] :	[ 363 169 245 392 138 ]
[5  2  5  2  1] :	[ 710 418 4 856 701 ]
[1  3  5  2  1] :	[ 139 228 254 364 941 ]
[2  3  5  2  1] :	[ 99 602 114 379 24 ]
[3  3  5  2  1] :	[ 257 888 766 251 346 ]
[4  3  5  2  1] :	[ 583 275 770 912 181 ]
[5  3  5  2  1] :	[ 302 477 6 213 784 ]
[1  4  5  2  1] :	[ 210 801 903 788 182 ]
[2  4  5  2  1] :	[ 813 738 282 401 659 ]
[3  4  5  2  1] :	[ 200 453 920 645 121 ]
[4  4  5  2  1] :	[ 343 120 640 433 824 ]
[5  4  5  2  1] :	[ 797 325 98 157 517 ]
[1  5  5  2  1] :	[ 928 643 458 538 969 ]
[2  5  5  2  1] :	[ 49 425 662 389 699 ]
[3  5  5  2  1] :	[ 546 481 663 724 875 ]
[4  5  5  2  1] :	[ 871 159 334 163 26 ]
[5  5  5  2  1] :	[ 23 705 737 968 378 ]
[1  1  1  3  1] :	[ 532 128 304 441 647 ]
[2  1  1  3  1] :	[ 793 866 465 972 722 ]
[3  1  1  3  1] :	[ 88 72 661 891 119 ]
[4  1  1  3  1] :	[ 634 483 756 203 853 ]
[5  1  1  3  1] :	[ 391 996 333 562 715 ]
[1  2  1  3  1] :	[ 713 984 115 648 176 ]
[2  2  1  3  1] :	[ 596 388 493 968 513 ]
[3  2  1  3  1] :	[ 579 659 115 297 473 ]
[4  2  1  3  1] :	[ 550 322 686 795 275 ]
[5  2  1  3  1] :	[ 30 993 592 606 320 ]
[1  3  1  3  1] :	[ 367 323 713 93 233 ]
[2  3  1  3  1] :	[ 491 984 122 142 201 ]
[3  3  1  3  1] :	[ 676 731 442 969 244 ]
[4  3  1  3  1] :	[ 886 457 506 914 414 ]
[5  3  1  3  1] :	[ 312 929 516 926 155 ]
[1  4  1  3  1] :	[ 65 581 788 294 70 ]
[2  4  1  3  1] :	[ 516 104 663 596 946 ]
[3  4  1  3  1] :	[ 284 131 124 422 230 ]
[4  4  1  3  1] :	[ 387 858 313 538 533 ]
[5  4  1  3  1] :	[ 856 96 428 39 587 ]
[1  5  1  3  1] :	[ 211 271 433 213 336 ]
[2  5  1  3  1] :	[ 724 958 277 209 453 ]
[3  5  1  3  1] :	[ 426 309 136 337 664 ]
[4  5  1  3  1] :	[ 119 907 902 318 191 ]
[5  5  1  3  1] :	[ 136 405 176 622 972 ]
[1  1  2  3  1] :	[ 652 913 536 743 160 ]
[2  1  2  3  1] :	[ 864 746 273 718 437 ]
[3  1  2  3  1] :	[ 721 621 750 861 578 ]
[4  1  2  3  1] :	[ 448 124 240 927 496 ]
[5  1  2  3  1] :	[ 241 283 851 515 286 ]
[1  2  2  3  1] :	[ 680 226 505 491 803 ]
[2  2  2  3  1] :	[ 881 317 151 320 802 ]
[3  2  2  3  1] :	[ 522 931 329 691 910 ]
[4  2  2  3  1] :	[ 662 846 745 193 455 ]
[5  2  2  3  1] :	[ 816 391 228 448 340 ]
[1  3  2  3  1] :	[ 98 614 920 478 110 ]
[2  3  2  3  1] :	[ 578 825 809 62 873 ]
[3  3  2  3  1] :	[ 4 917 40 845 498 ]
[4  3  2  3  1] :	[ 109 565 911 390 945 ]
[5  3  2  3  1] :	[ 371 436 551 665 595 ]
[1  4  2  3  1] :	[ 402 536 113 196 333 ]
[2  4  2  3  1] :	[ 604 630 985 620 505 ]
[3  4  2  3  1] :	[ 215 657 825 255 371 ]
[4  4  2  3  1] :	[ 574 491 589 298 910 ]
[5  4  2  3  1] :	[ 749 145 432 914 291 ]
[1  5  2  3  1] :	[ 739 932 695 318 291 ]
[2  5  2  3  1] :	[ 373 965 696 10 773 ]
[3  5  2  3  1] :	[ 559 883 531 118 432 ]
[4  5  2  3  1] :	[ 144 528 671 43 195 ]
[5  5  2  3  1] :	[ 199 718 683 707 716 ]
[1  1  3  3  1] :	[ 870 379 8 385 666 ]
[2  1  3  3  1] :	[ 426 945 755 44 501 ]
[3  1  3  3  1] :	[ 100 420 161 560 436 ]
[4  1  3  3  1] :	[ 536 195 406 57 408 ]
[5  1  3  3  1] :	[ 965 886 937 573 696 ]
[1  2  3  3  1] :	[ 192 373 961 753 596 ]
[2  2  3  3  1] :	[ 409 631 979 298 737 ]
[3  2  3  3  1] :	[ 468 87 722 317 50 ]
[4  2  3  3  1] :	[ 651 765 555 524 423 ]
[5  2  3  3  1] :	[ 967 961 997 51 557 ]
[1  3  3  3  1] :	[ 59 389 793 597 762 ]
[2  3  3  3  1] :	[ 156 520 253 574 578 ]
[3  3  3  3  1] :	[ 45 311 721 556 909 ]
[4  3  3  3  1] :	[ 646 791 949 795 283 ]
[5  3  3  3  1] :	[ 514 577 80 74 101 ]
[1  4  3  3  1] :	[ 907 493 778 913 319 ]
[2  4  3  3  1] :	[ 429 500 350 583 231 ]
[3  4  3  3  1] :	[ 39 511 863 709 678 ]
[4  4  3  3  1] :	[ 583 101 191 355 942 ]
[5  4  3  3  1] :	[ 140 655 929 606 298 ]
[1  5  3  3  1] :	[ 897 501 64 404 190 ]
[2  5  3  3  1] :	[ 337 459 509 636 957 ]
[3  5  3  3  1] :	[ 796 548 234 421 121 ]
[4  5  3  3  1] :	[ 286 714 602 594 743 ]
[5  5  3  3  1] :	[ 375 575 38 149 432 ]
[1  1  4  3  1] :	[ 789 738 159 939 832 ]
[2  1  4  3  1] :	[ 304 754 927 997 916 ]
[3  1  4  3  1] :	[ 720 211 752 567 75 ]
[4  1  4  3  1] :	[ 287 472 800 176 827 ]
[5  1  4  3  1] :	[ 481 9 459 548 526 ]
[1  2  4  3  1] :	[ 568 941 634 288 965 ]
[2  2  4  3  1] :	[ 698 518 450 586 465 ]
[3  2  4  3  1] :	[ 489 127 36 438 530 ]
[4  2  4  3  1] :	[ 177 701 97 821 26 ]
[5  2  4  3  1] :	[ 740 572 537 156 863 ]
[1  3  4  3  1] :	[ 716 928 349 80 466 ]
[2  3  4  3  1] :	[ 195 85 14 587 312 ]
[3  3  4  3  1] :	[ 247 571 128 821 451 ]
[4  3  4  3  1] :	[ 466 188 550 820 585 ]
[5  3  4  3  1] :	[ 700 380 38 234 5 ]
[1  4  4  3  1] :	[ 486 830 80 866 879 ]
[2  4  4  3  1] :	[ 835 992 527 754 973 ]
[3  4  4  3  1] :	[ 47 50 837 17 664 ]
[4  4  4  3  1] :	[ 931 906 51 269 514 ]
[5  4  4  3  1] :	[ 700 925 804 184 659 ]
[1  5  4  3  1] :	[ 561 214 734 364 234 ]
[2  5  4  3  1] :	[ 265 574 35 528 138 ]
[3  5  4  3  1] :	[ 631 192 702 830 890 ]
[4  5  4  3  1] :	[ 418 614 744 565 173 ]
[5  5  4  3  1] :	[ 215 792 736 791 815 ]
[1  1  5  3  1] :	[ 975 174 113 28 664 ]
[2  1  5  3  1] :	[ 738 667 292 762 427 ]
[3  1  5  3  1] :	[ 5 381 491 610 499 ]
[4  1  5  3  1] :	[ 135 826 521 980 933 ]
[5  1  5  3  1] :	[ 471 331 575 123 855 ]
[1  2  5  3  1] :	[ 462 470 661 833 913 ]
[2  2  5  3  1] :	[ 676 759 638 455 483 ]
[3  2  5  3  1] :	[ 177 189 514 10 152 ]
[4  2  5  3  1] :	[ 995 471 140 620 807 ]
[5  2  5  3  1] :	[ 851 195 533 578 593 ]
[1  3  5  3  1] :	[ 865 565 530 197 317 ]
[2  3  5  3  1] :	[ 466 879 14 867 607 ]
[3  3  5  3  1] :	[ 266 409 313 45 29 ]
[4  3  5  3  1] :	[ 788 814 555 292 749 ]
[5  3  5  3  1] :	[ 220 631 205 719 848 ]
[1  4  5  3  1] :	[ 423 810 483 53 939 ]
[2  4  5  3  1] :	[ 758 972 324 614 459 ]
[3  4  5  3  1] :	[ 483 318 508 361 302 ]
[4  4  5  3  1] :	[ 925 10 744 341 457 ]
[5  4  5  3  1] :	[ 873 772 973 55 856 ]
[1  5  5  3  1] :	[ 607 714 710 975 56 ]
[2  5  5  3  1] :	[ 787 625 654 558 906 ]
[3  5  5  3  1] :	[ 202 621 327 772 676 ]
[4  5  5  3  1] :	[ 448 115 907 230 38 ]
[5  5  5  3  1] :	[ 360 443 432 218 479 ]
[1  1  1  4  1] :	[ 390 72 821 638 728 ]
[2  1  1  4  1] :	[ 707 280 669 404 786 ]
[3  1  1  4  1] :	[ 836 684 916 809 881 ]
[4  1  1  4  1] :	[ 567 741 804 863 747 ]
[5  1  1  4  1] :	[ 260 328 411 576 232 ]
[1  2  1  4  1] :	[ 328 46 177 78 448 ]
[2  2  1  4  1] :	[ 907 861 436 789 432 ]
[3  2  1  4  1] :	[ 76 479 699 781 368 ]
[4  2  1  4  1] :	[ 494 915 175 50 76 ]
[5  2  1  4  1] :	[ 262 932 77 97 140 ]
[1  3  1  4  1] :	[ 180 149 284 255 693 ]
[2  3  1  4  1] :	[ 213 843 406 254 328 ]
[3  3  1  4  1] :	[ 94 615 262 351 444 ]
[4  3  1  4  1] :	[ 617 59 998 408 493 ]
[5  3  1  4  1] :	[ 565 631 537 254 419 ]
[1  4  1  4  1] :	[ 528 318 292 705 546 ]
[2  4  1  4  1] :	[ 81 931 783 739 931 ]
[3  4  1  4  1] :	[ 747 452 999 575 922 ]
[4  4  1  4  1] :	[ 893 763 611 702 411 ]
[5  4  1  4  1] :	[ 597 604 895 952 822 ]
[1  5  1  4  1] :	[ 743 453 835 372 417 ]
[2  5  1  4  1] :	[ 412 860 766 391 830 ]
[3  5  1  4  1] :	[ 232 413 560 939 301 ]
[4  5  1  4  1] :	[ 463 459 397 187 87 ]
[5  5  1  4  1] :	[ 784 396 733 349 217 ]
[1  1  2  4  1] :	[ 412 111 826 718 505 ]
[2  1  2  4  1] :	[ 606 748 306 457 794 ]
[3  1  2  4  1] :	[ 683 45 477 316 777 ]
[4  1  2  4  1] :	[ 588 862 980 99 181 ]
[5  1  2  4  1] :	[ 784 737 914 453 334 ]
[1  2  2  4  1] :	[ 362 616 675 51 360 ]
[2  2  2  4  1] :	[ 582 441 429 684 469 ]
[3  2  2  4  1] :	[ 835 330 342 304 304 ]
[4  2  2  4  1] :	[ 763 882 272 312 284 ]
[5  2  2  4  1] :	[ 22 287 858 99 421 ]
[1  3  2  4  1] :	[ 261 623 34 692 498 ]
[2  3  2  4  1] :	[ 250 721 272 787 875 ]
[3  3  2  4  1] :	[ 710 701 569 488 724 ]
[4  3  2  4  1] :	[ 201 36 147 958 156 ]
[5  3  2  4  1] :	[ 124 373 121 282 161 ]
[1  4  2  4  1] :	[ 287 932 793 339 162 ]
[2  4  2  4  1] :	[ 907 832 299 116 538 ]
[3  4  2  4  1] :	[ 828 839 610 489 173 ]
[4  4  2  4  1] :	[ 178 260 945 810 251 ]
[5  4  2  4  1] :	[ 226 105 914 255 114 ]
[1  5  2  4  1] :	[ 645 802 990 873 139 ]
[2  5  2  4  1] :	[ 663 624 671 564 426 ]
[3  5  2  4  1] :	[ 138 77 485 362 113 ]
[4  5  2  4  1] :	[ 203 11 583 449 631 ]
[5  5  2  4  1] :	[ 327 647 308 28 470 ]
[1  1  3  4  1] :	[ 890 871 407 15 943 ]
[2  1  3  4  1] :	[ 446 862 519 144 119 ]
[3  1  3  4  1] :	[ 435 898 179 383 495 ]
[4  1  3  4  1] :	[ 375 352 149 654 288 ]
[5  1  3  4  1] :	[ 337 101 753 858 137 ]
[1  2  3  4  1] :	[ 628 920 922 230 462 ]
[2  2  3  4  1] :	[ 28 784 572 705 158 ]
[3  2  3  4  1] :	[ 591 211 153 819 40 ]
[4  2  3  4  1] :	[ 734 688 747 814 712 ]
[5  2  3  4  1] :	[ 47 67 891 535 449 ]
[1  3  3  4  1] :	[ 526 708 820 421 222 ]
[2  3  3  4  1] :	[ 272 628 634 11 449 ]
[3  3  3  4  1] :	[ 278 748 331 71 447 ]
[4  3  3  4  1] :	[ 30 705 962 625 23 ]
[5  3  3  4  1] :	[ 599 707 664 637 604 ]
[1  4  3  4  1] :	[ 754 376 808 178 491 ]
[2  4  3  4  1] :	[ 635 322 262 998 424 ]
[3  4  3  4  1] :	[ 491 166 549 621 93 ]
[4  4  3  4  1] :	[ 35 307 94 425 59 ]
[5  4  3  4  1] :	[ 341 840 348 363 801 ]
[1  5  3  4  1] :	[ 515 933 141 19 647 ]
[2  5  3  4  1] :	[ 690 203 400 256 380 ]
[3  5  3  4  1] :	[ 548 169 402 111 973 ]
[4  5  3  4  1] :	[ 451 368 747 6 688 ]
[5  5  3  4  1] :	[ 818 652 636 112 298 ]
[1  1  4  4  1] :	[ 461 457 831 841 866 ]
[2  1  4  4  1] :	[ 756 123 318 381 98 ]
[3  1  4  4  1] :	[ 677 366 652 680 859 ]
[4  1  4  4  1] :	[ 411 193 529 561 335 ]
[5  1  4  4  1] :	[ 313 175 820 786 648 ]
[1  2  4  4  1] :	[ 36 213 28 904 146 ]
[2  2  4  4  1] :	[ 935 451 359 219 645 ]
[3  2  4  4  1] :	[ 584 212 310 345 509 ]
[4  2  4  4  1] :	[ 99 474 50 61 937 ]
[5  2  4  4  1] :	[ 913 538 121 834 53 ]
[1  3  4  4  1] :	[ 216 582 929 882 7 ]
[2  3  4  4  1] :	[ 292 927 692 258 381 ]
[3  3  4  4  1] :	[ 536 997 791 922 216 ]
[4  3  4  4  1] :	[ 66 654 771 410 976 ]
[5  3  4  4  1] :	[ 579 787 945 514 872 ]
[1  4  4  4  1] :	[ 368 361 560 246 378 ]
[2  4  4  4  1] :	[ 745 831 111 97 68 ]
[3  4  4  4  1] :	[ 977 978 781 100 62 ]
[4  4  4  4  1] :	[ 904 794 747 395 378 ]
[5  4  4  4  1] :	[ 18 47 565 637 455 ]
