# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652188556881
# Cmd Line:	-g RandomGame -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f RG_multi_3_10_2.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
[2  9  1] :	[ 498 577 454 ]
[3  9  1] :	[ 409 91 346 ]
[4  9  1] :	[ 276 301 509 ]
[5  9  1] :	[ 505 91 579 ]
[6  9  1] :	[ 442 524 729 ]
[7  9  1] :	[ 266 811 625 ]
[8  9  1] :	[ 608 330 962 ]
[9  9  1] :	[ 782 985 183 ]
[10  9  1] :	[ 232 266 254 ]
[1  10  1] :	[ 478 675 45 ]
[2  10  1] :	[ 597 768 376 ]
[3  10  1] :	[ 985 755 147 ]
[4  10  1] :	[ 285 593 529 ]
[5  10  1] :	[ 270 996 969 ]
[6  10  1] :	[ 917 16 203 ]
[7  10  1] :	[ 794 459 659 ]
[8  10  1] :	[ 813 389 443 ]
[9  10  1] :	[ 589 929 324 ]
[10  10  1] :	[ 111 528 877 ]
[1  1  2] :	[ 636 918 687 ]
[2  1  2] :	[ 512 432 175 ]
[3  1  2] :	[ 530 874 550 ]
[4  1  2] :	[ 123 603 73 ]
[5  1  2] :	[ 996 620 440 ]
[6  1  2] :	[ 944 62 103 ]
[7  1  2] :	[ 654 656 403 ]
[8  1  2] :	[ 448 180 915 ]
[9  1  2] :	[ 868 675 68 ]
[10  1  2] :	[ 862 508 178 ]
[1  2  2] :	[ 370 35 68 ]
[2  2  2] :	[ 295 418 27 ]
[3  2  2] :	[ 210 634 260 ]
[4  2  2] :	[ 584 862 452 ]
[5  2  2] :	[ 65 920 396 ]
[6  2  2] :	[ 821 109 978 ]
[7  2  2] :	[ 752 38 305 ]
[8  2  2] :	[ 212 291 936 ]
[9  2  2] :	[ 345 213 849 ]
[10  2  2] :	[ 337 195 181 ]
[1  3  2] :	[ 461 839 99 ]
[2  3  2] :	[ 780 215 599 ]
[3  3  2] :	[ 244 428 16 ]
[4  3  2] :	[ 499 930 413 ]
[5  3  2] :	[ 355 330 448 ]
[6  3  2] :	[ 551 755 250 ]
[7  3  2] :	[ 832 262 280 ]
[8  3  2] :	[ 759 352 48 ]
[9  3  2] :	[ 296 890 857 ]
[10  3  2] :	[ 386 765 146 ]
[1  4  2] :	[ 124 914 439 ]
[2  4  2] :	[ 921 922 655 ]
[3  4  2] :	[ 707 848 816 ]
[4  4  2] :	[ 696 303 493 ]
[5  4  2] :	[ 658 434 722 ]
[6  4  2] :	[ 339 304 958 ]
[7  4  2] :	[ 990 839 351 ]
[8  4  2] :	[ 660 386 577 ]
[9  4  2] :	[ 576 437 804 ]
[10  4  2] :	[ 272 334 181 ]
[1  5  2] :	[ 746 441 368 ]
[2  5  2] :	[ 338 290 16 ]
[3  5  2] :	[ 397 455 22 ]
[4  5  2] :	[ 113 310 538 ]
[5  5  2] :	[ 612 450 53 ]
[6  5  2] :	[ 997 607 621 ]
[7  5  2] :	[ 74 669 56 ]
[8  5  2] :	[ 548 736 163 ]
[9  5  2] :	[ 808 945 218 ]
[10  5  2] :	[ 321 642 572 ]
[1  6  2] :	[ 277 140 924 ]
[2  6  2] :	[ 369 675 858 ]
[3  6  2] :	[ 156 318 217 ]
[4  6  2] :	[ 278 591 10 ]
[5  6  2] :	[ 111 587 90 ]
[6  6  2] :	[ 464 814 87 ]
[7  6  2] :	[ 517 688 595 ]
[8  6  2] :	[ 257 274 832 ]
[9  6  2] :	[ 812 549 18 ]
[10  6  2] :	[ 583 297 135 ]
[1  7  2] :	[ 220 589 298 ]
[2  7  2] :	[ 588 980 320 ]
[3  7  2] :	[ 158 154 438 ]
[4  7  2] :	[ 719 250 817 ]
[5  7  2] :	[ 173 451 764 ]
[6  7  2] :	[ 850 262 294 ]
[7  7  2] :	[ 585 923 10 ]
[8  7  2] :	[ 477 853 102 ]
[9  7  2] :	[ 922 356 812 ]
[10  7  2] :	[ 311 209 845 ]
[1  8  2] :	[ 178 885 930 ]
[2  8  2] :	[ 455 592 858 ]
[3  8  2] :	[ 952 606 675 ]
[4  8  2] :	[ 563 999 150 ]
[5  8  2] :	[ 821 903 459 ]
[6  8  2] :	[ 644 162 413 ]
[7  8  2] :	[ 51 15 45 ]
[8  8  2] :	[ 822 113 662 ]
[9  8  2] :	[ 989 407 65 ]
[10  8  2] :	[ 960 291 818 ]
[1  9  2] :	[ 540 350 392 ]
[2  9  2] :	[ 471 796 914 ]
[3  9  2] :	[ 661 777 280 ]
[4  9  2] :	[ 404 464 719 ]
[5  9  2] :	[ 622 167 256 ]
[6  9  2] :	[ 302 943 333 ]
[7  9  2] :	[ 986 384 49 ]
[8  9  2] :	[ 922 260 303 ]
[9  9  2] :	[ 6 215 552 ]
[10  9  2] :	[ 459 632 878 ]
[1  10  2] :	[ 284 741 619 ]
[2  10  2] :	[ 844 698 264 ]
[3  10  2] :	[ 360 853 288 ]
[4  10  2] :	[ 392 112 933 ]
[5  10  2] :	[ 14 440 722 ]
[6  10  2] :	[ 794 656 752 ]
[7  10  2] :	[ 37 299 406 ]
[8  10  2] :	[ 101 37 688 ]
[9  10  2] :	[ 283 441 942 ]
[10  10  2] :	[ 213 6 143 ]
[1  1  3] :	[ 761 201 723 ]
[2  1  3] :	[ 715 247 330 ]
[3  1  3] :	[ 407 929 833 ]
[4  1  3] :	[ 79 756 959 ]
[5  1  3] :	[ 854 893 202 ]
[6  1  3] :	[ 865 300 618 ]
[7  1  3] :	[ 943 268 425 ]
[8  1  3] :	[ 109 12 577 ]
[9  1  3] :	[ 757 759 2 ]
[10  1  3] :	[ 477 434 898 ]
[1  2  3] :	[ 483 699 370 ]
[2  2  3] :	[ 591 92 263 ]
[3  2  3] :	[ 404 436 940 ]
[4  2  3] :	[ 501 492 342 ]
[5  2  3] :	[ 332 169 974 ]
[6  2  3] :	[ 148 668 843 ]
[7  2  3] :	[ 152 124 144 ]
[8  2  3] :	[ 674 693 106 ]
[9  2  3] :	[ 16 202 930 ]
[10  2  3] :	[ 15 238 672 ]
[1  3  3] :	[ 668 990 793 ]
[2  3  3] :	[ 744 997 255 ]
[3  3  3] :	[ 340 963 491 ]
[4  3  3] :	[ 37 658 713 ]
[5  3  3] :	[ 321 624 978 ]
[6  3  3] :	[ 628 54 659 ]
[7  3  3] :	[ 451 572 327 ]
[8  3  3] :	[ 287 921 405 ]
[9  3  3] :	[ 180 666 687 ]
[10  3  3] :	[ 691 528 666 ]
[1  4  3] :	[ 93 415 191 ]
[2  4  3] :	[ 243 671 528 ]
[3  4  3] :	[ 881 149 46 ]
[4  4  3] :	[ 867 815 129 ]
[5  4  3] :	[ 917 566 909 ]
[6  4  3] :	[ 659 336 597 ]
[7  4  3] :	[ 84 675 861 ]
[8  4  3] :	[ 483 839 415 ]
[9  4  3] :	[ 370 549 98 ]
[10  4  3] :	[ 688 53 291 ]
[1  5  3] :	[ 295 416 549 ]
[2  5  3] :	[ 578 831 252 ]
[3  5  3] :	[ 288 447 297 ]
[4  5  3] :	[ 454 823 173 ]
[5  5  3] :	[ 336 950 393 ]
[6  5  3] :	[ 160 597 713 ]
[7  5  3] :	[ 944 962 25 ]
[8  5  3] :	[ 159 616 378 ]
[9  5  3] :	[ 618 240 42 ]
[10  5  3] :	[ 139 896 341 ]
[1  6  3] :	[ 829 221 516 ]
[2  6  3] :	[ 852 321 124 ]
[3  6  3] :	[ 878 521 1 ]
[4  6  3] :	[ 809 134 288 ]
[5  6  3] :	[ 987 135 646 ]
[6  6  3] :	[ 353 647 761 ]
[7  6  3] :	[ 870 615 712 ]
[8  6  3] :	[ 477 602 477 ]
[9  6  3] :	[ 219 822 722 ]
[10  6  3] :	[ 255 240 699 ]
[1  7  3] :	[ 876 66 626 ]
[2  7  3] :	[ 380 38 113 ]
[3  7  3] :	[ 947 962 510 ]
[4  7  3] :	[ 764 364 844 ]
[5  7  3] :	[ 733 668 462 ]
[6  7  3] :	[ 244 218 427 ]
[7  7  3] :	[ 943 138 6 ]
[8  7  3] :	[ 33 647 234 ]
[9  7  3] :	[ 364 333 585 ]
[10  7  3] :	[ 778 795 308 ]
[1  8  3] :	[ 550 38 51 ]
[2  8  3] :	[ 816 379 295 ]
[3  8  3] :	[ 541 777 144 ]
[4  8  3] :	[ 56 466 471 ]
[5  8  3] :	[ 378 968 969 ]
[6  8  3] :	[ 733 944 639 ]
[7  8  3] :	[ 887 367 316 ]
[8  8  3] :	[ 126 967 999 ]
[9  8  3] :	[ 825 403 976 ]
[10  8  3] :	[ 953 926 493 ]
[1  9  3] :	[ 776 445 631 ]
[2  9  3] :	[ 292 264 563 ]
[3  9  3] :	[ 49 320 60 ]
[4  9  3] :	[ 30 403 775 ]
[5  9  3] :	[ 978 711 996 ]
[6  9  3] :	[ 295 583 206 ]
[7  9  3] :	[ 311 777 598 ]
[8  9  3] :	[ 602 885 460 ]
[9  9  3] :	[ 551 699 614 ]
[10  9  3] :	[ 211 779 519 ]
[1  10  3] :	[ 878 638 853 ]
[2  10  3] :	[ 993 247 220 ]
[3  10  3] :	[ 554 35 558 ]
[4  10  3] :	[ 88 751 57 ]
[5  10  3] :	[ 839 510 946 ]
[6  10  3] :	[ 201 881 400 ]
[7  10  3] :	[ 763 108 284 ]
[8  10  3] :	[ 355 386 162 ]
[9  10  3] :	[ 427 846 781 ]
[10  10  3] :	[ 485 151 171 ]
[1  1  4] :	[ 587 853 881 ]
[2  1  4] :	[ 695 675 911 ]
[3  1  4] :	[ 553 747 767 ]
[4  1  4] :	[ 716 989 209 ]
[5  1  4] :	[ 917 702 290 ]
[6  1  4] :	[ 520 362 602 ]
[7  1  4] :	[ 410 331 982 ]
[8  1  4] :	[ 727 341 475 ]
[9  1  4] :	[ 620 300 190 ]
[10  1  4] :	[ 288 554 168 ]
[1  2  4] :	[ 61 566 739 ]
[2  2  4] :	[ 355 810 595 ]
[3  2  4] :	[ 808 372 639 ]
[4  2  4] :	[ 759 420 100 ]
[5  2  4] :	[ 25 223 275 ]
[6  2  4] :	[ 372 662 46 ]
[7  2  4] :	[ 988 94 925 ]
[8  2  4] :	[ 874 77 835 ]
[9  2  4] :	[ 873 65 495 ]
[10  2  4] :	[ 368 960 658 ]
[1  3  4] :	[ 538 534 434 ]
[2  3  4] :	[ 183 407 180 ]
[3  3  4] :	[ 854 606 443 ]
[4  3  4] :	[ 608 304 144 ]
[5  3  4] :	[ 816 177 637 ]
[6  3  4] :	[ 796 476 183 ]
[7  3  4] :	[ 536 660 290 ]
[8  3  4] :	[ 173 244 64 ]
[9  3  4] :	[ 584 149 601 ]
[10  3  4] :	[ 548 766 936 ]
[1  4  4] :	[ 384 533 311 ]
[2  4  4] :	[ 136 49 286 ]
[3  4  4] :	[ 137 681 645 ]
[4  4  4] :	[ 469 356 1 ]
[5  4  4] :	[ 101 90 410 ]
[6  4  4] :	[ 188 34 178 ]
[7  4  4] :	[ 877 373 5 ]
[8  4  4] :	[ 880 600 718 ]
[9  4  4] :	[ 410 944 319 ]
[10  4  4] :	[ 49 232 762 ]
[1  5  4] :	[ 740 164 530 ]
[2  5  4] :	[ 256 764 307 ]
[3  5  4] :	[ 842 857 660 ]
[4  5  4] :	[ 91 641 787 ]
[5  5  4] :	[ 114 423 620 ]
[6  5  4] :	[ 624 421 618 ]
[7  5  4] :	[ 848 891 565 ]
[8  5  4] :	[ 946 783 23 ]
[9  5  4] :	[ 556 298 700 ]
[10  5  4] :	[ 587 213 545 ]
[1  6  4] :	[ 372 128 514 ]
[2  6  4] :	[ 425 707 272 ]
[3  6  4] :	[ 745 451 639 ]
[4  6  4] :	[ 72 939 454 ]
[5  6  4] :	[ 752 664 531 ]
[6  6  4] :	[ 826 26 414 ]
[7  6  4] :	[ 697 448 586 ]
[8  6  4] :	[ 694 619 586 ]
[9  6  4] :	[ 548 305 774 ]
[10  6  4] :	[ 731 878 349 ]
[1  7  4] :	[ 396 494 689 ]
[2  7  4] :	[ 64 466 179 ]
[3  7  4] :	[ 537 696 947 ]
[4  7  4] :	[ 565 123 33 ]
[5  7  4] :	[ 474 815 224 ]
[6  7  4] :	[ 589 384 86 ]
[7  7  4] :	[ 842 803 830 ]
[8  7  4] :	[ 645 310 769 ]
[9  7  4] :	[ 638 798 542 ]
[10  7  4] :	[ 208 774 893 ]
[1  8  4] :	[ 703 387 525 ]
[2  8  4] :	[ 62 323 664 ]
[3  8  4] :	[ 992 89 265 ]
[4  8  4] :	[ 146 67 19 ]
[5  8  4] :	[ 56 749 848 ]
[6  8  4] :	[ 649 762 576 ]
[7  8  4] :	[ 361 88 987 ]
[8  8  4] :	[ 110 519 914 ]
[9  8  4] :	[ 590 181 509 ]
[10  8  4] :	[ 321 420 80 ]
[1  9  4] :	[ 157 783 678 ]
[2  9  4] :	[ 422 374 440 ]
[3  9  4] :	[ 544 609 498 ]
[4  9  4] :	[ 401 329 807 ]
[5  9  4] :	[ 187 582 759 ]
[6  9  4] :	[ 372 537 551 ]
[7  9  4] :	[ 921 555 275 ]
[8  9  4] :	[ 73 64 171 ]
[9  9  4] :	[ 185 694 692 ]
[10  9  4] :	[ 574 426 778 ]
[1  10  4] :	[ 349 993 33 ]
[2  10  4] :	[ 824 60 747 ]
[3  10  4] :	[ 660 815 668 ]
[4  10  4] :	[ 338 636 560 ]
[5  10  4] :	[ 183 768 430 ]
[6  10  4] :	[ 703 832 671 ]
[7  10  4] :	[ 954 166 724 ]
[8  10  4] :	[ 3 521 226 ]
[9  10  4] :	[ 890 134 834 ]
[10  10  4] :	[ 407 19 122 ]
[1  1  5] :	[ 164 577 354 ]
[2  1  5] :	[ 851 694 429 ]
[3  1  5] :	[ 111 497 132 ]
[4  1  5] :	[ 581 216 469 ]
[5  1  5] :	[ 797 85 355 ]
[6  1  5] :	[ 591 851 42 ]
[7  1  5] :	[ 128 771 757 ]
[8  1  5] :	[ 375 549 835 ]
[9  1  5] :	[ 783 516 292 ]
[10  1  5] :	[ 503 176 947 ]
[1  2  5] :	[ 805 729 593 ]
[2  2  5] :	[ 69 920 742 ]
[3  2  5] :	[ 549 808 608 ]
[4  2  5] :	[ 154 898 805 ]
[5  2  5] :	[ 323 465 846 ]
[6  2  5] :	[ 689 771 135 ]
[7  2  5] :	[ 585 240 974 ]
[8  2  5] :	[ 130 395 733 ]
[9  2  5] :	[ 259 544 993 ]
[10  2  5] :	[ 788 132 430 ]
[1  3  5] :	[ 980 441 61 ]
[2  3  5] :	[ 481 460 945 ]
[3  3  5] :	[ 840 550 293 ]
[4  3  5] :	[ 31 592 315 ]
[5  3  5] :	[ 16 945 404 ]
[6  3  5] :	[ 554 116 654 ]
[7  3  5] :	[ 320 633 239 ]
[8  3  5] :	[ 955 652 768 ]
[9  3  5] :	[ 913 150 576 ]
[10  3  5] :	[ 584 538 106 ]
[1  4  5] :	[ 601 264 700 ]
[2  4  5] :	[ 233 758 343 ]
[3  4  5] :	[ 396 899 313 ]
[4  4  5] :	[ 807 334 328 ]
[5  4  5] :	[ 378 703 319 ]
[6  4  5] :	[ 815 60 901 ]
[7  4  5] :	[ 641 451 672 ]
[8  4  5] :	[ 23 538 138 ]
[9  4  5] :	[ 115 757 8 ]
[10  4  5] :	[ 822 720 12 ]
[1  5  5] :	[ 720 336 753 ]
[2  5  5] :	[ 336 329 136 ]
[3  5  5] :	[ 280 110 196 ]
[4  5  5] :	[ 522 288 802 ]
[5  5  5] :	[ 475 662 805 ]
[6  5  5] :	[ 429 501 800 ]
[7  5  5] :	[ 242 21 654 ]
[8  5  5] :	[ 612 345 509 ]
[9  5  5] :	[ 227 558 963 ]
[10  5  5] :	[ 943 318 426 ]
[1  6  5] :	[ 279 372 461 ]
[2  6  5] :	[ 998 290 14 ]
[3  6  5] :	[ 517 930 110 ]
[4  6  5] :	[ 611 336 458 ]
[5  6  5] :	[ 74 937 838 ]
[6  6  5] :	[ 529 747 507 ]
[7  6  5] :	[ 454 323 663 ]
[8  6  5] :	[ 452 318 852 ]
[9  6  5] :	[ 22 403 207 ]
[10  6  5] :	[ 586 670 935 ]
[1  7  5] :	[ 988 543 347 ]
[2  7  5] :	[ 835 264 348 ]
[3  7  5] :	[ 599 986 939 ]
[4  7  5] :	[ 112 772 154 ]
[5  7  5] :	[ 744 808 176 ]
[6  7  5] :	[ 333 38 22 ]
[7  7  5] :	[ 862 612 843 ]
[8  7  5] :	[ 559 457 673 ]
[9  7  5] :	[ 718 444 120 ]
[10  7  5] :	[ 187 935 221 ]
[1  8  5] :	[ 52 330 466 ]
[2  8  5] :	[ 353 898 589 ]
[3  8  5] :	[ 418 722 39 ]
[4  8  5] :	[ 816 903 883 ]
[5  8  5] :	[ 30 228 820 ]
[6  8  5] :	[ 787 402 686 ]
[7  8  5] :	[ 613 135 599 ]
[8  8  5] :	[ 100 947 404 ]
[9  8  5] :	[ 90 275 104 ]
[10  8  5] :	[ 835 604 844 ]
[1  9  5] :	[ 74 364 994 ]
[2  9  5] :	[ 198 551 560 ]
[3  9  5] :	[ 422 469 459 ]
[4  9  5] :	[ 130 473 724 ]
[5  9  5] :	[ 220 408 320 ]
[6  9  5] :	[ 456 707 620 ]
[7  9  5] :	[ 211 374 703 ]
[8  9  5] :	[ 331 455 262 ]
[9  9  5] :	[ 736 688 522 ]
[10  9  5] :	[ 374 373 526 ]
[1  10  5] :	[ 61 436 378 ]
[2  10  5] :	[ 353 425 816 ]
[3  10  5] :	[ 699 584 796 ]
[4  10  5] :	[ 853 876 87 ]
[5  10  5] :	[ 63 642 312 ]
[6  10  5] :	[ 302 453 790 ]
[7  10  5] :	[ 812 700 305 ]
[8  10  5] :	[ 814 969 345 ]
[9  10  5] :	[ 475 844 208 ]
[10  10  5] :	[ 641 620 288 ]
[1  1  6] :	[ 815 186 8 ]
[2  1  6] :	[ 920 847 740 ]
[3  1  6] :	[ 538 643 575 ]
[4  1  6] :	[ 991 425 795 ]
[5  1  6] :	[ 72 716 295 ]
[6  1  6] :	[ 501 581 382 ]
[7  1  6] :	[ 550 967 576 ]
[8  1  6] :	[ 992 486 69 ]
[9  1  6] :	[ 779 246 13 ]
[10  1  6] :	[ 806 968 611 ]
[1  2  6] :	[ 816 449 101 ]
[2  2  6] :	[ 30 467 235 ]
[3  2  6] :	[ 119 314 266 ]
[4  2  6] :	[ 557 854 181 ]
[5  2  6] :	[ 612 415 565 ]
[6  2  6] :	[ 83 273 777 ]
[7  2  6] :	[ 25 665 238 ]
[8  2  6] :	[ 204 495 684 ]
[9  2  6] :	[ 750 700 628 ]
[10  2  6] :	[ 746 732 338 ]
[1  3  6] :	[ 68 27 20 ]
[2  3  6] :	[ 576 516 438 ]
[3  3  6] :	[ 780 615 115 ]
[4  3  6] :	[ 386 4 334 ]
[5  3  6] :	[ 271 318 194 ]
[6  3  6] :	[ 535 456 785 ]
[7  3  6] :	[ 253 288 93 ]
[8  3  6] :	[ 614 89 149 ]
[9  3  6] :	[ 387 89 636 ]
[10  3  6] :	[ 879 816 761 ]
[1  4  6] :	[ 861 115 80 ]
[2  4  6] :	[ 616 777 93 ]
[3  4  6] :	[ 457 830 676 ]
[4  4  6] :	[ 175 932 313 ]
[5  4  6] :	[ 584 379 924 ]
[6  4  6] :	[ 520 418 565 ]
[7  4  6] :	[ 127 795 429 ]
[8  4  6] :	[ 231 811 634 ]
[9  4  6] :	[ 317 87 918 ]
[10  4  6] :	[ 802 824 743 ]
[1  5  6] :	[ 380 219 700 ]
[2  5  6] :	[ 818 438 870 ]
[3  5  6] :	[ 688 795 167 ]
[4  5  6] :	[ 784 588 727 ]
[5  5  6] :	[ 998 279 501 ]
[6  5  6] :	[ 707 829 290 ]
[7  5  6] :	[ 76 648 206 ]
[8  5  6] :	[ 553 966 480 ]
[9  5  6] :	[ 139 820 717 ]
[10  5  6] :	[ 382 372 103 ]
[1  6  6] :	[ 989 995 262 ]
[2  6  6] :	[ 118 375 896 ]
[3  6  6] :	[ 17 762 61 ]
[4  6  6] :	[ 776 726 410 ]
[5  6  6] :	[ 223 865 456 ]
[6  6  6] :	[ 320 380 181 ]
[7  6  6] :	[ 716 202 877 ]
[8  6  6] :	[ 39 772 305 ]
[9  6  6] :	[ 294 135 586 ]
[10  6  6] :	[ 955 860 183 ]
[1  7  6] :	[ 666 605 891 ]
[2  7  6] :	[ 769 742 840 ]
[3  7  6] :	[ 840 573 964 ]
[4  7  6] :	[ 708 824 584 ]
[5  7  6] :	[ 290 974 372 ]
[6  7  6] :	[ 281 815 606 ]
[7  7  6] :	[ 705 980 84 ]
[8  7  6] :	[ 834 87 746 ]
[9  7  6] :	[ 816 691 635 ]
[10  7  6] :	[ 303 76 755 ]
[1  8  6] :	[ 531 371 624 ]
[2  8  6] :	[ 168 730 733 ]
[3  8  6] :	[ 115 708 137 ]
[4  8  6] :	[ 114 788 786 ]
[5  8  6] :	[ 694 652 579 ]
[6  8  6] :	[ 768 989 344 ]
[7  8  6] :	[ 846 968 791 ]
[8  8  6] :	[ 346 501 954 ]
[9  8  6] :	[ 397 423 944 ]
[10  8  6] :	[ 595 796 158 ]
[1  9  6] :	[ 61 366 427 ]
[2  9  6] :	[ 761 501 38 ]
[3  9  6] :	[ 743 442 612 ]
[4  9  6] :	[ 794 894 339 ]
[5  9  6] :	[ 684 203 576 ]
[6  9  6] :	[ 961 619 232 ]
[7  9  6] :	[ 500 927 727 ]
[8  9  6] :	[ 675 10 554 ]
[9  9  6] :	[ 160 956 66 ]
[10  9  6] :	[ 496 339 226 ]
[1  10  6] :	[ 201 219 887 ]
[2  10  6] :	[ 115 94 551 ]
[3  10  6] :	[ 746 262 53 ]
[4  10  6] :	[ 949 585 981 ]
[5  10  6] :	[ 91 384 124 ]
[6  10  6] :	[ 8 235 961 ]
[7  10  6] :	[ 727 324 370 ]
[8  10  6] :	[ 480 438 465 ]
[9  10  6] :	[ 259 149 675 ]
[10  10  6] :	[ 540 288 563 ]
[1  1  7] :	[ 966 462 180 ]
[2  1  7] :	[ 907 406 501 ]
[3  1  7] :	[ 123 25 30 ]
[4  1  7] :	[ 338 763 662 ]
[5  1  7] :	[ 926 273 50 ]
[6  1  7] :	[ 715 683 58 ]
[7  1  7] :	[ 198 739 757 ]
[8  1  7] :	[ 149 926 356 ]
[9  1  7] :	[ 404 819 688 ]
[10  1  7] :	[ 425 138 651 ]
[1  2  7] :	[ 833 25 35 ]
[2  2  7] :	[ 445 502 332 ]
[3  2  7] :	[ 840 448 592 ]
[4  2  7] :	[ 496 510 116 ]
[5  2  7] :	[ 315 445 749 ]
[6  2  7] :	[ 352 702 389 ]
[7  2  7] :	[ 130 236 924 ]
[8  2  7] :	[ 439 581 823 ]
[9  2  7] :	[ 420 382 397 ]
[10  2  7] :	[ 494 675 157 ]
[1  3  7] :	[ 415 661 919 ]
[2  3  7] :	[ 970 702 416 ]
[3  3  7] :	[ 165 338 900 ]
[4  3  7] :	[ 798 757 516 ]
[5  3  7] :	[ 356 953 77 ]
[6  3  7] :	[ 979 314 389 ]
[7  3  7] :	[ 88 567 750 ]
[8  3  7] :	[ 915 209 929 ]
[9  3  7] :	[ 835 602 348 ]
[10  3  7] :	[ 694 675 300 ]
[1  4  7] :	[ 45 584 704 ]
[2  4  7] :	[ 806 346 325 ]
[3  4  7] :	[ 35 809 428 ]
[4  4  7] :	[ 797 145 62 ]
[5  4  7] :	[ 995 320 514 ]
[6  4  7] :	[ 117 198 368 ]
[7  4  7] :	[ 206 105 112 ]
[8  4  7] :	[ 278 941 675 ]
[9  4  7] :	[ 847 722 905 ]
[10  4  7] :	[ 248 16 802 ]
[1  5  7] :	[ 381 125 545 ]
[2  5  7] :	[ 638 333 868 ]
[3  5  7] :	[ 874 225 213 ]
[4  5  7] :	[ 590 101 155 ]
[5  5  7] :	[ 595 409 997 ]
[6  5  7] :	[ 527 733 438 ]
[7  5  7] :	[ 708 994 757 ]
[8  5  7] :	[ 76 546 431 ]
[9  5  7] :	[ 35 268 547 ]
