# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1652359352941
# Cmd Line:	-g CovariantGame -r -0.2 -players 3 -actions 5 -normalize -min_payoff 0.01 -max_payoff 1 -int_payoffs -int_mult 100 -f CG_multi_3_5_2.txt
# Players:	3
# Actions:	5 5 5
# players:	3
# actions:	[5]
# r:	-0.2
[3  1  4] :	[ 72 49 22 ]
[4  1  4] :	[ 41 74 86 ]
[5  1  4] :	[ 49 66 63 ]
[1  2  4] :	[ 37 49 46 ]
[2  2  4] :	[ 76 52 28 ]
[3  2  4] :	[ 47 64 49 ]
[4  2  4] :	[ 30 55 71 ]
[5  2  4] :	[ 40 85 23 ]
[1  3  4] :	[ 58 59 48 ]
[2  3  4] :	[ 43 49 43 ]
[3  3  4] :	[ 38 31 53 ]
[4  3  4] :	[ 57 42 82 ]
[5  3  4] :	[ 75 45 81 ]
[1  4  4] :	[ 7 53 75 ]
[2  4  4] :	[ 43 37 47 ]
[3  4  4] :	[ 50 37 77 ]
[4  4  4] :	[ 59 31 46 ]
[5  4  4] :	[ 16 53 91 ]
[1  5  4] :	[ 31 50 46 ]
[2  5  4] :	[ 49 44 51 ]
[3  5  4] :	[ 100 17 41 ]
[4  5  4] :	[ 58 46 61 ]
[5  5  4] :	[ 65 43 43 ]
[1  1  5] :	[ 56 43 44 ]
[2  1  5] :	[ 49 56 52 ]
[3  1  5] :	[ 54 44 79 ]
[4  1  5] :	[ 37 59 37 ]
[5  1  5] :	[ 52 60 72 ]
[1  2  5] :	[ 34 53 72 ]
[2  2  5] :	[ 49 47 41 ]
[3  2  5] :	[ 47 67 58 ]
[4  2  5] :	[ 45 60 54 ]
[5  2  5] :	[ 59 68 1 ]
[1  3  5] :	[ 58 42 69 ]
[2  3  5] :	[ 60 59 46 ]
[3  3  5] :	[ 53 72 48 ]
[4  3  5] :	[ 58 24 74 ]
[5  3  5] :	[ 53 54 67 ]
[1  4  5] :	[ 70 48 60 ]
[2  4  5] :	[ 55 74 38 ]
[3  4  5] :	[ 36 53 75 ]
[4  4  5] :	[ 47 48 60 ]
[5  4  5] :	[ 69 56 47 ]
[1  5  5] :	[ 38 62 48 ]
[2  5  5] :	[ 60 63 46 ]
[3  5  5] :	[ 71 26 54 ]
[4  5  5] :	[ 41 41 65 ]
[5  5  5] :	[ 54 50 30 ]
