# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652188567361
# Cmd Line:	-g RandomGame -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f RG_multi_3_10_6.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
[5  4  2] :	[ 42 389 52 ]
[6  4  2] :	[ 997 164 31 ]
[7  4  2] :	[ 823 724 707 ]
[8  4  2] :	[ 753 59 433 ]
[9  4  2] :	[ 499 995 19 ]
[10  4  2] :	[ 643 423 898 ]
[1  5  2] :	[ 911 665 785 ]
[2  5  2] :	[ 137 869 954 ]
[3  5  2] :	[ 928 487 639 ]
[4  5  2] :	[ 64 55 797 ]
[5  5  2] :	[ 597 121 559 ]
[6  5  2] :	[ 609 780 114 ]
[7  5  2] :	[ 235 151 863 ]
[8  5  2] :	[ 130 393 792 ]
[9  5  2] :	[ 386 821 262 ]
[10  5  2] :	[ 351 98 49 ]
[1  6  2] :	[ 40 831 956 ]
[2  6  2] :	[ 668 636 258 ]
[3  6  2] :	[ 206 793 425 ]
[4  6  2] :	[ 299 959 791 ]
[5  6  2] :	[ 328 256 869 ]
[6  6  2] :	[ 429 138 843 ]
[7  6  2] :	[ 816 283 284 ]
[8  6  2] :	[ 877 3 542 ]
[9  6  2] :	[ 190 643 509 ]
[10  6  2] :	[ 826 943 240 ]
[1  7  2] :	[ 115 476 244 ]
[2  7  2] :	[ 635 200 59 ]
[3  7  2] :	[ 523 529 587 ]
[4  7  2] :	[ 504 666 367 ]
[5  7  2] :	[ 497 366 986 ]
[6  7  2] :	[ 5 164 215 ]
[7  7  2] :	[ 978 603 286 ]
[8  7  2] :	[ 11 919 291 ]
[9  7  2] :	[ 151 686 527 ]
[10  7  2] :	[ 35 243 788 ]
[1  8  2] :	[ 784 913 99 ]
[2  8  2] :	[ 224 481 712 ]
[3  8  2] :	[ 449 617 228 ]
[4  8  2] :	[ 337 999 734 ]
[5  8  2] :	[ 456 60 726 ]
[6  8  2] :	[ 770 429 999 ]
[7  8  2] :	[ 246 23 377 ]
[8  8  2] :	[ 600 612 629 ]
[9  8  2] :	[ 674 49 905 ]
[10  8  2] :	[ 575 387 725 ]
[1  9  2] :	[ 106 183 632 ]
[2  9  2] :	[ 816 34 607 ]
[3  9  2] :	[ 910 155 581 ]
[4  9  2] :	[ 660 21 217 ]
[5  9  2] :	[ 95 462 168 ]
[6  9  2] :	[ 926 505 994 ]
[7  9  2] :	[ 639 613 716 ]
[8  9  2] :	[ 620 766 37 ]
[9  9  2] :	[ 875 35 949 ]
[10  9  2] :	[ 828 328 909 ]
[1  10  2] :	[ 154 108 500 ]
[2  10  2] :	[ 692 694 348 ]
[3  10  2] :	[ 445 678 59 ]
[4  10  2] :	[ 666 533 417 ]
[5  10  2] :	[ 230 919 602 ]
[6  10  2] :	[ 22 220 922 ]
[7  10  2] :	[ 883 732 552 ]
[8  10  2] :	[ 28 227 332 ]
[9  10  2] :	[ 999 157 426 ]
[10  10  2] :	[ 695 204 31 ]
[1  1  3] :	[ 967 728 709 ]
[2  1  3] :	[ 73 135 503 ]
[3  1  3] :	[ 543 883 226 ]
[4  1  3] :	[ 184 738 724 ]
[5  1  3] :	[ 540 650 57 ]
[6  1  3] :	[ 735 955 388 ]
[7  1  3] :	[ 797 894 152 ]
[8  1  3] :	[ 310 691 873 ]
[9  1  3] :	[ 939 636 884 ]
[10  1  3] :	[ 31 757 885 ]
[1  2  3] :	[ 400 738 123 ]
[2  2  3] :	[ 317 785 108 ]
[3  2  3] :	[ 706 877 374 ]
[4  2  3] :	[ 24 730 791 ]
[5  2  3] :	[ 200 6 623 ]
[6  2  3] :	[ 526 647 79 ]
[7  2  3] :	[ 202 694 825 ]
[8  2  3] :	[ 312 144 873 ]
[9  2  3] :	[ 47 105 228 ]
[10  2  3] :	[ 1000 971 609 ]
[1  3  3] :	[ 606 192 694 ]
[2  3  3] :	[ 901 373 360 ]
[3  3  3] :	[ 559 658 823 ]
[4  3  3] :	[ 953 505 121 ]
[5  3  3] :	[ 93 545 553 ]
[6  3  3] :	[ 56 334 739 ]
[7  3  3] :	[ 403 306 142 ]
[8  3  3] :	[ 21 195 248 ]
[9  3  3] :	[ 787 820 205 ]
[10  3  3] :	[ 155 641 977 ]
[1  4  3] :	[ 592 6 331 ]
[2  4  3] :	[ 263 379 796 ]
[3  4  3] :	[ 340 339 504 ]
[4  4  3] :	[ 731 182 808 ]
[5  4  3] :	[ 134 30 829 ]
[6  4  3] :	[ 589 422 199 ]
[7  4  3] :	[ 738 885 555 ]
[8  4  3] :	[ 790 726 420 ]
[9  4  3] :	[ 240 610 906 ]
[10  4  3] :	[ 485 729 310 ]
[1  5  3] :	[ 110 543 140 ]
[2  5  3] :	[ 53 518 796 ]
[3  5  3] :	[ 76 728 713 ]
[4  5  3] :	[ 193 490 755 ]
[5  5  3] :	[ 999 771 346 ]
[6  5  3] :	[ 128 649 130 ]
[7  5  3] :	[ 855 718 657 ]
[8  5  3] :	[ 78 978 251 ]
[9  5  3] :	[ 698 190 450 ]
[10  5  3] :	[ 622 272 79 ]
[1  6  3] :	[ 786 353 403 ]
[2  6  3] :	[ 687 611 87 ]
[3  6  3] :	[ 846 790 178 ]
[4  6  3] :	[ 973 516 215 ]
[5  6  3] :	[ 125 682 678 ]
[6  6  3] :	[ 977 364 578 ]
[7  6  3] :	[ 557 651 491 ]
[8  6  3] :	[ 266 157 827 ]
[9  6  3] :	[ 257 326 495 ]
[10  6  3] :	[ 410 454 554 ]
[1  7  3] :	[ 910 866 32 ]
[2  7  3] :	[ 451 837 256 ]
[3  7  3] :	[ 389 996 203 ]
[4  7  3] :	[ 44 544 987 ]
[5  7  3] :	[ 633 212 362 ]
[6  7  3] :	[ 347 748 179 ]
[7  7  3] :	[ 56 834 173 ]
[8  7  3] :	[ 381 966 538 ]
[9  7  3] :	[ 289 157 6 ]
[10  7  3] :	[ 396 388 714 ]
[1  8  3] :	[ 240 707 642 ]
[2  8  3] :	[ 601 738 291 ]
[3  8  3] :	[ 234 40 278 ]
[4  8  3] :	[ 511 50 903 ]
[5  8  3] :	[ 436 848 574 ]
[6  8  3] :	[ 905 343 74 ]
[7  8  3] :	[ 29 807 692 ]
[8  8  3] :	[ 412 322 11 ]
[9  8  3] :	[ 577 190 77 ]
[10  8  3] :	[ 980 437 665 ]
[1  9  3] :	[ 881 321 628 ]
[2  9  3] :	[ 643 896 218 ]
[3  9  3] :	[ 170 469 131 ]
[4  9  3] :	[ 119 794 756 ]
[5  9  3] :	[ 33 251 716 ]
[6  9  3] :	[ 962 498 580 ]
[7  9  3] :	[ 499 533 69 ]
[8  9  3] :	[ 280 943 900 ]
[9  9  3] :	[ 867 655 192 ]
[10  9  3] :	[ 9 756 718 ]
[1  10  3] :	[ 172 479 356 ]
[2  10  3] :	[ 314 997 665 ]
[3  10  3] :	[ 755 761 221 ]
[4  10  3] :	[ 128 234 448 ]
[5  10  3] :	[ 698 34 851 ]
[6  10  3] :	[ 765 288 9 ]
[7  10  3] :	[ 482 996 898 ]
[8  10  3] :	[ 844 811 563 ]
[9  10  3] :	[ 141 216 785 ]
[10  10  3] :	[ 71 411 327 ]
[1  1  4] :	[ 266 174 318 ]
[2  1  4] :	[ 903 966 164 ]
[3  1  4] :	[ 253 550 258 ]
[4  1  4] :	[ 566 289 845 ]
[5  1  4] :	[ 130 703 783 ]
[6  1  4] :	[ 876 366 406 ]
[7  1  4] :	[ 788 150 42 ]
[8  1  4] :	[ 535 843 935 ]
[9  1  4] :	[ 529 975 783 ]
[10  1  4] :	[ 129 511 124 ]
[1  2  4] :	[ 978 697 985 ]
[2  2  4] :	[ 656 778 551 ]
[3  2  4] :	[ 784 516 60 ]
[4  2  4] :	[ 529 955 701 ]
[5  2  4] :	[ 406 768 242 ]
[6  2  4] :	[ 367 907 334 ]
[7  2  4] :	[ 972 172 528 ]
[8  2  4] :	[ 467 907 607 ]
[9  2  4] :	[ 722 149 997 ]
[10  2  4] :	[ 253 285 16 ]
[1  3  4] :	[ 511 503 439 ]
[2  3  4] :	[ 807 723 349 ]
[3  3  4] :	[ 821 653 194 ]
[4  3  4] :	[ 208 306 521 ]
[5  3  4] :	[ 704 650 623 ]
[6  3  4] :	[ 4 42 76 ]
[7  3  4] :	[ 286 524 205 ]
[8  3  4] :	[ 88 688 672 ]
[9  3  4] :	[ 30 303 109 ]
[10  3  4] :	[ 101 921 858 ]
[1  4  4] :	[ 986 875 122 ]
[2  4  4] :	[ 686 61 648 ]
[3  4  4] :	[ 960 932 899 ]
[4  4  4] :	[ 388 543 558 ]
[5  4  4] :	[ 834 612 726 ]
[6  4  4] :	[ 242 632 260 ]
[7  4  4] :	[ 500 205 22 ]
[8  4  4] :	[ 421 609 459 ]
[9  4  4] :	[ 761 52 871 ]
[10  4  4] :	[ 297 105 781 ]
[1  5  4] :	[ 613 538 403 ]
[2  5  4] :	[ 589 631 155 ]
[3  5  4] :	[ 983 940 333 ]
[4  5  4] :	[ 458 715 455 ]
[5  5  4] :	[ 31 887 408 ]
[6  5  4] :	[ 787 907 843 ]
[7  5  4] :	[ 654 726 802 ]
[8  5  4] :	[ 711 898 902 ]
[9  5  4] :	[ 851 364 238 ]
[10  5  4] :	[ 674 909 2 ]
[1  6  4] :	[ 947 915 919 ]
[2  6  4] :	[ 132 742 440 ]
[3  6  4] :	[ 609 866 633 ]
[4  6  4] :	[ 792 379 471 ]
[5  6  4] :	[ 539 898 857 ]
[6  6  4] :	[ 298 943 913 ]
[7  6  4] :	[ 346 784 562 ]
[8  6  4] :	[ 213 302 225 ]
[9  6  4] :	[ 403 41 83 ]
[10  6  4] :	[ 405 561 830 ]
[1  7  4] :	[ 412 970 846 ]
[2  7  4] :	[ 567 396 636 ]
[3  7  4] :	[ 641 869 494 ]
[4  7  4] :	[ 959 389 628 ]
[5  7  4] :	[ 521 378 778 ]
[6  7  4] :	[ 181 618 707 ]
[7  7  4] :	[ 976 968 163 ]
[8  7  4] :	[ 50 266 545 ]
[9  7  4] :	[ 731 389 30 ]
[10  7  4] :	[ 652 562 701 ]
[1  8  4] :	[ 304 739 466 ]
[2  8  4] :	[ 547 92 1000 ]
[3  8  4] :	[ 736 508 185 ]
[4  8  4] :	[ 489 425 728 ]
[5  8  4] :	[ 490 351 309 ]
[6  8  4] :	[ 74 790 518 ]
[7  8  4] :	[ 951 117 388 ]
[8  8  4] :	[ 524 546 214 ]
[9  8  4] :	[ 340 192 656 ]
[10  8  4] :	[ 453 804 83 ]
[1  9  4] :	[ 504 139 626 ]
[2  9  4] :	[ 499 235 778 ]
[3  9  4] :	[ 405 778 448 ]
[4  9  4] :	[ 230 159 351 ]
[5  9  4] :	[ 325 836 194 ]
[6  9  4] :	[ 765 911 811 ]
[7  9  4] :	[ 952 442 430 ]
[8  9  4] :	[ 152 383 477 ]
[9  9  4] :	[ 52 619 901 ]
[10  9  4] :	[ 162 187 108 ]
[1  10  4] :	[ 69 261 207 ]
[2  10  4] :	[ 869 956 287 ]
[3  10  4] :	[ 488 558 526 ]
[4  10  4] :	[ 126 779 116 ]
[5  10  4] :	[ 548 452 231 ]
[6  10  4] :	[ 779 193 242 ]
[7  10  4] :	[ 847 323 982 ]
[8  10  4] :	[ 633 712 829 ]
[9  10  4] :	[ 705 33 164 ]
[10  10  4] :	[ 815 744 133 ]
[1  1  5] :	[ 936 585 531 ]
[2  1  5] :	[ 986 415 49 ]
[3  1  5] :	[ 937 805 369 ]
[4  1  5] :	[ 34 71 536 ]
[5  1  5] :	[ 894 373 296 ]
[6  1  5] :	[ 501 882 604 ]
[7  1  5] :	[ 273 645 982 ]
[8  1  5] :	[ 194 499 994 ]
[9  1  5] :	[ 930 590 114 ]
[10  1  5] :	[ 932 87 242 ]
[1  2  5] :	[ 716 848 225 ]
[2  2  5] :	[ 990 533 471 ]
[3  2  5] :	[ 927 847 622 ]
[4  2  5] :	[ 986 414 265 ]
[5  2  5] :	[ 629 619 303 ]
[6  2  5] :	[ 409 313 930 ]
[7  2  5] :	[ 546 873 223 ]
[8  2  5] :	[ 490 766 485 ]
[9  2  5] :	[ 846 973 343 ]
[10  2  5] :	[ 582 115 936 ]
[1  3  5] :	[ 804 167 348 ]
[2  3  5] :	[ 746 543 894 ]
[3  3  5] :	[ 601 142 463 ]
[4  3  5] :	[ 684 910 940 ]
[5  3  5] :	[ 825 115 107 ]
[6  3  5] :	[ 218 537 395 ]
[7  3  5] :	[ 724 159 109 ]
[8  3  5] :	[ 882 1000 372 ]
[9  3  5] :	[ 722 603 156 ]
[10  3  5] :	[ 142 228 180 ]
[1  4  5] :	[ 922 556 374 ]
[2  4  5] :	[ 867 737 852 ]
[3  4  5] :	[ 254 181 225 ]
[4  4  5] :	[ 679 781 734 ]
[5  4  5] :	[ 246 156 990 ]
[6  4  5] :	[ 417 335 760 ]
[7  4  5] :	[ 74 71 377 ]
[8  4  5] :	[ 105 404 121 ]
[9  4  5] :	[ 135 628 184 ]
[10  4  5] :	[ 423 669 21 ]
[1  5  5] :	[ 24 771 688 ]
[2  5  5] :	[ 36 489 60 ]
[3  5  5] :	[ 673 917 556 ]
[4  5  5] :	[ 131 896 308 ]
[5  5  5] :	[ 41 666 556 ]
[6  5  5] :	[ 954 252 366 ]
[7  5  5] :	[ 911 865 516 ]
[8  5  5] :	[ 809 599 948 ]
[9  5  5] :	[ 797 998 402 ]
[10  5  5] :	[ 260 287 661 ]
[1  6  5] :	[ 296 152 734 ]
[2  6  5] :	[ 776 980 586 ]
[3  6  5] :	[ 270 599 20 ]
[4  6  5] :	[ 803 689 767 ]
[5  6  5] :	[ 392 349 416 ]
[6  6  5] :	[ 647 445 178 ]
[7  6  5] :	[ 930 183 297 ]
[8  6  5] :	[ 198 16 921 ]
[9  6  5] :	[ 199 142 16 ]
[10  6  5] :	[ 795 720 104 ]
[1  7  5] :	[ 209 497 445 ]
[2  7  5] :	[ 424 562 937 ]
[3  7  5] :	[ 496 857 322 ]
[4  7  5] :	[ 395 347 122 ]
[5  7  5] :	[ 392 439 316 ]
[6  7  5] :	[ 6 957 588 ]
[7  7  5] :	[ 636 157 592 ]
[8  7  5] :	[ 9 173 584 ]
[9  7  5] :	[ 958 217 725 ]
[10  7  5] :	[ 678 237 893 ]
[1  8  5] :	[ 319 245 657 ]
[2  8  5] :	[ 444 78 651 ]
[3  8  5] :	[ 816 837 45 ]
[4  8  5] :	[ 681 35 611 ]
[5  8  5] :	[ 804 123 612 ]
[6  8  5] :	[ 672 880 415 ]
[7  8  5] :	[ 710 637 663 ]
[8  8  5] :	[ 896 570 65 ]
[9  8  5] :	[ 32 354 877 ]
[10  8  5] :	[ 819 965 597 ]
[1  9  5] :	[ 418 233 152 ]
[2  9  5] :	[ 690 604 473 ]
[3  9  5] :	[ 37 393 49 ]
[4  9  5] :	[ 682 767 43 ]
[5  9  5] :	[ 136 91 257 ]
[6  9  5] :	[ 830 460 252 ]
[7  9  5] :	[ 943 935 79 ]
[8  9  5] :	[ 931 816 530 ]
[9  9  5] :	[ 738 49 29 ]
[10  9  5] :	[ 960 641 215 ]
[1  10  5] :	[ 705 752 877 ]
[2  10  5] :	[ 32 555 286 ]
[3  10  5] :	[ 287 384 607 ]
[4  10  5] :	[ 36 457 328 ]
[5  10  5] :	[ 608 324 490 ]
[6  10  5] :	[ 47 665 428 ]
[7  10  5] :	[ 424 569 293 ]
[8  10  5] :	[ 690 439 588 ]
[9  10  5] :	[ 328 24 524 ]
[10  10  5] :	[ 797 83 825 ]
[1  1  6] :	[ 877 575 734 ]
[2  1  6] :	[ 823 132 750 ]
[3  1  6] :	[ 155 888 438 ]
[4  1  6] :	[ 429 332 112 ]
[5  1  6] :	[ 522 564 43 ]
[6  1  6] :	[ 771 154 994 ]
[7  1  6] :	[ 710 905 821 ]
[8  1  6] :	[ 206 189 369 ]
[9  1  6] :	[ 1 959 824 ]
[10  1  6] :	[ 125 188 179 ]
[1  2  6] :	[ 220 456 644 ]
[2  2  6] :	[ 304 98 575 ]
[3  2  6] :	[ 978 304 37 ]
[4  2  6] :	[ 777 774 182 ]
[5  2  6] :	[ 88 881 910 ]
[6  2  6] :	[ 633 52 234 ]
[7  2  6] :	[ 676 930 677 ]
[8  2  6] :	[ 935 506 784 ]
[9  2  6] :	[ 144 267 927 ]
[10  2  6] :	[ 123 8 558 ]
[1  3  6] :	[ 338 258 176 ]
[2  3  6] :	[ 794 367 855 ]
[3  3  6] :	[ 605 377 823 ]
[4  3  6] :	[ 538 151 332 ]
[5  3  6] :	[ 742 662 395 ]
[6  3  6] :	[ 147 614 15 ]
[7  3  6] :	[ 340 149 647 ]
[8  3  6] :	[ 778 586 18 ]
[9  3  6] :	[ 836 45 960 ]
[10  3  6] :	[ 576 692 634 ]
[1  4  6] :	[ 609 479 703 ]
[2  4  6] :	[ 688 244 826 ]
[3  4  6] :	[ 7 789 579 ]
[4  4  6] :	[ 958 271 934 ]
[5  4  6] :	[ 974 947 502 ]
[6  4  6] :	[ 707 987 341 ]
[7  4  6] :	[ 353 455 811 ]
[8  4  6] :	[ 766 505 65 ]
[9  4  6] :	[ 567 870 871 ]
[10  4  6] :	[ 202 16 932 ]
[1  5  6] :	[ 702 518 569 ]
[2  5  6] :	[ 174 152 373 ]
[3  5  6] :	[ 374 435 491 ]
[4  5  6] :	[ 84 867 426 ]
[5  5  6] :	[ 953 578 421 ]
[6  5  6] :	[ 200 169 592 ]
[7  5  6] :	[ 627 845 214 ]
[8  5  6] :	[ 240 296 632 ]
[9  5  6] :	[ 585 859 496 ]
[10  5  6] :	[ 54 834 523 ]
[1  6  6] :	[ 804 211 155 ]
[2  6  6] :	[ 519 492 12 ]
[3  6  6] :	[ 965 365 518 ]
[4  6  6] :	[ 514 386 692 ]
[5  6  6] :	[ 90 525 612 ]
[6  6  6] :	[ 382 7 273 ]
[7  6  6] :	[ 303 906 180 ]
[8  6  6] :	[ 562 549 726 ]
[9  6  6] :	[ 522 322 421 ]
[10  6  6] :	[ 951 869 874 ]
[1  7  6] :	[ 821 176 715 ]
[2  7  6] :	[ 566 156 599 ]
[3  7  6] :	[ 329 640 351 ]
[4  7  6] :	[ 22 233 317 ]
[5  7  6] :	[ 831 354 153 ]
[6  7  6] :	[ 152 436 542 ]
[7  7  6] :	[ 257 617 648 ]
[8  7  6] :	[ 670 923 748 ]
[9  7  6] :	[ 122 122 336 ]
[10  7  6] :	[ 421 298 293 ]
[1  8  6] :	[ 936 510 757 ]
[2  8  6] :	[ 316 75 730 ]
[3  8  6] :	[ 84 681 326 ]
[4  8  6] :	[ 439 226 408 ]
[5  8  6] :	[ 527 67 708 ]
[6  8  6] :	[ 655 998 117 ]
[7  8  6] :	[ 640 259 370 ]
[8  8  6] :	[ 879 117 711 ]
[9  8  6] :	[ 116 83 500 ]
[10  8  6] :	[ 512 183 755 ]
[1  9  6] :	[ 54 681 81 ]
[2  9  6] :	[ 407 605 430 ]
[3  9  6] :	[ 429 553 201 ]
[4  9  6] :	[ 653 214 220 ]
[5  9  6] :	[ 224 947 960 ]
[6  9  6] :	[ 813 73 334 ]
[7  9  6] :	[ 606 159 299 ]
[8  9  6] :	[ 702 124 61 ]
[9  9  6] :	[ 39 284 822 ]
[10  9  6] :	[ 996 705 135 ]
[1  10  6] :	[ 823 872 130 ]
[2  10  6] :	[ 689 447 912 ]
[3  10  6] :	[ 825 924 83 ]
[4  10  6] :	[ 797 521 605 ]
[5  10  6] :	[ 653 176 974 ]
[6  10  6] :	[ 327 989 536 ]
[7  10  6] :	[ 830 845 254 ]
[8  10  6] :	[ 204 432 226 ]
[9  10  6] :	[ 45 949 642 ]
[10  10  6] :	[ 943 970 243 ]
[1  1  7] :	[ 102 918 310 ]
[2  1  7] :	[ 774 876 854 ]
[3  1  7] :	[ 824 158 76 ]
[4  1  7] :	[ 967 883 183 ]
[5  1  7] :	[ 921 334 920 ]
[6  1  7] :	[ 81 618 655 ]
[7  1  7] :	[ 569 506 660 ]
[8  1  7] :	[ 168 23 882 ]
[9  1  7] :	[ 334 835 811 ]
[10  1  7] :	[ 771 794 665 ]
[1  2  7] :	[ 672 731 552 ]
[2  2  7] :	[ 246 213 901 ]
[3  2  7] :	[ 96 111 768 ]
[4  2  7] :	[ 211 185 579 ]
[5  2  7] :	[ 256 683 507 ]
[6  2  7] :	[ 90 856 742 ]
[7  2  7] :	[ 583 855 3 ]
[8  2  7] :	[ 886 193 864 ]
[9  2  7] :	[ 547 285 159 ]
[10  2  7] :	[ 901 917 127 ]
[1  3  7] :	[ 992 219 797 ]
[2  3  7] :	[ 591 803 997 ]
[3  3  7] :	[ 92 356 858 ]
[4  3  7] :	[ 476 994 448 ]
[5  3  7] :	[ 344 975 494 ]
[6  3  7] :	[ 63 230 570 ]
[7  3  7] :	[ 58 698 598 ]
[8  3  7] :	[ 327 36 592 ]
[9  3  7] :	[ 444 389 21 ]
[10  3  7] :	[ 987 755 128 ]
[1  4  7] :	[ 588 151 605 ]
[2  4  7] :	[ 793 780 507 ]
[3  4  7] :	[ 135 819 219 ]
[4  4  7] :	[ 392 538 985 ]
[5  4  7] :	[ 993 200 574 ]
[6  4  7] :	[ 152 290 679 ]
[7  4  7] :	[ 746 167 319 ]
[8  4  7] :	[ 169 969 847 ]
[9  4  7] :	[ 210 399 480 ]
[10  4  7] :	[ 652 457 298 ]
[1  5  7] :	[ 744 768 934 ]
[2  5  7] :	[ 931 356 860 ]
[3  5  7] :	[ 694 288 259 ]
[4  5  7] :	[ 656 551 143 ]
[5  5  7] :	[ 127 872 922 ]
[6  5  7] :	[ 637 433 733 ]
[7  5  7] :	[ 528 521 532 ]
[8  5  7] :	[ 466 322 261 ]
[9  5  7] :	[ 98 723 457 ]
