# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1644412867147
# Cmd Line:	-g CovariantGame -r -0.2 -players 5 -actions 5 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f CG_multi_5_5_1.txt
# Players:	5
# Actions:	5 5 5 5 5
# players:	5
# actions:	[5]
# r:	-0.2
[3  3  2  1  1] :	[ 871 652 498 480 254 ]
[4  3  2  1  1] :	[ 570 387 465 602 546 ]
[5  3  2  1  1] :	[ 661 412 663 541 561 ]
[1  4  2  1  1] :	[ 529 645 606 520 477 ]
[2  4  2  1  1] :	[ 423 563 488 801 455 ]
[3  4  2  1  1] :	[ 762 514 585 540 451 ]
[4  4  2  1  1] :	[ 581 624 555 632 534 ]
[5  4  2  1  1] :	[ 649 501 648 335 608 ]
[1  5  2  1  1] :	[ 377 530 723 547 705 ]
[2  5  2  1  1] :	[ 569 582 630 449 344 ]
[3  5  2  1  1] :	[ 515 552 438 505 775 ]
[4  5  2  1  1] :	[ 396 723 786 333 510 ]
[5  5  2  1  1] :	[ 585 346 566 765 405 ]
[1  1  3  1  1] :	[ 550 476 560 545 488 ]
[2  1  3  1  1] :	[ 497 358 455 747 542 ]
[3  1  3  1  1] :	[ 436 473 390 512 752 ]
[4  1  3  1  1] :	[ 563 509 517 572 600 ]
[5  1  3  1  1] :	[ 427 611 480 603 479 ]
[1  2  3  1  1] :	[ 416 543 440 622 550 ]
[2  2  3  1  1] :	[ 711 535 510 404 468 ]
[3  2  3  1  1] :	[ 557 581 542 669 353 ]
[4  2  3  1  1] :	[ 481 564 536 475 570 ]
[5  2  3  1  1] :	[ 681 475 582 497 495 ]
[1  3  3  1  1] :	[ 488 372 559 638 706 ]
[2  3  3  1  1] :	[ 440 544 618 565 519 ]
[3  3  3  1  1] :	[ 518 569 728 538 584 ]
[4  3  3  1  1] :	[ 713 432 480 585 569 ]
[5  3  3  1  1] :	[ 345 684 519 685 593 ]
[1  4  3  1  1] :	[ 466 853 526 292 617 ]
[2  4  3  1  1] :	[ 644 482 617 670 601 ]
[3  4  3  1  1] :	[ 607 619 275 650 577 ]
[4  4  3  1  1] :	[ 591 466 597 743 457 ]
[5  4  3  1  1] :	[ 681 472 813 340 404 ]
[1  5  3  1  1] :	[ 554 391 631 758 463 ]
[2  5  3  1  1] :	[ 393 677 570 594 506 ]
[3  5  3  1  1] :	[ 490 484 627 500 523 ]
[4  5  3  1  1] :	[ 517 582 530 519 445 ]
[5  5  3  1  1] :	[ 557 509 614 301 669 ]
[1  1  4  1  1] :	[ 660 613 524 466 392 ]
[2  1  4  1  1] :	[ 676 565 516 549 509 ]
[3  1  4  1  1] :	[ 546 522 553 610 467 ]
[4  1  4  1  1] :	[ 570 573 449 670 603 ]
[5  1  4  1  1] :	[ 467 495 577 707 544 ]
[1  2  4  1  1] :	[ 266 685 366 573 724 ]
[2  2  4  1  1] :	[ 387 444 654 729 441 ]
[3  2  4  1  1] :	[ 452 587 567 586 548 ]
[4  2  4  1  1] :	[ 616 466 730 672 447 ]
[5  2  4  1  1] :	[ 515 539 615 517 536 ]
[1  3  4  1  1] :	[ 432 658 487 576 473 ]
[2  3  4  1  1] :	[ 579 421 450 548 687 ]
[3  3  4  1  1] :	[ 611 541 565 603 329 ]
[4  3  4  1  1] :	[ 432 465 542 582 743 ]
[5  3  4  1  1] :	[ 549 597 478 582 566 ]
[1  4  4  1  1] :	[ 487 563 767 416 499 ]
[2  4  4  1  1] :	[ 579 626 661 517 521 ]
[3  4  4  1  1] :	[ 548 424 553 419 656 ]
[4  4  4  1  1] :	[ 431 642 439 656 542 ]
[5  4  4  1  1] :	[ 234 554 652 609 579 ]
[1  5  4  1  1] :	[ 481 608 440 521 526 ]
[2  5  4  1  1] :	[ 504 505 410 741 575 ]
[3  5  4  1  1] :	[ 680 555 462 553 443 ]
[4  5  4  1  1] :	[ 684 559 601 524 575 ]
[5  5  4  1  1] :	[ 439 515 738 460 690 ]
[1  1  5  1  1] :	[ 524 461 580 495 590 ]
[2  1  5  1  1] :	[ 367 753 617 474 499 ]
[3  1  5  1  1] :	[ 538 451 640 454 535 ]
[4  1  5  1  1] :	[ 630 446 455 625 506 ]
[5  1  5  1  1] :	[ 713 353 442 509 667 ]
[1  2  5  1  1] :	[ 644 554 435 330 556 ]
[2  2  5  1  1] :	[ 601 657 540 580 481 ]
[3  2  5  1  1] :	[ 448 535 440 678 415 ]
[4  2  5  1  1] :	[ 442 424 647 693 504 ]
[5  2  5  1  1] :	[ 473 717 651 363 629 ]
[1  3  5  1  1] :	[ 544 609 536 524 508 ]
[2  3  5  1  1] :	[ 679 473 542 419 634 ]
[3  3  5  1  1] :	[ 534 610 506 507 635 ]
[4  3  5  1  1] :	[ 556 539 475 577 450 ]
[5  3  5  1  1] :	[ 721 562 574 455 421 ]
[1  4  5  1  1] :	[ 551 398 639 613 462 ]
[2  4  5  1  1] :	[ 629 505 683 549 491 ]
[3  4  5  1  1] :	[ 681 701 499 441 391 ]
[4  4  5  1  1] :	[ 542 425 580 491 752 ]
[5  4  5  1  1] :	[ 601 528 513 574 653 ]
[1  5  5  1  1] :	[ 761 536 376 602 394 ]
[2  5  5  1  1] :	[ 538 372 589 780 514 ]
[3  5  5  1  1] :	[ 589 468 681 622 491 ]
[4  5  5  1  1] :	[ 423 538 497 578 555 ]
[5  5  5  1  1] :	[ 515 577 751 744 418 ]
[1  1  1  2  1] :	[ 491 541 569 305 695 ]
[2  1  1  2  1] :	[ 476 610 406 551 627 ]
[3  1  1  2  1] :	[ 327 505 579 716 622 ]
[4  1  1  2  1] :	[ 548 592 483 531 553 ]
[5  1  1  2  1] :	[ 610 420 583 522 570 ]
[1  2  1  2  1] :	[ 444 611 601 462 512 ]
[2  2  1  2  1] :	[ 481 494 409 553 728 ]
[3  2  1  2  1] :	[ 547 723 609 537 337 ]
[4  2  1  2  1] :	[ 593 399 848 413 544 ]
[5  2  1  2  1] :	[ 534 384 731 525 515 ]
[1  3  1  2  1] :	[ 598 630 354 586 710 ]
[2  3  1  2  1] :	[ 676 526 693 673 423 ]
[3  3  1  2  1] :	[ 594 463 599 526 516 ]
[4  3  1  2  1] :	[ 260 577 478 551 737 ]
[5  3  1  2  1] :	[ 545 468 539 548 482 ]
[1  4  1  2  1] :	[ 637 452 669 385 678 ]
[2  4  1  2  1] :	[ 657 396 522 858 368 ]
[3  4  1  2  1] :	[ 614 580 690 289 589 ]
[4  4  1  2  1] :	[ 593 562 506 462 616 ]
[5  4  1  2  1] :	[ 542 375 635 543 720 ]
[1  5  1  2  1] :	[ 664 494 430 521 539 ]
[2  5  1  2  1] :	[ 568 835 337 552 517 ]
[3  5  1  2  1] :	[ 450 649 590 410 582 ]
[4  5  1  2  1] :	[ 484 540 300 644 690 ]
[5  5  1  2  1] :	[ 585 472 611 442 460 ]
[1  1  2  2  1] :	[ 518 360 587 597 639 ]
[2  1  2  2  1] :	[ 586 573 587 457 457 ]
[3  1  2  2  1] :	[ 586 650 486 578 476 ]
[4  1  2  2  1] :	[ 611 562 476 656 485 ]
[5  1  2  2  1] :	[ 495 403 506 657 654 ]
[1  2  2  2  1] :	[ 540 453 506 496 673 ]
[2  2  2  2  1] :	[ 588 688 289 369 673 ]
[3  2  2  2  1] :	[ 471 606 675 332 666 ]
[4  2  2  2  1] :	[ 520 601 624 437 493 ]
[5  2  2  2  1] :	[ 567 413 554 386 694 ]
[1  3  2  2  1] :	[ 531 433 635 589 585 ]
[2  3  2  2  1] :	[ 633 503 490 521 524 ]
[3  3  2  2  1] :	[ 576 569 707 615 450 ]
[4  3  2  2  1] :	[ 544 527 582 502 540 ]
[5  3  2  2  1] :	[ 725 504 449 517 640 ]
[1  4  2  2  1] :	[ 665 415 747 365 645 ]
[2  4  2  2  1] :	[ 459 696 409 617 403 ]
[3  4  2  2  1] :	[ 611 587 616 523 302 ]
[4  4  2  2  1] :	[ 621 765 413 406 485 ]
[5  4  2  2  1] :	[ 402 593 517 496 545 ]
[1  5  2  2  1] :	[ 674 643 466 570 417 ]
[2  5  2  2  1] :	[ 570 701 448 516 515 ]
[3  5  2  2  1] :	[ 592 275 465 615 723 ]
[4  5  2  2  1] :	[ 592 472 555 454 671 ]
[5  5  2  2  1] :	[ 731 616 450 406 430 ]
[1  1  3  2  1] :	[ 665 635 499 373 362 ]
[2  1  3  2  1] :	[ 576 567 604 543 446 ]
[3  1  3  2  1] :	[ 519 766 569 313 543 ]
[4  1  3  2  1] :	[ 606 350 426 540 686 ]
[5  1  3  2  1] :	[ 393 436 621 676 664 ]
[1  2  3  2  1] :	[ 600 535 465 458 554 ]
[2  2  3  2  1] :	[ 662 479 431 557 423 ]
[3  2  3  2  1] :	[ 462 620 610 503 578 ]
[4  2  3  2  1] :	[ 631 539 511 497 623 ]
[5  2  3  2  1] :	[ 516 616 487 515 554 ]
[1  3  3  2  1] :	[ 497 537 585 586 505 ]
[2  3  3  2  1] :	[ 677 560 508 586 364 ]
[3  3  3  2  1] :	[ 533 622 352 535 541 ]
[4  3  3  2  1] :	[ 633 547 591 454 564 ]
[5  3  3  2  1] :	[ 409 592 645 669 499 ]
[1  4  3  2  1] :	[ 538 653 718 389 514 ]
[2  4  3  2  1] :	[ 556 619 604 511 503 ]
[3  4  3  2  1] :	[ 530 452 565 627 549 ]
[4  4  3  2  1] :	[ 564 394 525 452 669 ]
[5  4  3  2  1] :	[ 456 533 505 615 555 ]
[1  5  3  2  1] :	[ 357 633 548 636 567 ]
[2  5  3  2  1] :	[ 468 481 523 511 704 ]
[3  5  3  2  1] :	[ 561 305 597 798 502 ]
[4  5  3  2  1] :	[ 651 379 419 536 573 ]
[5  5  3  2  1] :	[ 454 589 607 500 518 ]
[1  1  4  2  1] :	[ 383 532 773 574 375 ]
[2  1  4  2  1] :	[ 500 567 681 520 547 ]
[3  1  4  2  1] :	[ 676 701 524 479 542 ]
[4  1  4  2  1] :	[ 700 498 655 388 522 ]
[5  1  4  2  1] :	[ 442 654 608 416 529 ]
[1  2  4  2  1] :	[ 512 404 525 683 661 ]
[2  2  4  2  1] :	[ 721 438 663 505 285 ]
[3  2  4  2  1] :	[ 452 457 568 661 576 ]
[4  2  4  2  1] :	[ 430 532 447 594 680 ]
[5  2  4  2  1] :	[ 490 473 693 523 549 ]
[1  3  4  2  1] :	[ 494 389 618 689 475 ]
[2  3  4  2  1] :	[ 529 443 626 799 385 ]
[3  3  4  2  1] :	[ 610 612 461 513 443 ]
[4  3  4  2  1] :	[ 433 649 455 502 604 ]
[5  3  4  2  1] :	[ 535 715 421 548 500 ]
[1  4  4  2  1] :	[ 555 514 503 559 605 ]
[2  4  4  2  1] :	[ 458 685 488 593 683 ]
[3  4  4  2  1] :	[ 411 494 623 525 528 ]
[4  4  4  2  1] :	[ 600 509 553 519 628 ]
[5  4  4  2  1] :	[ 775 465 526 472 593 ]
[1  5  4  2  1] :	[ 410 476 632 564 443 ]
[2  5  4  2  1] :	[ 701 453 513 338 587 ]
[3  5  4  2  1] :	[ 569 476 532 676 482 ]
[4  5  4  2  1] :	[ 578 491 385 676 612 ]
[5  5  4  2  1] :	[ 565 569 491 497 501 ]
[1  1  5  2  1] :	[ 362 410 590 505 766 ]
[2  1  5  2  1] :	[ 635 558 447 493 652 ]
[3  1  5  2  1] :	[ 694 507 222 512 656 ]
[4  1  5  2  1] :	[ 564 658 372 600 488 ]
[5  1  5  2  1] :	[ 710 543 510 515 544 ]
[1  2  5  2  1] :	[ 446 509 575 586 468 ]
[2  2  5  2  1] :	[ 396 600 564 719 431 ]
[3  2  5  2  1] :	[ 399 656 476 604 628 ]
[4  2  5  2  1] :	[ 454 547 434 370 822 ]
[5  2  5  2  1] :	[ 730 545 579 462 542 ]
[1  3  5  2  1] :	[ 573 501 527 516 639 ]
[2  3  5  2  1] :	[ 487 478 635 558 525 ]
[3  3  5  2  1] :	[ 662 450 358 515 566 ]
[4  3  5  2  1] :	[ 590 348 686 554 468 ]
[5  3  5  2  1] :	[ 631 628 528 618 411 ]
[1  4  5  2  1] :	[ 608 390 656 401 593 ]
[2  4  5  2  1] :	[ 417 643 372 544 613 ]
[3  4  5  2  1] :	[ 565 480 452 588 602 ]
[4  4  5  2  1] :	[ 669 493 564 442 698 ]
[5  4  5  2  1] :	[ 412 425 739 421 543 ]
[1  5  5  2  1] :	[ 513 549 514 523 664 ]
[2  5  5  2  1] :	[ 603 406 555 790 532 ]
[3  5  5  2  1] :	[ 509 698 711 511 459 ]
[4  5  5  2  1] :	[ 636 602 517 519 480 ]
[5  5  5  2  1] :	[ 543 593 546 551 486 ]
[1  1  1  3  1] :	[ 463 534 452 546 512 ]
[2  1  1  3  1] :	[ 562 555 606 621 553 ]
[3  1  1  3  1] :	[ 294 583 431 795 504 ]
[4  1  1  3  1] :	[ 646 565 622 385 659 ]
[5  1  1  3  1] :	[ 488 545 507 564 681 ]
[1  2  1  3  1] :	[ 533 426 565 554 800 ]
[2  2  1  3  1] :	[ 475 615 688 413 552 ]
[3  2  1  3  1] :	[ 702 498 516 598 407 ]
[4  2  1  3  1] :	[ 339 568 548 623 445 ]
[5  2  1  3  1] :	[ 366 703 282 546 600 ]
[1  3  1  3  1] :	[ 627 353 525 511 557 ]
[2  3  1  3  1] :	[ 617 466 556 546 435 ]
[3  3  1  3  1] :	[ 524 701 628 481 388 ]
[4  3  1  3  1] :	[ 602 498 435 557 552 ]
[5  3  1  3  1] :	[ 558 350 618 493 616 ]
[1  4  1  3  1] :	[ 194 740 709 420 598 ]
[2  4  1  3  1] :	[ 670 474 594 615 462 ]
[3  4  1  3  1] :	[ 510 567 687 288 476 ]
[4  4  1  3  1] :	[ 528 733 417 600 550 ]
[5  4  1  3  1] :	[ 458 525 462 526 545 ]
[1  5  1  3  1] :	[ 555 535 673 651 411 ]
[2  5  1  3  1] :	[ 536 557 694 401 537 ]
[3  5  1  3  1] :	[ 297 751 628 390 623 ]
[4  5  1  3  1] :	[ 301 717 455 596 683 ]
[5  5  1  3  1] :	[ 515 551 645 681 478 ]
[1  1  2  3  1] :	[ 463 554 617 530 423 ]
[2  1  2  3  1] :	[ 648 497 541 540 563 ]
[3  1  2  3  1] :	[ 705 556 429 440 471 ]
[4  1  2  3  1] :	[ 736 456 400 519 620 ]
[5  1  2  3  1] :	[ 513 956 569 616 431 ]
[1  2  2  3  1] :	[ 516 432 548 453 563 ]
[2  2  2  3  1] :	[ 320 571 610 563 634 ]
[3  2  2  3  1] :	[ 571 579 544 457 623 ]
[4  2  2  3  1] :	[ 551 450 599 531 492 ]
[5  2  2  3  1] :	[ 376 436 569 706 616 ]
[1  3  2  3  1] :	[ 561 667 515 370 539 ]
[2  3  2  3  1] :	[ 548 494 514 533 614 ]
[3  3  2  3  1] :	[ 622 683 535 382 464 ]
[4  3  2  3  1] :	[ 714 409 533 680 512 ]
[5  3  2  3  1] :	[ 551 539 771 463 421 ]
[1  4  2  3  1] :	[ 474 571 681 570 379 ]
[2  4  2  3  1] :	[ 631 498 479 548 540 ]
[3  4  2  3  1] :	[ 584 440 735 474 521 ]
[4  4  2  3  1] :	[ 556 567 478 578 619 ]
[5  4  2  3  1] :	[ 392 714 492 467 685 ]
[1  5  2  3  1] :	[ 668 562 554 601 397 ]
[2  5  2  3  1] :	[ 484 651 465 420 837 ]
[3  5  2  3  1] :	[ 574 450 732 498 463 ]
[4  5  2  3  1] :	[ 447 544 771 456 535 ]
[5  5  2  3  1] :	[ 483 694 524 509 580 ]
[1  1  3  3  1] :	[ 514 676 447 461 584 ]
[2  1  3  3  1] :	[ 446 574 408 722 549 ]
[3  1  3  3  1] :	[ 612 624 622 480 560 ]
[4  1  3  3  1] :	[ 546 548 575 601 486 ]
[5  1  3  3  1] :	[ 440 559 497 500 602 ]
[1  2  3  3  1] :	[ 376 480 505 432 691 ]
[2  2  3  3  1] :	[ 476 207 705 475 646 ]
[3  2  3  3  1] :	[ 481 502 618 600 495 ]
[4  2  3  3  1] :	[ 396 594 570 481 615 ]
[5  2  3  3  1] :	[ 425 600 531 539 695 ]
[1  3  3  3  1] :	[ 572 779 329 470 681 ]
[2  3  3  3  1] :	[ 547 412 474 778 512 ]
[3  3  3  3  1] :	[ 650 626 537 656 562 ]
[4  3  3  3  1] :	[ 440 707 571 556 562 ]
[5  3  3  3  1] :	[ 454 368 531 776 457 ]
[1  4  3  3  1] :	[ 446 725 555 578 429 ]
[2  4  3  3  1] :	[ 497 550 572 575 605 ]
[3  4  3  3  1] :	[ 605 499 409 644 638 ]
[4  4  3  3  1] :	[ 561 407 483 603 434 ]
[5  4  3  3  1] :	[ 563 580 498 584 558 ]
[1  5  3  3  1] :	[ 629 647 554 540 440 ]
[2  5  3  3  1] :	[ 486 535 522 556 657 ]
[3  5  3  3  1] :	[ 451 593 628 652 522 ]
[4  5  3  3  1] :	[ 528 490 504 455 681 ]
[5  5  3  3  1] :	[ 480 616 481 648 571 ]
[1  1  4  3  1] :	[ 330 695 388 703 531 ]
[2  1  4  3  1] :	[ 513 539 703 465 579 ]
[3  1  4  3  1] :	[ 688 578 461 410 576 ]
[4  1  4  3  1] :	[ 536 327 683 504 674 ]
[5  1  4  3  1] :	[ 602 673 367 526 477 ]
[1  2  4  3  1] :	[ 416 517 687 579 646 ]
[2  2  4  3  1] :	[ 608 598 462 604 530 ]
[3  2  4  3  1] :	[ 499 702 359 652 497 ]
[4  2  4  3  1] :	[ 644 622 500 448 441 ]
[5  2  4  3  1] :	[ 581 617 656 492 385 ]
[1  3  4  3  1] :	[ 567 613 534 493 568 ]
[2  3  4  3  1] :	[ 472 657 528 468 629 ]
[3  3  4  3  1] :	[ 531 535 776 450 484 ]
[4  3  4  3  1] :	[ 315 593 529 578 684 ]
[5  3  4  3  1] :	[ 487 511 527 506 539 ]
[1  4  4  3  1] :	[ 525 576 532 645 536 ]
[2  4  4  3  1] :	[ 584 384 458 628 612 ]
[3  4  4  3  1] :	[ 621 561 734 320 602 ]
[4  4  4  3  1] :	[ 397 631 613 597 481 ]
[5  4  4  3  1] :	[ 605 447 570 481 567 ]
[1  5  4  3  1] :	[ 564 623 454 480 553 ]
[2  5  4  3  1] :	[ 552 345 433 548 741 ]
[3  5  4  3  1] :	[ 638 624 554 529 488 ]
[4  5  4  3  1] :	[ 534 691 498 442 647 ]
[5  5  4  3  1] :	[ 589 617 405 657 599 ]
[1  1  5  3  1] :	[ 351 656 615 480 685 ]
[2  1  5  3  1] :	[ 677 477 393 633 558 ]
[3  1  5  3  1] :	[ 549 516 741 384 376 ]
[4  1  5  3  1] :	[ 524 663 524 587 641 ]
[5  1  5  3  1] :	[ 473 731 415 473 387 ]
[1  2  5  3  1] :	[ 578 413 738 504 434 ]
[2  2  5  3  1] :	[ 514 558 546 647 381 ]
[3  2  5  3  1] :	[ 713 350 638 637 503 ]
[4  2  5  3  1] :	[ 637 744 467 459 338 ]
[5  2  5  3  1] :	[ 767 279 558 678 736 ]
[1  3  5  3  1] :	[ 619 518 489 450 569 ]
[2  3  5  3  1] :	[ 575 434 676 502 500 ]
[3  3  5  3  1] :	[ 607 649 546 535 569 ]
[4  3  5  3  1] :	[ 407 480 752 604 518 ]
[5  3  5  3  1] :	[ 465 524 562 630 474 ]
[1  4  5  3  1] :	[ 576 495 546 450 550 ]
[2  4  5  3  1] :	[ 473 464 649 479 480 ]
[3  4  5  3  1] :	[ 630 493 575 416 730 ]
[4  4  5  3  1] :	[ 432 717 453 497 546 ]
[5  4  5  3  1] :	[ 512 623 480 381 729 ]
[1  5  5  3  1] :	[ 521 543 542 382 501 ]
[2  5  5  3  1] :	[ 581 708 291 570 673 ]
[3  5  5  3  1] :	[ 693 644 416 621 511 ]
[4  5  5  3  1] :	[ 465 481 599 538 650 ]
[5  5  5  3  1] :	[ 629 603 413 514 579 ]
[1  1  1  4  1] :	[ 518 622 495 547 599 ]
[2  1  1  4  1] :	[ 631 440 600 556 517 ]
[3  1  1  4  1] :	[ 431 604 511 586 597 ]
[4  1  1  4  1] :	[ 374 365 712 539 400 ]
[5  1  1  4  1] :	[ 646 513 479 629 495 ]
[1  2  1  4  1] :	[ 464 647 661 453 479 ]
[2  2  1  4  1] :	[ 725 404 286 620 559 ]
[3  2  1  4  1] :	[ 646 529 682 452 493 ]
[4  2  1  4  1] :	[ 489 515 588 477 469 ]
[5  2  1  4  1] :	[ 540 462 549 779 564 ]
[1  3  1  4  1] :	[ 546 545 691 678 366 ]
[2  3  1  4  1] :	[ 403 639 571 440 637 ]
[3  3  1  4  1] :	[ 390 534 621 587 521 ]
[4  3  1  4  1] :	[ 681 518 505 476 553 ]
[5  3  1  4  1] :	[ 646 434 589 536 562 ]
[1  4  1  4  1] :	[ 524 589 645 568 443 ]
[2  4  1  4  1] :	[ 412 474 558 741 581 ]
[3  4  1  4  1] :	[ 490 398 498 575 732 ]
[4  4  1  4  1] :	[ 548 594 576 579 355 ]
[5  4  1  4  1] :	[ 473 487 587 489 611 ]
[1  5  1  4  1] :	[ 564 693 262 588 774 ]
[2  5  1  4  1] :	[ 546 478 477 455 738 ]
[3  5  1  4  1] :	[ 588 517 507 403 576 ]
[4  5  1  4  1] :	[ 413 406 605 665 585 ]
[5  5  1  4  1] :	[ 633 439 705 524 480 ]
[1  1  2  4  1] :	[ 396 707 432 514 644 ]
[2  1  2  4  1] :	[ 724 445 568 411 650 ]
[3  1  2  4  1] :	[ 704 356 580 526 346 ]
[4  1  2  4  1] :	[ 628 702 440 379 756 ]
[5  1  2  4  1] :	[ 603 672 481 453 539 ]
[1  2  2  4  1] :	[ 620 725 573 407 465 ]
[2  2  2  4  1] :	[ 312 640 720 478 560 ]
[3  2  2  4  1] :	[ 418 408 603 681 529 ]
[4  2  2  4  1] :	[ 539 518 650 534 476 ]
[5  2  2  4  1] :	[ 400 614 472 631 518 ]
[1  3  2  4  1] :	[ 336 514 673 628 570 ]
[2  3  2  4  1] :	[ 482 376 455 542 845 ]
[3  3  2  4  1] :	[ 521 537 605 450 569 ]
[4  3  2  4  1] :	[ 614 570 678 389 611 ]
[5  3  2  4  1] :	[ 633 436 530 603 432 ]
[1  4  2  4  1] :	[ 449 615 521 621 495 ]
[2  4  2  4  1] :	[ 530 422 593 572 676 ]
[3  4  2  4  1] :	[ 606 687 452 529 551 ]
[4  4  2  4  1] :	[ 446 548 433 674 541 ]
[5  4  2  4  1] :	[ 578 513 494 577 555 ]
[1  5  2  4  1] :	[ 833 341 475 437 623 ]
[2  5  2  4  1] :	[ 506 324 697 528 435 ]
[3  5  2  4  1] :	[ 593 463 572 453 658 ]
[4  5  2  4  1] :	[ 630 621 543 440 439 ]
[5  5  2  4  1] :	[ 539 683 645 490 444 ]
[1  1  3  4  1] :	[ 639 558 347 557 656 ]
[2  1  3  4  1] :	[ 527 658 396 680 545 ]
[3  1  3  4  1] :	[ 696 632 382 398 721 ]
[4  1  3  4  1] :	[ 510 472 507 559 576 ]
[5  1  3  4  1] :	[ 608 379 616 676 523 ]
[1  2  3  4  1] :	[ 756 611 635 549 504 ]
[2  2  3  4  1] :	[ 611 409 565 626 572 ]
[3  2  3  4  1] :	[ 610 537 497 520 490 ]
[4  2  3  4  1] :	[ 497 402 606 572 612 ]
[5  2  3  4  1] :	[ 490 469 450 743 725 ]
[1  3  3  4  1] :	[ 610 595 459 615 440 ]
[2  3  3  4  1] :	[ 745 549 458 444 484 ]
[3  3  3  4  1] :	[ 433 664 435 697 576 ]
[4  3  3  4  1] :	[ 621 428 421 516 723 ]
[5  3  3  4  1] :	[ 673 442 758 577 413 ]
[1  4  3  4  1] :	[ 450 647 680 345 594 ]
[2  4  3  4  1] :	[ 282 819 605 553 623 ]
[3  4  3  4  1] :	[ 539 387 600 663 517 ]
[4  4  3  4  1] :	[ 515 435 651 574 472 ]
[5  4  3  4  1] :	[ 691 461 428 569 384 ]
[1  5  3  4  1] :	[ 284 695 627 580 636 ]
[2  5  3  4  1] :	[ 725 352 737 499 484 ]
[3  5  3  4  1] :	[ 459 539 566 520 808 ]
[4  5  3  4  1] :	[ 819 370 704 251 667 ]
[5  5  3  4  1] :	[ 411 303 698 668 691 ]
[1  1  4  4  1] :	[ 476 663 300 551 649 ]
[2  1  4  4  1] :	[ 701 764 512 604 223 ]
[3  1  4  4  1] :	[ 604 683 475 470 563 ]
[4  1  4  4  1] :	[ 633 629 636 488 441 ]
[5  1  4  4  1] :	[ 615 649 683 372 585 ]
[1  2  4  4  1] :	[ 624 518 394 514 496 ]
[2  2  4  4  1] :	[ 706 499 520 701 433 ]
[3  2  4  4  1] :	[ 454 487 628 694 463 ]
[4  2  4  4  1] :	[ 729 415 558 556 509 ]
[5  2  4  4  1] :	[ 508 503 425 649 612 ]
[1  3  4  4  1] :	[ 636 515 614 677 488 ]
[2  3  4  4  1] :	[ 686 499 615 487 564 ]
[3  3  4  4  1] :	[ 628 574 555 264 510 ]
[4  3  4  4  1] :	[ 561 528 605 533 319 ]
[5  3  4  4  1] :	[ 618 687 472 607 443 ]
[1  4  4  4  1] :	[ 694 445 513 354 683 ]
[2  4  4  4  1] :	[ 503 540 465 677 435 ]
[3  4  4  4  1] :	[ 604 562 446 659 498 ]
[4  4  4  4  1] :	[ 590 658 523 649 435 ]
