# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1644412805452
# Cmd Line:	-g CovariantGame -r -0.2 -players 5 -actions 5 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f CG_multi_5_5_2.txt
# Players:	5
# Actions:	5 5 5 5 5
# players:	5
# actions:	[5]
# r:	-0.2
[4  4  5  1  1] :	[ 619 401 109 584 455 ]
[5  4  5  1  1] :	[ 357 494 375 747 260 ]
[1  5  5  1  1] :	[ 553 617 363 289 602 ]
[2  5  5  1  1] :	[ 513 453 381 419 613 ]
[3  5  5  1  1] :	[ 472 546 650 362 443 ]
[4  5  5  1  1] :	[ 477 401 477 576 447 ]
[5  5  5  1  1] :	[ 459 363 593 629 421 ]
[1  1  1  2  1] :	[ 734 587 165 534 449 ]
[2  1  1  2  1] :	[ 378 454 478 392 557 ]
[3  1  1  2  1] :	[ 506 386 399 301 693 ]
[4  1  1  2  1] :	[ 473 525 523 436 374 ]
[5  1  1  2  1] :	[ 393 416 513 353 488 ]
[1  2  1  2  1] :	[ 481 385 512 226 699 ]
[2  2  1  2  1] :	[ 471 242 629 479 704 ]
[3  2  1  2  1] :	[ 601 665 455 470 357 ]
[4  2  1  2  1] :	[ 697 415 486 344 602 ]
[5  2  1  2  1] :	[ 302 527 758 451 434 ]
[1  3  1  2  1] :	[ 493 606 425 408 513 ]
[2  3  1  2  1] :	[ 311 691 426 565 601 ]
[3  3  1  2  1] :	[ 391 533 390 235 622 ]
[4  3  1  2  1] :	[ 494 542 467 350 569 ]
[5  3  1  2  1] :	[ 407 600 450 341 654 ]
[1  4  1  2  1] :	[ 716 258 153 770 646 ]
[2  4  1  2  1] :	[ 281 792 572 244 349 ]
[3  4  1  2  1] :	[ 444 623 440 444 277 ]
[4  4  1  2  1] :	[ 462 594 312 645 529 ]
[5  4  1  2  1] :	[ 733 164 369 435 640 ]
[1  5  1  2  1] :	[ 667 624 436 280 565 ]
[2  5  1  2  1] :	[ 363 367 535 402 637 ]
[3  5  1  2  1] :	[ 480 518 566 287 553 ]
[4  5  1  2  1] :	[ 392 564 465 374 515 ]
[5  5  1  2  1] :	[ 464 384 586 656 210 ]
[1  1  2  2  1] :	[ 613 148 737 624 397 ]
[2  1  2  2  1] :	[ 278 322 631 615 393 ]
[3  1  2  2  1] :	[ 586 331 526 409 531 ]
[4  1  2  2  1] :	[ 507 290 570 392 484 ]
[5  1  2  2  1] :	[ 368 467 452 628 321 ]
[1  2  2  2  1] :	[ 658 452 415 345 483 ]
[2  2  2  2  1] :	[ 392 234 345 646 728 ]
[3  2  2  2  1] :	[ 453 492 369 504 489 ]
[4  2  2  2  1] :	[ 266 461 660 487 452 ]
[5  2  2  2  1] :	[ 364 582 415 779 257 ]
[1  3  2  2  1] :	[ 304 339 692 605 713 ]
[2  3  2  2  1] :	[ 667 339 643 259 479 ]
[3  3  2  2  1] :	[ 364 534 400 404 440 ]
[4  3  2  2  1] :	[ 480 568 402 558 427 ]
[5  3  2  2  1] :	[ 598 236 598 155 644 ]
[1  4  2  2  1] :	[ 559 482 309 644 486 ]
[2  4  2  2  1] :	[ 391 514 323 598 519 ]
[3  4  2  2  1] :	[ 322 655 266 404 652 ]
[4  4  2  2  1] :	[ 756 468 242 525 513 ]
[5  4  2  2  1] :	[ 325 313 701 530 433 ]
[1  5  2  2  1] :	[ 446 406 511 481 628 ]
[2  5  2  2  1] :	[ 484 473 402 494 581 ]
[3  5  2  2  1] :	[ 576 479 487 476 350 ]
[4  5  2  2  1] :	[ 574 376 535 506 417 ]
[5  5  2  2  1] :	[ 461 532 487 421 448 ]
[1  1  3  2  1] :	[ 672 260 360 436 644 ]
[2  1  3  2  1] :	[ 589 436 329 654 565 ]
[3  1  3  2  1] :	[ 553 289 324 723 322 ]
[4  1  3  2  1] :	[ 599 410 309 321 399 ]
[5  1  3  2  1] :	[ 473 601 435 334 404 ]
[1  2  3  2  1] :	[ 414 546 392 555 496 ]
[2  2  3  2  1] :	[ 319 346 438 599 842 ]
[3  2  3  2  1] :	[ 583 749 585 450 256 ]
[4  2  3  2  1] :	[ 382 427 283 569 783 ]
[5  2  3  2  1] :	[ 588 511 270 195 610 ]
[1  3  3  2  1] :	[ 774 431 275 701 378 ]
[2  3  3  2  1] :	[ 787 429 338 471 426 ]
[3  3  3  2  1] :	[ 424 505 486 593 447 ]
[4  3  3  2  1] :	[ 259 275 785 582 416 ]
[5  3  3  2  1] :	[ 453 437 601 403 477 ]
[1  4  3  2  1] :	[ 384 565 526 658 281 ]
[2  4  3  2  1] :	[ 275 818 229 441 590 ]
[3  4  3  2  1] :	[ 508 554 437 447 473 ]
[4  4  3  2  1] :	[ 478 470 624 446 444 ]
[5  4  3  2  1] :	[ 583 321 655 666 289 ]
[1  5  3  2  1] :	[ 592 235 718 448 529 ]
[2  5  3  2  1] :	[ 629 383 355 256 622 ]
[3  5  3  2  1] :	[ 408 467 616 383 425 ]
[4  5  3  2  1] :	[ 470 544 367 597 460 ]
[5  5  3  2  1] :	[ 484 409 558 429 414 ]
[1  1  4  2  1] :	[ 503 566 588 494 285 ]
[2  1  4  2  1] :	[ 426 716 427 491 253 ]
[3  1  4  2  1] :	[ 433 415 466 511 574 ]
[4  1  4  2  1] :	[ 384 512 597 391 520 ]
[5  1  4  2  1] :	[ 521 424 615 501 390 ]
[1  2  4  2  1] :	[ 297 580 569 565 593 ]
[2  2  4  2  1] :	[ 388 379 831 474 575 ]
[3  2  4  2  1] :	[ 676 495 355 529 372 ]
[4  2  4  2  1] :	[ 562 309 281 416 485 ]
[5  2  4  2  1] :	[ 506 415 315 550 654 ]
[1  3  4  2  1] :	[ 365 546 607 170 651 ]
[2  3  4  2  1] :	[ 566 494 505 273 509 ]
[3  3  4  2  1] :	[ 599 533 388 677 305 ]
[4  3  4  2  1] :	[ 420 639 584 559 280 ]
[5  3  4  2  1] :	[ 732 507 475 147 436 ]
[1  4  4  2  1] :	[ 560 408 441 401 459 ]
[2  4  4  2  1] :	[ 716 409 338 221 512 ]
[3  4  4  2  1] :	[ 577 574 466 518 232 ]
[4  4  4  2  1] :	[ 349 372 607 633 311 ]
[5  4  4  2  1] :	[ 275 433 766 560 436 ]
[1  5  4  2  1] :	[ 570 418 598 270 501 ]
[2  5  4  2  1] :	[ 392 315 426 411 658 ]
[3  5  4  2  1] :	[ 429 413 376 523 430 ]
[4  5  4  2  1] :	[ 637 534 574 330 309 ]
[5  5  4  2  1] :	[ 563 690 282 491 413 ]
[1  1  5  2  1] :	[ 364 683 530 446 571 ]
[2  1  5  2  1] :	[ 291 565 297 740 350 ]
[3  1  5  2  1] :	[ 345 392 546 490 609 ]
[4  1  5  2  1] :	[ 396 480 537 471 586 ]
[5  1  5  2  1] :	[ 486 784 246 700 257 ]
[1  2  5  2  1] :	[ 571 506 272 555 511 ]
[2  2  5  2  1] :	[ 345 395 452 739 601 ]
[3  2  5  2  1] :	[ 454 411 552 397 441 ]
[4  2  5  2  1] :	[ 344 507 706 310 442 ]
[5  2  5  2  1] :	[ 600 478 482 340 565 ]
[1  3  5  2  1] :	[ 516 433 259 528 622 ]
[2  3  5  2  1] :	[ 556 495 724 205 391 ]
[3  3  5  2  1] :	[ 610 348 359 294 515 ]
[4  3  5  2  1] :	[ 443 410 656 440 442 ]
[5  3  5  2  1] :	[ 355 619 673 472 111 ]
[1  4  5  2  1] :	[ 294 835 482 279 571 ]
[2  4  5  2  1] :	[ 358 385 484 301 576 ]
[3  4  5  2  1] :	[ 379 545 351 403 555 ]
[4  4  5  2  1] :	[ 437 453 539 480 395 ]
[5  4  5  2  1] :	[ 449 494 590 291 468 ]
[1  5  5  2  1] :	[ 416 367 903 417 333 ]
[2  5  5  2  1] :	[ 288 634 439 472 464 ]
[3  5  5  2  1] :	[ 607 464 432 615 676 ]
[4  5  5  2  1] :	[ 454 351 574 560 488 ]
[5  5  5  2  1] :	[ 620 546 325 410 590 ]
[1  1  1  3  1] :	[ 579 355 451 496 365 ]
[2  1  1  3  1] :	[ 558 391 399 436 574 ]
[3  1  1  3  1] :	[ 301 612 786 294 550 ]
[4  1  1  3  1] :	[ 429 710 3 547 371 ]
[5  1  1  3  1] :	[ 473 409 570 399 568 ]
[1  2  1  3  1] :	[ 289 556 668 511 157 ]
[2  2  1  3  1] :	[ 426 396 576 462 527 ]
[3  2  1  3  1] :	[ 429 316 429 342 765 ]
[4  2  1  3  1] :	[ 428 560 388 512 677 ]
[5  2  1  3  1] :	[ 249 506 533 564 364 ]
[1  3  1  3  1] :	[ 472 445 530 372 562 ]
[2  3  1  3  1] :	[ 393 554 397 498 418 ]
[3  3  1  3  1] :	[ 507 471 538 587 180 ]
[4  3  1  3  1] :	[ 343 495 483 659 473 ]
[5  3  1  3  1] :	[ 465 758 624 276 274 ]
[1  4  1  3  1] :	[ 484 567 381 496 455 ]
[2  4  1  3  1] :	[ 377 364 397 621 516 ]
[3  4  1  3  1] :	[ 550 380 270 439 694 ]
[4  4  1  3  1] :	[ 540 306 444 602 402 ]
[5  4  1  3  1] :	[ 443 395 203 826 563 ]
[1  5  1  3  1] :	[ 524 493 532 372 381 ]
[2  5  1  3  1] :	[ 712 375 374 549 400 ]
[3  5  1  3  1] :	[ 508 509 542 293 422 ]
[4  5  1  3  1] :	[ 499 415 631 541 541 ]
[5  5  1  3  1] :	[ 552 253 522 564 458 ]
[1  1  2  3  1] :	[ 575 584 527 421 308 ]
[2  1  2  3  1] :	[ 450 568 522 294 591 ]
[3  1  2  3  1] :	[ 274 273 676 502 511 ]
[4  1  2  3  1] :	[ 130 583 668 438 365 ]
[5  1  2  3  1] :	[ 489 512 559 431 244 ]
[1  2  2  3  1] :	[ 329 530 858 365 343 ]
[2  2  2  3  1] :	[ 596 538 370 452 436 ]
[3  2  2  3  1] :	[ 520 390 619 504 399 ]
[4  2  2  3  1] :	[ 535 422 402 524 541 ]
[5  2  2  3  1] :	[ 539 523 389 594 524 ]
[1  3  2  3  1] :	[ 470 233 599 371 709 ]
[2  3  2  3  1] :	[ 480 556 501 377 342 ]
[3  3  2  3  1] :	[ 616 450 497 624 528 ]
[4  3  2  3  1] :	[ 296 458 437 442 588 ]
[5  3  2  3  1] :	[ 434 464 353 484 568 ]
[1  4  2  3  1] :	[ 625 558 390 196 489 ]
[2  4  2  3  1] :	[ 574 305 694 401 466 ]
[3  4  2  3  1] :	[ 605 464 655 235 218 ]
[4  4  2  3  1] :	[ 502 440 508 491 382 ]
[5  4  2  3  1] :	[ 478 577 548 270 779 ]
[1  5  2  3  1] :	[ 389 406 329 650 626 ]
[2  5  2  3  1] :	[ 591 484 383 530 642 ]
[3  5  2  3  1] :	[ 594 173 482 420 640 ]
[4  5  2  3  1] :	[ 415 720 305 589 384 ]
[5  5  2  3  1] :	[ 596 406 397 396 634 ]
[1  1  3  3  1] :	[ 656 477 367 552 328 ]
[2  1  3  3  1] :	[ 627 312 285 714 451 ]
[3  1  3  3  1] :	[ 591 440 345 596 509 ]
[4  1  3  3  1] :	[ 206 570 575 315 673 ]
[5  1  3  3  1] :	[ 299 569 369 587 654 ]
[1  2  3  3  1] :	[ 324 616 395 534 508 ]
[2  2  3  3  1] :	[ 539 556 503 324 493 ]
[3  2  3  3  1] :	[ 368 561 444 537 413 ]
[4  2  3  3  1] :	[ 386 281 596 511 557 ]
[5  2  3  3  1] :	[ 427 380 514 414 541 ]
[1  3  3  3  1] :	[ 517 531 882 365 256 ]
[2  3  3  3  1] :	[ 331 355 414 664 568 ]
[3  3  3  3  1] :	[ 486 469 591 388 501 ]
[4  3  3  3  1] :	[ 303 573 524 504 487 ]
[5  3  3  3  1] :	[ 543 377 367 647 503 ]
[1  4  3  3  1] :	[ 463 440 443 502 675 ]
[2  4  3  3  1] :	[ 645 295 386 546 531 ]
[3  4  3  3  1] :	[ 495 869 170 197 900 ]
[4  4  3  3  1] :	[ 694 606 455 419 323 ]
[5  4  3  3  1] :	[ 574 483 590 222 500 ]
[1  5  3  3  1] :	[ 552 463 290 534 541 ]
[2  5  3  3  1] :	[ 387 429 600 439 557 ]
[3  5  3  3  1] :	[ 436 476 366 429 612 ]
[4  5  3  3  1] :	[ 558 592 370 405 398 ]
[5  5  3  3  1] :	[ 542 514 329 419 567 ]
[1  1  4  3  1] :	[ 267 329 843 280 665 ]
[2  1  4  3  1] :	[ 585 435 447 712 252 ]
[3  1  4  3  1] :	[ 411 473 398 320 688 ]
[4  1  4  3  1] :	[ 662 300 475 604 475 ]
[5  1  4  3  1] :	[ 482 390 721 518 401 ]
[1  2  4  3  1] :	[ 476 500 455 555 413 ]
[2  2  4  3  1] :	[ 413 475 416 561 412 ]
[3  2  4  3  1] :	[ 413 298 619 419 592 ]
[4  2  4  3  1] :	[ 395 428 354 464 640 ]
[5  2  4  3  1] :	[ 730 382 509 267 456 ]
[1  3  4  3  1] :	[ 293 353 476 549 579 ]
[2  3  4  3  1] :	[ 486 437 523 723 394 ]
[3  3  4  3  1] :	[ 460 687 343 431 484 ]
[4  3  4  3  1] :	[ 402 351 485 326 466 ]
[5  3  4  3  1] :	[ 414 311 345 802 372 ]
[1  4  4  3  1] :	[ 546 480 542 608 464 ]
[2  4  4  3  1] :	[ 428 505 332 661 372 ]
[3  4  4  3  1] :	[ 381 290 438 503 485 ]
[4  4  4  3  1] :	[ 334 555 600 475 285 ]
[5  4  4  3  1] :	[ 267 506 800 565 329 ]
[1  5  4  3  1] :	[ 473 565 796 395 204 ]
[2  5  4  3  1] :	[ 533 589 460 464 601 ]
[3  5  4  3  1] :	[ 682 475 312 415 537 ]
[4  5  4  3  1] :	[ 123 629 689 385 588 ]
[5  5  4  3  1] :	[ 550 497 549 417 366 ]
[1  1  5  3  1] :	[ 625 357 474 450 409 ]
[2  1  5  3  1] :	[ 256 380 710 408 721 ]
[3  1  5  3  1] :	[ 711 459 369 296 631 ]
[4  1  5  3  1] :	[ 566 435 228 631 430 ]
[5  1  5  3  1] :	[ 432 382 738 511 377 ]
[1  2  5  3  1] :	[ 377 622 561 349 514 ]
[2  2  5  3  1] :	[ 433 541 519 386 612 ]
[3  2  5  3  1] :	[ 418 635 579 591 376 ]
[4  2  5  3  1] :	[ 546 378 541 363 465 ]
[5  2  5  3  1] :	[ 415 470 580 540 378 ]
[1  3  5  3  1] :	[ 491 540 573 347 356 ]
[2  3  5  3  1] :	[ 593 560 584 473 468 ]
[3  3  5  3  1] :	[ 443 638 453 448 492 ]
[4  3  5  3  1] :	[ 436 475 478 387 696 ]
[5  3  5  3  1] :	[ 499 486 281 422 550 ]
[1  4  5  3  1] :	[ 503 657 590 445 449 ]
[2  4  5  3  1] :	[ 587 556 562 369 342 ]
[3  4  5  3  1] :	[ 492 492 216 477 499 ]
[4  4  5  3  1] :	[ 455 482 604 302 610 ]
[5  4  5  3  1] :	[ 764 604 273 415 445 ]
[1  5  5  3  1] :	[ 664 401 350 768 346 ]
[2  5  5  3  1] :	[ 436 421 463 684 356 ]
[3  5  5  3  1] :	[ 262 398 433 732 553 ]
[4  5  5  3  1] :	[ 414 370 588 623 464 ]
[5  5  5  3  1] :	[ 376 483 398 439 669 ]
[1  1  1  4  1] :	[ 620 596 390 509 377 ]
[2  1  1  4  1] :	[ 503 251 454 631 474 ]
[3  1  1  4  1] :	[ 532 372 390 472 413 ]
[4  1  1  4  1] :	[ 302 571 631 231 466 ]
[5  1  1  4  1] :	[ 301 444 379 649 563 ]
[1  2  1  4  1] :	[ 447 382 510 616 650 ]
[2  2  1  4  1] :	[ 265 348 855 297 505 ]
[3  2  1  4  1] :	[ 637 415 410 550 413 ]
[4  2  1  4  1] :	[ 507 294 551 563 625 ]
[5  2  1  4  1] :	[ 604 389 478 357 406 ]
[1  3  1  4  1] :	[ 394 561 570 374 258 ]
[2  3  1  4  1] :	[ 340 638 707 298 354 ]
[3  3  1  4  1] :	[ 458 492 537 308 431 ]
[4  3  1  4  1] :	[ 628 557 449 263 446 ]
[5  3  1  4  1] :	[ 495 599 371 504 545 ]
[1  4  1  4  1] :	[ 330 552 247 701 501 ]
[2  4  1  4  1] :	[ 329 682 295 354 458 ]
[3  4  1  4  1] :	[ 721 555 141 680 290 ]
[4  4  1  4  1] :	[ 204 376 564 468 631 ]
[5  4  1  4  1] :	[ 674 523 402 452 274 ]
[1  5  1  4  1] :	[ 398 349 354 523 764 ]
[2  5  1  4  1] :	[ 374 577 577 368 445 ]
[3  5  1  4  1] :	[ 437 483 483 694 570 ]
[4  5  1  4  1] :	[ 277 470 285 820 363 ]
[5  5  1  4  1] :	[ 678 643 300 217 565 ]
[1  1  2  4  1] :	[ 224 631 465 458 538 ]
[2  1  2  4  1] :	[ 428 320 317 611 577 ]
[3  1  2  4  1] :	[ 678 288 281 539 408 ]
[4  1  2  4  1] :	[ 418 531 578 348 615 ]
[5  1  2  4  1] :	[ 385 585 568 558 299 ]
[1  2  2  4  1] :	[ 657 388 405 326 510 ]
[2  2  2  4  1] :	[ 613 257 606 284 641 ]
[3  2  2  4  1] :	[ 437 472 429 505 457 ]
[4  2  2  4  1] :	[ 805 533 582 179 515 ]
[5  2  2  4  1] :	[ 591 730 479 317 416 ]
[1  3  2  4  1] :	[ 428 655 223 511 624 ]
[2  3  2  4  1] :	[ 653 596 431 280 496 ]
[3  3  2  4  1] :	[ 366 502 699 299 267 ]
[4  3  2  4  1] :	[ 497 597 657 572 148 ]
[5  3  2  4  1] :	[ 490 491 674 197 493 ]
[1  4  2  4  1] :	[ 702 346 472 464 467 ]
[2  4  2  4  1] :	[ 486 447 434 512 498 ]
[3  4  2  4  1] :	[ 449 625 321 559 415 ]
[4  4  2  4  1] :	[ 560 609 488 490 361 ]
[5  4  2  4  1] :	[ 505 742 441 601 157 ]
[1  5  2  4  1] :	[ 219 523 562 619 453 ]
[2  5  2  4  1] :	[ 189 626 592 649 384 ]
[3  5  2  4  1] :	[ 554 402 513 602 366 ]
[4  5  2  4  1] :	[ 684 545 603 271 172 ]
[5  5  2  4  1] :	[ 568 224 622 663 612 ]
[1  1  3  4  1] :	[ 661 312 556 404 461 ]
[2  1  3  4  1] :	[ 617 473 405 522 370 ]
[3  1  3  4  1] :	[ 484 595 390 502 554 ]
[4  1  3  4  1] :	[ 306 607 577 522 463 ]
[5  1  3  4  1] :	[ 437 257 574 527 523 ]
[1  2  3  4  1] :	[ 536 389 379 512 700 ]
[2  2  3  4  1] :	[ 388 673 144 372 711 ]
[3  2  3  4  1] :	[ 497 478 286 520 594 ]
[4  2  3  4  1] :	[ 675 281 389 665 432 ]
[5  2  3  4  1] :	[ 480 416 562 446 759 ]
[1  3  3  4  1] :	[ 453 566 725 369 233 ]
[2  3  3  4  1] :	[ 379 392 419 661 624 ]
[3  3  3  4  1] :	[ 374 706 302 562 484 ]
[4  3  3  4  1] :	[ 311 328 281 732 724 ]
[5  3  3  4  1] :	[ 479 594 436 459 335 ]
[1  4  3  4  1] :	[ 353 544 470 392 447 ]
[2  4  3  4  1] :	[ 683 282 460 339 554 ]
[3  4  3  4  1] :	[ 704 672 385 285 452 ]
[4  4  3  4  1] :	[ 625 487 644 365 324 ]
[5  4  3  4  1] :	[ 261 332 649 800 239 ]
[1  5  3  4  1] :	[ 457 546 630 422 322 ]
[2  5  3  4  1] :	[ 443 451 202 747 435 ]
[3  5  3  4  1] :	[ 612 416 526 561 321 ]
[4  5  3  4  1] :	[ 233 396 627 646 423 ]
[5  5  3  4  1] :	[ 510 298 334 569 364 ]
[1  1  4  4  1] :	[ 374 510 449 497 264 ]
[2  1  4  4  1] :	[ 389 840 482 511 282 ]
[3  1  4  4  1] :	[ 487 497 514 299 547 ]
[4  1  4  4  1] :	[ 382 812 502 441 231 ]
[5  1  4  4  1] :	[ 579 497 490 341 483 ]
[1  2  4  4  1] :	[ 338 538 490 275 681 ]
[2  2  4  4  1] :	[ 499 425 725 371 357 ]
[3  2  4  4  1] :	[ 584 372 524 335 489 ]
[4  2  4  4  1] :	[ 506 678 239 397 520 ]
[5  2  4  4  1] :	[ 778 174 304 474 550 ]
[1  3  4  4  1] :	[ 382 413 544 460 512 ]
[2  3  4  4  1] :	[ 745 582 179 366 365 ]
[3  3  4  4  1] :	[ 308 462 476 598 473 ]
[4  3  4  4  1] :	[ 537 307 572 465 390 ]
[5  3  4  4  1] :	[ 727 388 486 276 553 ]
[1  4  4  4  1] :	[ 624 491 487 315 514 ]
[2  4  4  4  1] :	[ 502 591 639 176 439 ]
[3  4  4  4  1] :	[ 577 399 472 740 210 ]
[4  4  4  4  1] :	[ 365 617 434 400 562 ]
