# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1644574315299
# Cmd Line:	-g CovariantGame -r -0.2 -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f CG_multi_3_10_5.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
# r:	-0.2
[7  5  1] :	[ 596 768 454 ]
[8  5  1] :	[ 473 676 271 ]
[9  5  1] :	[ 450 336 366 ]
[10  5  1] :	[ 717 580 136 ]
[1  6  1] :	[ 535 559 711 ]
[2  6  1] :	[ 600 479 409 ]
[3  6  1] :	[ 512 549 706 ]
[4  6  1] :	[ 527 349 449 ]
[5  6  1] :	[ 639 376 479 ]
[6  6  1] :	[ 521 584 403 ]
[7  6  1] :	[ 420 708 468 ]
[8  6  1] :	[ 491 443 630 ]
[9  6  1] :	[ 550 499 307 ]
[10  6  1] :	[ 734 683 364 ]
[1  7  1] :	[ 584 499 429 ]
[2  7  1] :	[ 685 441 504 ]
[3  7  1] :	[ 495 484 435 ]
[4  7  1] :	[ 300 542 360 ]
[5  7  1] :	[ 641 589 307 ]
[6  7  1] :	[ 526 616 559 ]
[7  7  1] :	[ 595 406 872 ]
[8  7  1] :	[ 496 214 675 ]
[9  7  1] :	[ 419 697 456 ]
[10  7  1] :	[ 433 467 601 ]
[1  8  1] :	[ 537 466 573 ]
[2  8  1] :	[ 184 549 371 ]
[3  8  1] :	[ 558 495 376 ]
[4  8  1] :	[ 509 468 433 ]
[5  8  1] :	[ 568 602 424 ]
[6  8  1] :	[ 418 714 564 ]
[7  8  1] :	[ 448 846 632 ]
[8  8  1] :	[ 531 292 570 ]
[9  8  1] :	[ 231 608 744 ]
[10  8  1] :	[ 527 638 525 ]
[1  9  1] :	[ 382 550 607 ]
[2  9  1] :	[ 449 280 576 ]
[3  9  1] :	[ 282 696 115 ]
[4  9  1] :	[ 516 454 497 ]
[5  9  1] :	[ 510 587 686 ]
[6  9  1] :	[ 379 606 385 ]
[7  9  1] :	[ 1 634 782 ]
[8  9  1] :	[ 526 616 375 ]
[9  9  1] :	[ 506 511 467 ]
[10  9  1] :	[ 347 610 472 ]
[1  10  1] :	[ 540 421 697 ]
[2  10  1] :	[ 459 887 458 ]
[3  10  1] :	[ 471 660 347 ]
[4  10  1] :	[ 522 680 579 ]
[5  10  1] :	[ 294 303 711 ]
[6  10  1] :	[ 552 675 525 ]
[7  10  1] :	[ 398 428 475 ]
[8  10  1] :	[ 409 503 480 ]
[9  10  1] :	[ 259 678 489 ]
[10  10  1] :	[ 582 474 381 ]
[1  1  2] :	[ 533 552 288 ]
[2  1  2] :	[ 599 356 272 ]
[3  1  2] :	[ 603 540 622 ]
[4  1  2] :	[ 392 627 421 ]
[5  1  2] :	[ 472 759 462 ]
[6  1  2] :	[ 241 552 685 ]
[7  1  2] :	[ 656 447 464 ]
[8  1  2] :	[ 445 296 556 ]
[9  1  2] :	[ 361 583 390 ]
[10  1  2] :	[ 449 352 543 ]
[1  2  2] :	[ 636 750 529 ]
[2  2  2] :	[ 672 280 302 ]
[3  2  2] :	[ 413 647 573 ]
[4  2  2] :	[ 627 460 259 ]
[5  2  2] :	[ 706 536 416 ]
[6  2  2] :	[ 523 745 400 ]
[7  2  2] :	[ 634 506 356 ]
[8  2  2] :	[ 405 554 535 ]
[9  2  2] :	[ 615 410 572 ]
[10  2  2] :	[ 400 499 430 ]
[1  3  2] :	[ 657 783 523 ]
[2  3  2] :	[ 648 537 254 ]
[3  3  2] :	[ 387 718 919 ]
[4  3  2] :	[ 194 769 752 ]
[5  3  2] :	[ 347 587 696 ]
[6  3  2] :	[ 1000 566 302 ]
[7  3  2] :	[ 549 533 565 ]
[8  3  2] :	[ 656 542 688 ]
[9  3  2] :	[ 443 437 628 ]
[10  3  2] :	[ 545 425 668 ]
[1  4  2] :	[ 445 310 675 ]
[2  4  2] :	[ 250 683 456 ]
[3  4  2] :	[ 527 406 703 ]
[4  4  2] :	[ 367 502 638 ]
[5  4  2] :	[ 480 518 637 ]
[6  4  2] :	[ 479 645 353 ]
[7  4  2] :	[ 819 215 551 ]
[8  4  2] :	[ 500 636 508 ]
[9  4  2] :	[ 523 501 673 ]
[10  4  2] :	[ 348 962 495 ]
[1  5  2] :	[ 278 596 402 ]
[2  5  2] :	[ 456 527 494 ]
[3  5  2] :	[ 433 415 305 ]
[4  5  2] :	[ 389 599 384 ]
[5  5  2] :	[ 477 543 560 ]
[6  5  2] :	[ 442 384 485 ]
[7  5  2] :	[ 397 495 640 ]
[8  5  2] :	[ 488 503 512 ]
[9  5  2] :	[ 386 885 506 ]
[10  5  2] :	[ 308 435 703 ]
[1  6  2] :	[ 534 701 570 ]
[2  6  2] :	[ 694 339 572 ]
[3  6  2] :	[ 727 166 709 ]
[4  6  2] :	[ 216 694 520 ]
[5  6  2] :	[ 403 374 601 ]
[6  6  2] :	[ 671 476 401 ]
[7  6  2] :	[ 624 468 771 ]
[8  6  2] :	[ 461 378 734 ]
[9  6  2] :	[ 587 511 686 ]
[10  6  2] :	[ 261 504 723 ]
[1  7  2] :	[ 821 333 564 ]
[2  7  2] :	[ 553 463 611 ]
[3  7  2] :	[ 525 698 660 ]
[4  7  2] :	[ 283 587 725 ]
[5  7  2] :	[ 554 500 610 ]
[6  7  2] :	[ 215 811 570 ]
[7  7  2] :	[ 418 446 454 ]
[8  7  2] :	[ 693 550 326 ]
[9  7  2] :	[ 404 257 680 ]
[10  7  2] :	[ 427 732 614 ]
[1  8  2] :	[ 547 705 419 ]
[2  8  2] :	[ 347 357 692 ]
[3  8  2] :	[ 277 488 530 ]
[4  8  2] :	[ 684 346 404 ]
[5  8  2] :	[ 419 603 451 ]
[6  8  2] :	[ 701 290 427 ]
[7  8  2] :	[ 706 416 409 ]
[8  8  2] :	[ 582 488 374 ]
[9  8  2] :	[ 474 584 592 ]
[10  8  2] :	[ 653 533 545 ]
[1  9  2] :	[ 582 476 354 ]
[2  9  2] :	[ 605 369 634 ]
[3  9  2] :	[ 414 559 210 ]
[4  9  2] :	[ 622 430 677 ]
[5  9  2] :	[ 505 878 391 ]
[6  9  2] :	[ 523 617 716 ]
[7  9  2] :	[ 493 467 818 ]
[8  9  2] :	[ 725 448 584 ]
[9  9  2] :	[ 474 348 719 ]
[10  9  2] :	[ 628 538 338 ]
[1  10  2] :	[ 340 644 734 ]
[2  10  2] :	[ 249 633 651 ]
[3  10  2] :	[ 527 584 441 ]
[4  10  2] :	[ 370 365 728 ]
[5  10  2] :	[ 355 553 550 ]
[6  10  2] :	[ 465 439 387 ]
[7  10  2] :	[ 438 463 423 ]
[8  10  2] :	[ 774 376 383 ]
[9  10  2] :	[ 852 544 361 ]
[10  10  2] :	[ 302 393 618 ]
[1  1  3] :	[ 553 500 646 ]
[2  1  3] :	[ 492 307 533 ]
[3  1  3] :	[ 445 565 662 ]
[4  1  3] :	[ 482 607 414 ]
[5  1  3] :	[ 554 878 451 ]
[6  1  3] :	[ 643 546 578 ]
[7  1  3] :	[ 414 580 663 ]
[8  1  3] :	[ 427 442 416 ]
[9  1  3] :	[ 407 562 561 ]
[10  1  3] :	[ 327 889 428 ]
[1  2  3] :	[ 623 522 439 ]
[2  2  3] :	[ 445 676 558 ]
[3  2  3] :	[ 313 460 680 ]
[4  2  3] :	[ 637 506 247 ]
[5  2  3] :	[ 639 379 618 ]
[6  2  3] :	[ 345 789 620 ]
[7  2  3] :	[ 464 578 511 ]
[8  2  3] :	[ 345 862 739 ]
[9  2  3] :	[ 592 708 502 ]
[10  2  3] :	[ 349 584 517 ]
[1  3  3] :	[ 814 531 540 ]
[2  3  3] :	[ 276 432 501 ]
[3  3  3] :	[ 398 560 568 ]
[4  3  3] :	[ 457 688 342 ]
[5  3  3] :	[ 659 758 628 ]
[6  3  3] :	[ 394 386 679 ]
[7  3  3] :	[ 458 303 442 ]
[8  3  3] :	[ 762 461 462 ]
[9  3  3] :	[ 612 427 639 ]
[10  3  3] :	[ 788 153 672 ]
[1  4  3] :	[ 546 493 584 ]
[2  4  3] :	[ 527 283 559 ]
[3  4  3] :	[ 723 356 454 ]
[4  4  3] :	[ 404 736 452 ]
[5  4  3] :	[ 564 380 477 ]
[6  4  3] :	[ 636 453 642 ]
[7  4  3] :	[ 506 402 555 ]
[8  4  3] :	[ 517 470 633 ]
[9  4  3] :	[ 162 704 516 ]
[10  4  3] :	[ 711 500 281 ]
[1  5  3] :	[ 388 548 475 ]
[2  5  3] :	[ 441 368 549 ]
[3  5  3] :	[ 545 476 423 ]
[4  5  3] :	[ 658 391 763 ]
[5  5  3] :	[ 419 454 491 ]
[6  5  3] :	[ 645 210 669 ]
[7  5  3] :	[ 623 568 660 ]
[8  5  3] :	[ 107 778 388 ]
[9  5  3] :	[ 539 519 444 ]
[10  5  3] :	[ 421 613 448 ]
[1  6  3] :	[ 317 687 778 ]
[2  6  3] :	[ 216 628 628 ]
[3  6  3] :	[ 791 660 423 ]
[4  6  3] :	[ 647 633 401 ]
[5  6  3] :	[ 918 436 518 ]
[6  6  3] :	[ 560 748 348 ]
[7  6  3] :	[ 620 557 285 ]
[8  6  3] :	[ 422 314 551 ]
[9  6  3] :	[ 369 547 712 ]
[10  6  3] :	[ 554 601 483 ]
[1  7  3] :	[ 716 341 368 ]
[2  7  3] :	[ 469 587 412 ]
[3  7  3] :	[ 673 593 526 ]
[4  7  3] :	[ 548 619 629 ]
[5  7  3] :	[ 301 669 268 ]
[6  7  3] :	[ 588 313 636 ]
[7  7  3] :	[ 467 416 519 ]
[8  7  3] :	[ 481 601 532 ]
[9  7  3] :	[ 340 416 366 ]
[10  7  3] :	[ 436 704 371 ]
[1  8  3] :	[ 456 601 501 ]
[2  8  3] :	[ 555 488 407 ]
[3  8  3] :	[ 289 457 567 ]
[4  8  3] :	[ 601 715 653 ]
[5  8  3] :	[ 386 546 536 ]
[6  8  3] :	[ 338 671 403 ]
[7  8  3] :	[ 286 622 588 ]
[8  8  3] :	[ 451 540 807 ]
[9  8  3] :	[ 529 802 463 ]
[10  8  3] :	[ 548 310 438 ]
[1  9  3] :	[ 354 462 679 ]
[2  9  3] :	[ 276 876 641 ]
[3  9  3] :	[ 301 387 780 ]
[4  9  3] :	[ 736 410 699 ]
[5  9  3] :	[ 490 629 581 ]
[6  9  3] :	[ 440 457 809 ]
[7  9  3] :	[ 514 612 551 ]
[8  9  3] :	[ 346 520 588 ]
[9  9  3] :	[ 439 628 563 ]
[10  9  3] :	[ 420 482 713 ]
[1  10  3] :	[ 470 383 548 ]
[2  10  3] :	[ 504 508 669 ]
[3  10  3] :	[ 450 491 561 ]
[4  10  3] :	[ 647 752 543 ]
[5  10  3] :	[ 498 546 639 ]
[6  10  3] :	[ 623 502 672 ]
[7  10  3] :	[ 449 646 315 ]
[8  10  3] :	[ 543 452 512 ]
[9  10  3] :	[ 104 528 796 ]
[10  10  3] :	[ 729 403 461 ]
[1  1  4] :	[ 712 565 405 ]
[2  1  4] :	[ 474 430 356 ]
[3  1  4] :	[ 302 673 565 ]
[4  1  4] :	[ 318 280 747 ]
[5  1  4] :	[ 311 413 735 ]
[6  1  4] :	[ 233 669 665 ]
[7  1  4] :	[ 483 886 120 ]
[8  1  4] :	[ 489 657 630 ]
[9  1  4] :	[ 671 490 319 ]
[10  1  4] :	[ 399 724 491 ]
[1  2  4] :	[ 336 480 594 ]
[2  2  4] :	[ 610 577 264 ]
[3  2  4] :	[ 490 603 479 ]
[4  2  4] :	[ 730 471 291 ]
[5  2  4] :	[ 453 710 626 ]
[6  2  4] :	[ 585 656 507 ]
[7  2  4] :	[ 762 398 656 ]
[8  2  4] :	[ 478 817 379 ]
[9  2  4] :	[ 421 523 408 ]
[10  2  4] :	[ 320 708 568 ]
[1  3  4] :	[ 544 308 697 ]
[2  3  4] :	[ 514 463 656 ]
[3  3  4] :	[ 653 471 549 ]
[4  3  4] :	[ 772 621 454 ]
[5  3  4] :	[ 627 263 616 ]
[6  3  4] :	[ 316 248 791 ]
[7  3  4] :	[ 639 404 454 ]
[8  3  4] :	[ 606 341 585 ]
[9  3  4] :	[ 145 816 599 ]
[10  3  4] :	[ 684 474 479 ]
[1  4  4] :	[ 378 456 592 ]
[2  4  4] :	[ 607 348 443 ]
[3  4  4] :	[ 760 92 624 ]
[4  4  4] :	[ 467 509 739 ]
[5  4  4] :	[ 741 388 458 ]
[6  4  4] :	[ 266 444 464 ]
[7  4  4] :	[ 542 634 486 ]
[8  4  4] :	[ 643 580 660 ]
[9  4  4] :	[ 518 516 465 ]
[10  4  4] :	[ 310 673 544 ]
[1  5  4] :	[ 316 578 442 ]
[2  5  4] :	[ 571 826 299 ]
[3  5  4] :	[ 620 377 548 ]
[4  5  4] :	[ 431 404 440 ]
[5  5  4] :	[ 538 333 517 ]
[6  5  4] :	[ 646 667 489 ]
[7  5  4] :	[ 451 570 715 ]
[8  5  4] :	[ 766 187 524 ]
[9  5  4] :	[ 265 598 459 ]
[10  5  4] :	[ 449 623 621 ]
[1  6  4] :	[ 613 409 705 ]
[2  6  4] :	[ 524 328 538 ]
[3  6  4] :	[ 317 569 505 ]
[4  6  4] :	[ 678 690 615 ]
[5  6  4] :	[ 432 790 248 ]
[6  6  4] :	[ 544 512 546 ]
[7  6  4] :	[ 433 744 516 ]
[8  6  4] :	[ 574 347 608 ]
[9  6  4] :	[ 583 738 637 ]
[10  6  4] :	[ 708 542 451 ]
[1  7  4] :	[ 393 721 444 ]
[2  7  4] :	[ 286 412 726 ]
[3  7  4] :	[ 474 481 711 ]
[4  7  4] :	[ 448 448 440 ]
[5  7  4] :	[ 213 678 811 ]
[6  7  4] :	[ 549 493 570 ]
[7  7  4] :	[ 805 438 511 ]
[8  7  4] :	[ 370 536 317 ]
[9  7  4] :	[ 556 424 384 ]
[10  7  4] :	[ 598 585 280 ]
[1  8  4] :	[ 637 517 576 ]
[2  8  4] :	[ 567 378 747 ]
[3  8  4] :	[ 299 431 506 ]
[4  8  4] :	[ 555 548 522 ]
[5  8  4] :	[ 503 355 624 ]
[6  8  4] :	[ 526 333 622 ]
[7  8  4] :	[ 426 517 327 ]
[8  8  4] :	[ 581 684 242 ]
[9  8  4] :	[ 603 384 833 ]
[10  8  4] :	[ 484 650 335 ]
[1  9  4] :	[ 565 523 434 ]
[2  9  4] :	[ 673 573 565 ]
[3  9  4] :	[ 653 529 307 ]
[4  9  4] :	[ 588 616 393 ]
[5  9  4] :	[ 543 747 637 ]
[6  9  4] :	[ 609 505 526 ]
[7  9  4] :	[ 454 393 460 ]
[8  9  4] :	[ 410 690 639 ]
[9  9  4] :	[ 609 501 542 ]
[10  9  4] :	[ 564 346 599 ]
[1  10  4] :	[ 544 639 166 ]
[2  10  4] :	[ 644 294 422 ]
[3  10  4] :	[ 671 714 480 ]
[4  10  4] :	[ 613 411 411 ]
[5  10  4] :	[ 525 407 548 ]
[6  10  4] :	[ 484 691 634 ]
[7  10  4] :	[ 511 646 432 ]
[8  10  4] :	[ 749 575 388 ]
[9  10  4] :	[ 652 625 251 ]
[10  10  4] :	[ 638 573 268 ]
[1  1  5] :	[ 245 591 447 ]
[2  1  5] :	[ 443 529 563 ]
[3  1  5] :	[ 626 476 618 ]
[4  1  5] :	[ 705 650 319 ]
[5  1  5] :	[ 643 328 540 ]
[6  1  5] :	[ 220 681 692 ]
[7  1  5] :	[ 526 701 389 ]
[8  1  5] :	[ 501 591 399 ]
[9  1  5] :	[ 528 680 360 ]
[10  1  5] :	[ 294 649 684 ]
[1  2  5] :	[ 212 730 739 ]
[2  2  5] :	[ 609 495 590 ]
[3  2  5] :	[ 584 357 682 ]
[4  2  5] :	[ 429 413 644 ]
[5  2  5] :	[ 628 799 318 ]
[6  2  5] :	[ 646 500 385 ]
[7  2  5] :	[ 248 697 420 ]
[8  2  5] :	[ 438 651 460 ]
[9  2  5] :	[ 448 740 489 ]
[10  2  5] :	[ 505 375 552 ]
[1  3  5] :	[ 575 543 554 ]
[2  3  5] :	[ 579 584 438 ]
[3  3  5] :	[ 403 642 425 ]
[4  3  5] :	[ 843 374 514 ]
[5  3  5] :	[ 552 431 561 ]
[6  3  5] :	[ 447 544 473 ]
[7  3  5] :	[ 610 391 598 ]
[8  3  5] :	[ 563 648 409 ]
[9  3  5] :	[ 575 701 361 ]
[10  3  5] :	[ 753 335 722 ]
[1  4  5] :	[ 693 367 370 ]
[2  4  5] :	[ 405 600 374 ]
[3  4  5] :	[ 722 536 532 ]
[4  4  5] :	[ 402 808 511 ]
[5  4  5] :	[ 594 339 719 ]
[6  4  5] :	[ 193 693 616 ]
[7  4  5] :	[ 486 761 543 ]
[8  4  5] :	[ 390 644 395 ]
[9  4  5] :	[ 367 562 525 ]
[10  4  5] :	[ 536 602 444 ]
[1  5  5] :	[ 573 616 786 ]
[2  5  5] :	[ 599 457 683 ]
[3  5  5] :	[ 563 342 442 ]
[4  5  5] :	[ 560 635 467 ]
[5  5  5] :	[ 548 469 454 ]
[6  5  5] :	[ 525 180 845 ]
[7  5  5] :	[ 595 531 744 ]
[8  5  5] :	[ 382 485 506 ]
[9  5  5] :	[ 355 373 708 ]
[10  5  5] :	[ 438 633 230 ]
[1  6  5] :	[ 524 762 366 ]
[2  6  5] :	[ 485 381 644 ]
[3  6  5] :	[ 496 571 421 ]
[4  6  5] :	[ 530 629 559 ]
[5  6  5] :	[ 418 722 522 ]
[6  6  5] :	[ 812 429 368 ]
[7  6  5] :	[ 677 490 334 ]
[8  6  5] :	[ 369 590 565 ]
[9  6  5] :	[ 577 494 431 ]
[10  6  5] :	[ 395 743 472 ]
[1  7  5] :	[ 685 256 577 ]
[2  7  5] :	[ 284 699 510 ]
[3  7  5] :	[ 795 470 540 ]
[4  7  5] :	[ 409 275 575 ]
[5  7  5] :	[ 426 463 379 ]
[6  7  5] :	[ 432 521 399 ]
[7  7  5] :	[ 380 289 562 ]
[8  7  5] :	[ 484 265 505 ]
[9  7  5] :	[ 388 326 656 ]
[10  7  5] :	[ 840 220 676 ]
[1  8  5] :	[ 518 459 639 ]
[2  8  5] :	[ 644 280 736 ]
[3  8  5] :	[ 847 443 544 ]
[4  8  5] :	[ 573 574 447 ]
[5  8  5] :	[ 352 685 355 ]
[6  8  5] :	[ 366 516 250 ]
[7  8  5] :	[ 147 869 589 ]
[8  8  5] :	[ 413 503 831 ]
[9  8  5] :	[ 679 510 536 ]
[10  8  5] :	[ 563 272 623 ]
[1  9  5] :	[ 508 729 369 ]
[2  9  5] :	[ 518 635 555 ]
[3  9  5] :	[ 570 531 494 ]
[4  9  5] :	[ 421 633 321 ]
[5  9  5] :	[ 697 492 425 ]
[6  9  5] :	[ 607 626 424 ]
[7  9  5] :	[ 515 464 535 ]
[8  9  5] :	[ 770 355 577 ]
[9  9  5] :	[ 464 567 676 ]
[10  9  5] :	[ 564 680 447 ]
[1  10  5] :	[ 373 807 506 ]
[2  10  5] :	[ 599 488 611 ]
[3  10  5] :	[ 695 582 413 ]
[4  10  5] :	[ 462 316 331 ]
[5  10  5] :	[ 442 339 596 ]
[6  10  5] :	[ 306 597 605 ]
[7  10  5] :	[ 729 370 608 ]
[8  10  5] :	[ 707 374 613 ]
[9  10  5] :	[ 476 649 824 ]
[10  10  5] :	[ 602 386 541 ]
[1  1  6] :	[ 620 531 321 ]
[2  1  6] :	[ 443 374 634 ]
[3  1  6] :	[ 415 610 460 ]
[4  1  6] :	[ 644 648 346 ]
[5  1  6] :	[ 511 376 560 ]
[6  1  6] :	[ 798 212 395 ]
[7  1  6] :	[ 830 207 605 ]
[8  1  6] :	[ 466 421 275 ]
[9  1  6] :	[ 447 734 450 ]
[10  1  6] :	[ 527 294 658 ]
[1  2  6] :	[ 378 387 422 ]
[2  2  6] :	[ 413 436 157 ]
[3  2  6] :	[ 129 464 574 ]
[4  2  6] :	[ 617 684 829 ]
[5  2  6] :	[ 559 469 355 ]
[6  2  6] :	[ 551 661 575 ]
[7  2  6] :	[ 287 647 440 ]
[8  2  6] :	[ 859 343 455 ]
[9  2  6] :	[ 475 464 527 ]
[10  2  6] :	[ 526 741 268 ]
[1  3  6] :	[ 603 418 575 ]
[2  3  6] :	[ 758 324 503 ]
[3  3  6] :	[ 620 327 533 ]
[4  3  6] :	[ 474 525 354 ]
[5  3  6] :	[ 455 508 526 ]
[6  3  6] :	[ 279 625 761 ]
[7  3  6] :	[ 559 482 637 ]
[8  3  6] :	[ 379 534 682 ]
[9  3  6] :	[ 913 660 607 ]
[10  3  6] :	[ 624 551 376 ]
[1  4  6] :	[ 862 577 226 ]
[2  4  6] :	[ 359 343 586 ]
[3  4  6] :	[ 241 585 650 ]
[4  4  6] :	[ 729 524 402 ]
[5  4  6] :	[ 735 356 592 ]
[6  4  6] :	[ 337 573 532 ]
[7  4  6] :	[ 648 451 336 ]
[8  4  6] :	[ 497 479 738 ]
[9  4  6] :	[ 420 300 668 ]
[10  4  6] :	[ 574 417 229 ]
[1  5  6] :	[ 389 557 531 ]
[2  5  6] :	[ 615 498 679 ]
[3  5  6] :	[ 575 434 526 ]
[4  5  6] :	[ 520 307 630 ]
[5  5  6] :	[ 632 459 621 ]
[6  5  6] :	[ 719 670 520 ]
[7  5  6] :	[ 521 528 362 ]
[8  5  6] :	[ 778 464 337 ]
[9  5  6] :	[ 621 555 236 ]
[10  5  6] :	[ 503 464 328 ]
[1  6  6] :	[ 796 336 431 ]
[2  6  6] :	[ 466 488 636 ]
[3  6  6] :	[ 520 784 478 ]
[4  6  6] :	[ 456 441 602 ]
[5  6  6] :	[ 227 666 302 ]
[6  6  6] :	[ 636 343 498 ]
[7  6  6] :	[ 673 783 288 ]
[8  6  6] :	[ 485 471 426 ]
[9  6  6] :	[ 210 571 527 ]
[10  6  6] :	[ 516 630 678 ]
[1  7  6] :	[ 594 393 509 ]
[2  7  6] :	[ 483 462 439 ]
[3  7  6] :	[ 697 402 440 ]
[4  7  6] :	[ 483 586 531 ]
[5  7  6] :	[ 218 774 530 ]
[6  7  6] :	[ 353 560 742 ]
[7  7  6] :	[ 646 409 445 ]
[8  7  6] :	[ 328 508 736 ]
[9  7  6] :	[ 376 493 598 ]
[10  7  6] :	[ 396 486 450 ]
[1  8  6] :	[ 684 484 600 ]
[2  8  6] :	[ 710 388 437 ]
[3  8  6] :	[ 632 422 317 ]
[4  8  6] :	[ 771 747 489 ]
[5  8  6] :	[ 777 227 512 ]
[6  8  6] :	[ 554 478 653 ]
[7  8  6] :	[ 421 490 874 ]
[8  8  6] :	[ 359 563 618 ]
[9  8  6] :	[ 448 579 319 ]
[10  8  6] :	[ 348 495 201 ]
[1  9  6] :	[ 410 618 494 ]
[2  9  6] :	[ 354 383 734 ]
[3  9  6] :	[ 545 674 767 ]
[4  9  6] :	[ 597 517 541 ]
[5  9  6] :	[ 733 281 807 ]
[6  9  6] :	[ 553 664 646 ]
[7  9  6] :	[ 365 589 527 ]
[8  9  6] :	[ 522 630 415 ]
[9  9  6] :	[ 669 625 600 ]
[10  9  6] :	[ 732 559 465 ]
[1  10  6] :	[ 629 278 259 ]
[2  10  6] :	[ 565 488 483 ]
[3  10  6] :	[ 579 760 272 ]
[4  10  6] :	[ 478 703 114 ]
[5  10  6] :	[ 501 569 504 ]
[6  10  6] :	[ 641 331 514 ]
[7  10  6] :	[ 507 482 663 ]
[8  10  6] :	[ 559 564 449 ]
[9  10  6] :	[ 455 574 553 ]
[10  10  6] :	[ 658 462 561 ]
[1  1  7] :	[ 532 400 435 ]
[2  1  7] :	[ 684 347 416 ]
[3  1  7] :	[ 411 455 255 ]
[4  1  7] :	[ 761 390 695 ]
[5  1  7] :	[ 771 225 586 ]
[6  1  7] :	[ 660 601 549 ]
[7  1  7] :	[ 525 344 564 ]
[8  1  7] :	[ 621 664 332 ]
[9  1  7] :	[ 543 494 445 ]
[10  1  7] :	[ 526 516 438 ]
[1  2  7] :	[ 664 458 612 ]
[2  2  7] :	[ 576 448 448 ]
[3  2  7] :	[ 454 514 495 ]
[4  2  7] :	[ 530 459 763 ]
[5  2  7] :	[ 260 473 545 ]
[6  2  7] :	[ 580 352 655 ]
[7  2  7] :	[ 422 573 670 ]
[8  2  7] :	[ 346 532 589 ]
[9  2  7] :	[ 248 491 755 ]
[10  2  7] :	[ 547 477 598 ]
[1  3  7] :	[ 754 467 644 ]
[2  3  7] :	[ 782 617 303 ]
[3  3  7] :	[ 447 676 644 ]
[4  3  7] :	[ 510 439 629 ]
[5  3  7] :	[ 198 565 399 ]
[6  3  7] :	[ 516 639 540 ]
[7  3  7] :	[ 687 489 401 ]
[8  3  7] :	[ 554 790 389 ]
[9  3  7] :	[ 558 443 459 ]
[10  3  7] :	[ 559 641 211 ]
[1  4  7] :	[ 504 310 685 ]
[2  4  7] :	[ 342 665 405 ]
[3  4  7] :	[ 433 466 449 ]
[4  4  7] :	[ 599 629 404 ]
[5  4  7] :	[ 512 495 705 ]
[6  4  7] :	[ 536 399 424 ]
[7  4  7] :	[ 378 497 630 ]
[8  4  7] :	[ 513 552 308 ]
[9  4  7] :	[ 424 338 567 ]
[10  4  7] :	[ 578 488 474 ]
[1  5  7] :	[ 461 717 441 ]
[2  5  7] :	[ 508 604 694 ]
[3  5  7] :	[ 464 330 704 ]
[4  5  7] :	[ 625 475 572 ]
[5  5  7] :	[ 388 618 443 ]
[6  5  7] :	[ 485 563 297 ]
[7  5  7] :	[ 429 822 471 ]
[8  5  7] :	[ 510 472 784 ]
