# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1644574317383
# Cmd Line:	-g CovariantGame -r -0.2 -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f CG_multi_3_10_6.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
# r:	-0.2
[5  7  3] :	[ 532 564 341 ]
[6  7  3] :	[ 395 555 495 ]
[7  7  3] :	[ 749 403 522 ]
[8  7  3] :	[ 345 422 545 ]
[9  7  3] :	[ 620 363 815 ]
[10  7  3] :	[ 257 660 517 ]
[1  8  3] :	[ 641 494 460 ]
[2  8  3] :	[ 598 408 313 ]
[3  8  3] :	[ 622 498 404 ]
[4  8  3] :	[ 641 426 386 ]
[5  8  3] :	[ 398 323 555 ]
[6  8  3] :	[ 386 400 615 ]
[7  8  3] :	[ 547 482 343 ]
[8  8  3] :	[ 378 530 460 ]
[9  8  3] :	[ 266 334 661 ]
[10  8  3] :	[ 544 422 678 ]
[1  9  3] :	[ 389 391 687 ]
[2  9  3] :	[ 246 748 212 ]
[3  9  3] :	[ 258 677 345 ]
[4  9  3] :	[ 493 603 565 ]
[5  9  3] :	[ 584 416 243 ]
[6  9  3] :	[ 496 640 336 ]
[7  9  3] :	[ 389 749 227 ]
[8  9  3] :	[ 460 109 706 ]
[9  9  3] :	[ 667 408 447 ]
[10  9  3] :	[ 546 534 473 ]
[1  10  3] :	[ 370 327 858 ]
[2  10  3] :	[ 435 655 650 ]
[3  10  3] :	[ 500 596 433 ]
[4  10  3] :	[ 621 424 399 ]
[5  10  3] :	[ 422 517 494 ]
[6  10  3] :	[ 346 555 217 ]
[7  10  3] :	[ 357 150 539 ]
[8  10  3] :	[ 388 754 777 ]
[9  10  3] :	[ 351 409 710 ]
[10  10  3] :	[ 350 428 656 ]
[1  1  4] :	[ 449 392 635 ]
[2  1  4] :	[ 498 397 448 ]
[3  1  4] :	[ 579 524 465 ]
[4  1  4] :	[ 582 125 499 ]
[5  1  4] :	[ 371 520 697 ]
[6  1  4] :	[ 638 310 685 ]
[7  1  4] :	[ 766 494 440 ]
[8  1  4] :	[ 629 539 377 ]
[9  1  4] :	[ 656 408 346 ]
[10  1  4] :	[ 360 385 513 ]
[1  2  4] :	[ 779 235 432 ]
[2  2  4] :	[ 309 496 554 ]
[3  2  4] :	[ 482 388 791 ]
[4  2  4] :	[ 650 454 676 ]
[5  2  4] :	[ 430 345 380 ]
[6  2  4] :	[ 662 313 442 ]
[7  2  4] :	[ 536 785 303 ]
[8  2  4] :	[ 334 522 653 ]
[9  2  4] :	[ 386 629 513 ]
[10  2  4] :	[ 451 634 528 ]
[1  3  4] :	[ 578 620 229 ]
[2  3  4] :	[ 680 229 690 ]
[3  3  4] :	[ 475 395 468 ]
[4  3  4] :	[ 714 746 211 ]
[5  3  4] :	[ 586 289 393 ]
[6  3  4] :	[ 380 394 458 ]
[7  3  4] :	[ 402 482 454 ]
[8  3  4] :	[ 479 307 522 ]
[9  3  4] :	[ 761 274 577 ]
[10  3  4] :	[ 591 579 303 ]
[1  4  4] :	[ 273 558 608 ]
[2  4  4] :	[ 497 559 465 ]
[3  4  4] :	[ 537 348 492 ]
[4  4  4] :	[ 239 275 459 ]
[5  4  4] :	[ 319 520 535 ]
[6  4  4] :	[ 404 490 627 ]
[7  4  4] :	[ 559 563 304 ]
[8  4  4] :	[ 468 294 593 ]
[9  4  4] :	[ 460 403 353 ]
[10  4  4] :	[ 500 450 552 ]
[1  5  4] :	[ 514 678 371 ]
[2  5  4] :	[ 499 163 508 ]
[3  5  4] :	[ 256 467 475 ]
[4  5  4] :	[ 343 125 731 ]
[5  5  4] :	[ 298 528 530 ]
[6  5  4] :	[ 332 234 373 ]
[7  5  4] :	[ 605 391 465 ]
[8  5  4] :	[ 683 476 478 ]
[9  5  4] :	[ 443 464 340 ]
[10  5  4] :	[ 573 474 405 ]
[1  6  4] :	[ 522 617 268 ]
[2  6  4] :	[ 828 210 385 ]
[3  6  4] :	[ 378 673 419 ]
[4  6  4] :	[ 473 675 427 ]
[5  6  4] :	[ 222 635 335 ]
[6  6  4] :	[ 488 667 107 ]
[7  6  4] :	[ 327 552 466 ]
[8  6  4] :	[ 578 358 540 ]
[9  6  4] :	[ 705 378 545 ]
[10  6  4] :	[ 372 634 577 ]
[1  7  4] :	[ 613 404 448 ]
[2  7  4] :	[ 796 579 325 ]
[3  7  4] :	[ 603 470 344 ]
[4  7  4] :	[ 465 505 544 ]
[5  7  4] :	[ 427 702 453 ]
[6  7  4] :	[ 627 648 256 ]
[7  7  4] :	[ 358 594 462 ]
[8  7  4] :	[ 253 453 586 ]
[9  7  4] :	[ 540 506 701 ]
[10  7  4] :	[ 369 342 532 ]
[1  8  4] :	[ 370 713 392 ]
[2  8  4] :	[ 409 483 479 ]
[3  8  4] :	[ 805 588 300 ]
[4  8  4] :	[ 482 516 387 ]
[5  8  4] :	[ 336 985 461 ]
[6  8  4] :	[ 494 700 303 ]
[7  8  4] :	[ 584 220 515 ]
[8  8  4] :	[ 410 414 595 ]
[9  8  4] :	[ 547 388 505 ]
[10  8  4] :	[ 335 241 517 ]
[1  9  4] :	[ 576 362 517 ]
[2  9  4] :	[ 652 704 366 ]
[3  9  4] :	[ 353 517 724 ]
[4  9  4] :	[ 734 503 398 ]
[5  9  4] :	[ 662 430 558 ]
[6  9  4] :	[ 592 572 398 ]
[7  9  4] :	[ 281 266 778 ]
[8  9  4] :	[ 175 561 365 ]
[9  9  4] :	[ 264 694 678 ]
[10  9  4] :	[ 502 637 426 ]
[1  10  4] :	[ 611 665 430 ]
[2  10  4] :	[ 515 531 491 ]
[3  10  4] :	[ 476 350 620 ]
[4  10  4] :	[ 632 395 415 ]
[5  10  4] :	[ 762 399 439 ]
[6  10  4] :	[ 601 815 178 ]
[7  10  4] :	[ 512 471 563 ]
[8  10  4] :	[ 882 326 586 ]
[9  10  4] :	[ 495 571 577 ]
[10  10  4] :	[ 406 480 720 ]
[1  1  5] :	[ 135 648 601 ]
[2  1  5] :	[ 347 407 372 ]
[3  1  5] :	[ 302 474 655 ]
[4  1  5] :	[ 343 384 523 ]
[5  1  5] :	[ 495 576 262 ]
[6  1  5] :	[ 411 470 640 ]
[7  1  5] :	[ 393 400 309 ]
[8  1  5] :	[ 279 420 305 ]
[9  1  5] :	[ 669 252 647 ]
[10  1  5] :	[ 259 852 468 ]
[1  2  5] :	[ 751 1 643 ]
[2  2  5] :	[ 434 372 756 ]
[3  2  5] :	[ 581 564 440 ]
[4  2  5] :	[ 374 431 169 ]
[5  2  5] :	[ 497 425 377 ]
[6  2  5] :	[ 602 939 153 ]
[7  2  5] :	[ 499 300 352 ]
[8  2  5] :	[ 692 257 513 ]
[9  2  5] :	[ 423 600 512 ]
[10  2  5] :	[ 392 487 476 ]
[1  3  5] :	[ 634 548 311 ]
[2  3  5] :	[ 562 498 340 ]
[3  3  5] :	[ 475 453 396 ]
[4  3  5] :	[ 574 664 396 ]
[5  3  5] :	[ 647 656 450 ]
[6  3  5] :	[ 466 633 538 ]
[7  3  5] :	[ 501 273 691 ]
[8  3  5] :	[ 364 740 694 ]
[9  3  5] :	[ 488 722 441 ]
[10  3  5] :	[ 383 561 892 ]
[1  4  5] :	[ 694 407 621 ]
[2  4  5] :	[ 366 705 357 ]
[3  4  5] :	[ 464 725 519 ]
[4  4  5] :	[ 496 739 316 ]
[5  4  5] :	[ 535 236 573 ]
[6  4  5] :	[ 322 457 542 ]
[7  4  5] :	[ 451 397 631 ]
[8  4  5] :	[ 328 488 526 ]
[9  4  5] :	[ 332 385 600 ]
[10  4  5] :	[ 581 440 329 ]
[1  5  5] :	[ 338 736 318 ]
[2  5  5] :	[ 456 509 554 ]
[3  5  5] :	[ 345 518 484 ]
[4  5  5] :	[ 469 353 577 ]
[5  5  5] :	[ 595 457 748 ]
[6  5  5] :	[ 576 379 634 ]
[7  5  5] :	[ 405 599 792 ]
[8  5  5] :	[ 772 420 273 ]
[9  5  5] :	[ 786 286 559 ]
[10  5  5] :	[ 330 641 399 ]
[1  6  5] :	[ 621 569 645 ]
[2  6  5] :	[ 657 238 636 ]
[3  6  5] :	[ 114 471 713 ]
[4  6  5] :	[ 469 227 811 ]
[5  6  5] :	[ 239 342 580 ]
[6  6  5] :	[ 492 547 612 ]
[7  6  5] :	[ 630 85 594 ]
[8  6  5] :	[ 789 493 522 ]
[9  6  5] :	[ 333 385 638 ]
[10  6  5] :	[ 585 397 200 ]
[1  7  5] :	[ 402 579 317 ]
[2  7  5] :	[ 470 409 359 ]
[3  7  5] :	[ 550 551 508 ]
[4  7  5] :	[ 535 750 246 ]
[5  7  5] :	[ 541 525 531 ]
[6  7  5] :	[ 649 499 353 ]
[7  7  5] :	[ 593 553 308 ]
[8  7  5] :	[ 406 405 572 ]
[9  7  5] :	[ 638 550 188 ]
[10  7  5] :	[ 601 284 533 ]
[1  8  5] :	[ 476 555 378 ]
[2  8  5] :	[ 448 583 480 ]
[3  8  5] :	[ 509 446 502 ]
[4  8  5] :	[ 546 285 563 ]
[5  8  5] :	[ 345 581 305 ]
[6  8  5] :	[ 508 740 65 ]
[7  8  5] :	[ 734 445 308 ]
[8  8  5] :	[ 684 659 197 ]
[9  8  5] :	[ 444 504 630 ]
[10  8  5] :	[ 419 600 418 ]
[1  9  5] :	[ 720 448 582 ]
[2  9  5] :	[ 756 170 597 ]
[3  9  5] :	[ 335 409 586 ]
[4  9  5] :	[ 461 445 354 ]
[5  9  5] :	[ 419 687 368 ]
[6  9  5] :	[ 243 652 535 ]
[7  9  5] :	[ 132 666 472 ]
[8  9  5] :	[ 568 379 217 ]
[9  9  5] :	[ 370 341 571 ]
[10  9  5] :	[ 417 594 383 ]
[1  10  5] :	[ 349 580 427 ]
[2  10  5] :	[ 323 393 401 ]
[3  10  5] :	[ 592 383 433 ]
[4  10  5] :	[ 471 570 353 ]
[5  10  5] :	[ 411 495 151 ]
[6  10  5] :	[ 536 753 840 ]
[7  10  5] :	[ 552 405 609 ]
[8  10  5] :	[ 498 698 655 ]
[9  10  5] :	[ 404 592 663 ]
[10  10  5] :	[ 697 429 408 ]
[1  1  6] :	[ 690 496 356 ]
[2  1  6] :	[ 494 669 244 ]
[3  1  6] :	[ 669 186 365 ]
[4  1  6] :	[ 680 651 461 ]
[5  1  6] :	[ 589 488 427 ]
[6  1  6] :	[ 537 714 429 ]
[7  1  6] :	[ 441 179 536 ]
[8  1  6] :	[ 401 548 407 ]
[9  1  6] :	[ 426 329 570 ]
[10  1  6] :	[ 509 479 190 ]
[1  2  6] :	[ 484 561 252 ]
[2  2  6] :	[ 245 282 544 ]
[3  2  6] :	[ 369 460 645 ]
[4  2  6] :	[ 306 577 595 ]
[5  2  6] :	[ 600 229 671 ]
[6  2  6] :	[ 564 513 424 ]
[7  2  6] :	[ 709 557 434 ]
[8  2  6] :	[ 657 411 386 ]
[9  2  6] :	[ 538 355 453 ]
[10  2  6] :	[ 282 909 529 ]
[1  3  6] :	[ 320 805 189 ]
[2  3  6] :	[ 408 575 388 ]
[3  3  6] :	[ 600 728 242 ]
[4  3  6] :	[ 447 468 587 ]
[5  3  6] :	[ 444 512 673 ]
[6  3  6] :	[ 546 563 592 ]
[7  3  6] :	[ 212 327 680 ]
[8  3  6] :	[ 422 395 701 ]
[9  3  6] :	[ 376 556 752 ]
[10  3  6] :	[ 284 691 454 ]
[1  4  6] :	[ 448 487 470 ]
[2  4  6] :	[ 591 359 342 ]
[3  4  6] :	[ 579 588 635 ]
[4  4  6] :	[ 395 731 409 ]
[5  4  6] :	[ 563 386 638 ]
[6  4  6] :	[ 638 654 283 ]
[7  4  6] :	[ 604 298 209 ]
[8  4  6] :	[ 640 327 502 ]
[9  4  6] :	[ 397 461 689 ]
[10  4  6] :	[ 572 489 457 ]
[1  5  6] :	[ 551 497 323 ]
[2  5  6] :	[ 581 631 644 ]
[3  5  6] :	[ 71 535 560 ]
[4  5  6] :	[ 541 336 657 ]
[5  5  6] :	[ 563 297 497 ]
[6  5  6] :	[ 633 402 669 ]
[7  5  6] :	[ 646 331 527 ]
[8  5  6] :	[ 631 505 494 ]
[9  5  6] :	[ 387 774 313 ]
[10  5  6] :	[ 342 454 547 ]
[1  6  6] :	[ 478 544 410 ]
[2  6  6] :	[ 491 374 481 ]
[3  6  6] :	[ 575 630 541 ]
[4  6  6] :	[ 211 485 848 ]
[5  6  6] :	[ 504 382 558 ]
[6  6  6] :	[ 265 607 342 ]
[7  6  6] :	[ 669 263 376 ]
[8  6  6] :	[ 408 674 374 ]
[9  6  6] :	[ 395 407 512 ]
[10  6  6] :	[ 122 430 927 ]
[1  7  6] :	[ 548 811 452 ]
[2  7  6] :	[ 550 327 630 ]
[3  7  6] :	[ 250 502 507 ]
[4  7  6] :	[ 529 268 772 ]
[5  7  6] :	[ 801 415 520 ]
[6  7  6] :	[ 539 456 489 ]
[7  7  6] :	[ 506 197 624 ]
[8  7  6] :	[ 622 671 747 ]
[9  7  6] :	[ 473 752 475 ]
[10  7  6] :	[ 389 494 202 ]
[1  8  6] :	[ 683 347 272 ]
[2  8  6] :	[ 509 458 546 ]
[3  8  6] :	[ 743 441 169 ]
[4  8  6] :	[ 644 422 544 ]
[5  8  6] :	[ 624 574 408 ]
[6  8  6] :	[ 291 448 463 ]
[7  8  6] :	[ 662 489 349 ]
[8  8  6] :	[ 258 625 674 ]
[9  8  6] :	[ 457 496 551 ]
[10  8  6] :	[ 652 539 333 ]
[1  9  6] :	[ 432 778 320 ]
[2  9  6] :	[ 384 743 572 ]
[3  9  6] :	[ 587 611 360 ]
[4  9  6] :	[ 178 487 303 ]
[5  9  6] :	[ 532 585 638 ]
[6  9  6] :	[ 494 542 498 ]
[7  9  6] :	[ 178 536 740 ]
[8  9  6] :	[ 350 737 384 ]
[9  9  6] :	[ 415 327 257 ]
[10  9  6] :	[ 377 605 700 ]
[1  10  6] :	[ 597 547 338 ]
[2  10  6] :	[ 72 722 468 ]
[3  10  6] :	[ 578 579 553 ]
[4  10  6] :	[ 425 715 800 ]
[5  10  6] :	[ 485 39 657 ]
[6  10  6] :	[ 501 342 379 ]
[7  10  6] :	[ 371 618 542 ]
[8  10  6] :	[ 569 336 334 ]
[9  10  6] :	[ 464 525 373 ]
[10  10  6] :	[ 483 758 222 ]
[1  1  7] :	[ 593 476 636 ]
[2  1  7] :	[ 317 424 591 ]
[3  1  7] :	[ 394 226 662 ]
[4  1  7] :	[ 542 617 489 ]
[5  1  7] :	[ 448 481 512 ]
[6  1  7] :	[ 538 458 270 ]
[7  1  7] :	[ 723 636 307 ]
[8  1  7] :	[ 417 436 521 ]
[9  1  7] :	[ 770 488 550 ]
[10  1  7] :	[ 528 348 219 ]
[1  2  7] :	[ 309 600 660 ]
[2  2  7] :	[ 694 263 586 ]
[3  2  7] :	[ 547 514 606 ]
[4  2  7] :	[ 461 680 412 ]
[5  2  7] :	[ 509 433 487 ]
[6  2  7] :	[ 475 306 428 ]
[7  2  7] :	[ 761 402 536 ]
[8  2  7] :	[ 546 570 115 ]
[9  2  7] :	[ 469 653 576 ]
[10  2  7] :	[ 295 836 332 ]
[1  3  7] :	[ 580 400 485 ]
[2  3  7] :	[ 516 482 590 ]
[3  3  7] :	[ 494 512 302 ]
[4  3  7] :	[ 488 499 532 ]
[5  3  7] :	[ 110 732 395 ]
[6  3  7] :	[ 337 544 473 ]
[7  3  7] :	[ 466 553 677 ]
[8  3  7] :	[ 451 339 439 ]
[9  3  7] :	[ 594 519 371 ]
[10  3  7] :	[ 189 925 647 ]
[1  4  7] :	[ 424 545 366 ]
[2  4  7] :	[ 389 399 598 ]
[3  4  7] :	[ 835 347 263 ]
[4  4  7] :	[ 589 574 263 ]
[5  4  7] :	[ 321 742 511 ]
[6  4  7] :	[ 417 423 558 ]
[7  4  7] :	[ 383 380 660 ]
[8  4  7] :	[ 657 583 500 ]
[9  4  7] :	[ 403 537 355 ]
[10  4  7] :	[ 437 612 624 ]
[1  5  7] :	[ 311 497 558 ]
[2  5  7] :	[ 483 222 265 ]
[3  5  7] :	[ 313 613 344 ]
[4  5  7] :	[ 271 604 440 ]
[5  5  7] :	[ 417 727 467 ]
[6  5  7] :	[ 415 606 330 ]
[7  5  7] :	[ 396 703 482 ]
[8  5  7] :	[ 418 642 382 ]
