# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1644412819629
# Cmd Line:	-g CovariantGame -r -0.2 -players 5 -actions 5 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f CG_multi_5_5_7.txt
# Players:	5
# Actions:	5 5 5 5 5
# players:	5
# actions:	[5]
# r:	-0.2
[2  1  3  1  1] :	[ 365 568 250 844 568 ]
[3  1  3  1  1] :	[ 513 522 624 430 457 ]
[4  1  3  1  1] :	[ 370 477 453 672 418 ]
[5  1  3  1  1] :	[ 462 784 566 409 520 ]
[1  2  3  1  1] :	[ 498 815 384 393 516 ]
[2  2  3  1  1] :	[ 856 457 352 526 498 ]
[3  2  3  1  1] :	[ 718 539 342 501 562 ]
[4  2  3  1  1] :	[ 496 421 668 235 762 ]
[5  2  3  1  1] :	[ 588 612 407 572 419 ]
[1  3  3  1  1] :	[ 701 515 562 328 530 ]
[2  3  3  1  1] :	[ 558 475 446 805 493 ]
[3  3  3  1  1] :	[ 573 475 482 458 614 ]
[4  3  3  1  1] :	[ 613 475 367 291 408 ]
[5  3  3  1  1] :	[ 581 577 326 583 616 ]
[1  4  3  1  1] :	[ 502 464 571 574 450 ]
[2  4  3  1  1] :	[ 312 621 511 579 630 ]
[3  4  3  1  1] :	[ 503 564 424 411 495 ]
[4  4  3  1  1] :	[ 395 793 560 427 407 ]
[5  4  3  1  1] :	[ 588 274 361 534 625 ]
[1  5  3  1  1] :	[ 630 339 534 518 453 ]
[2  5  3  1  1] :	[ 637 540 514 620 441 ]
[3  5  3  1  1] :	[ 425 600 502 560 444 ]
[4  5  3  1  1] :	[ 538 434 539 669 527 ]
[5  5  3  1  1] :	[ 647 363 611 371 459 ]
[1  1  4  1  1] :	[ 333 745 559 425 341 ]
[2  1  4  1  1] :	[ 522 491 505 593 590 ]
[3  1  4  1  1] :	[ 661 717 343 478 544 ]
[4  1  4  1  1] :	[ 356 549 517 376 553 ]
[5  1  4  1  1] :	[ 487 539 704 211 568 ]
[1  2  4  1  1] :	[ 549 500 352 392 773 ]
[2  2  4  1  1] :	[ 687 387 553 580 301 ]
[3  2  4  1  1] :	[ 599 339 464 625 475 ]
[4  2  4  1  1] :	[ 775 441 548 413 503 ]
[5  2  4  1  1] :	[ 480 554 721 388 544 ]
[1  3  4  1  1] :	[ 689 230 654 507 513 ]
[2  3  4  1  1] :	[ 442 826 398 300 621 ]
[3  3  4  1  1] :	[ 625 254 383 491 549 ]
[4  3  4  1  1] :	[ 643 468 673 392 554 ]
[5  3  4  1  1] :	[ 440 442 551 433 599 ]
[1  4  4  1  1] :	[ 734 461 290 328 661 ]
[2  4  4  1  1] :	[ 370 574 598 636 398 ]
[3  4  4  1  1] :	[ 458 586 367 504 619 ]
[4  4  4  1  1] :	[ 521 798 322 331 548 ]
[5  4  4  1  1] :	[ 545 541 573 277 499 ]
[1  5  4  1  1] :	[ 667 520 556 530 383 ]
[2  5  4  1  1] :	[ 508 311 756 288 723 ]
[3  5  4  1  1] :	[ 535 748 365 287 491 ]
[4  5  4  1  1] :	[ 506 524 145 633 609 ]
[5  5  4  1  1] :	[ 562 407 723 400 706 ]
[1  1  5  1  1] :	[ 525 696 443 434 494 ]
[2  1  5  1  1] :	[ 555 528 451 617 551 ]
[3  1  5  1  1] :	[ 610 335 508 466 460 ]
[4  1  5  1  1] :	[ 541 613 282 734 258 ]
[5  1  5  1  1] :	[ 364 682 451 406 650 ]
[1  2  5  1  1] :	[ 550 564 755 390 508 ]
[2  2  5  1  1] :	[ 338 387 752 558 530 ]
[3  2  5  1  1] :	[ 478 529 458 647 689 ]
[4  2  5  1  1] :	[ 410 445 553 455 455 ]
[5  2  5  1  1] :	[ 382 488 672 613 441 ]
[1  3  5  1  1] :	[ 807 242 338 516 665 ]
[2  3  5  1  1] :	[ 573 598 524 503 298 ]
[3  3  5  1  1] :	[ 620 633 481 310 583 ]
[4  3  5  1  1] :	[ 427 503 342 504 740 ]
[5  3  5  1  1] :	[ 488 689 275 445 498 ]
[1  4  5  1  1] :	[ 463 343 561 683 343 ]
[2  4  5  1  1] :	[ 351 486 615 505 537 ]
[3  4  5  1  1] :	[ 311 532 622 518 705 ]
[4  4  5  1  1] :	[ 538 525 587 453 426 ]
[5  4  5  1  1] :	[ 368 587 458 526 451 ]
[1  5  5  1  1] :	[ 607 495 358 310 772 ]
[2  5  5  1  1] :	[ 662 542 445 428 673 ]
[3  5  5  1  1] :	[ 614 532 636 398 370 ]
[4  5  5  1  1] :	[ 207 495 726 460 646 ]
[5  5  5  1  1] :	[ 653 430 536 292 637 ]
[1  1  1  2  1] :	[ 376 358 593 593 534 ]
[2  1  1  2  1] :	[ 405 768 567 425 479 ]
[3  1  1  2  1] :	[ 451 645 495 221 481 ]
[4  1  1  2  1] :	[ 482 579 602 167 368 ]
[5  1  1  2  1] :	[ 192 474 821 576 410 ]
[1  2  1  2  1] :	[ 436 475 513 506 742 ]
[2  2  1  2  1] :	[ 300 552 420 519 610 ]
[3  2  1  2  1] :	[ 432 452 772 570 306 ]
[4  2  1  2  1] :	[ 410 458 641 630 472 ]
[5  2  1  2  1] :	[ 289 723 267 767 635 ]
[1  3  1  2  1] :	[ 617 475 365 338 577 ]
[2  3  1  2  1] :	[ 369 458 625 788 335 ]
[3  3  1  2  1] :	[ 395 451 422 719 288 ]
[4  3  1  2  1] :	[ 671 512 521 485 514 ]
[5  3  1  2  1] :	[ 581 462 564 553 345 ]
[1  4  1  2  1] :	[ 537 600 497 702 14 ]
[2  4  1  2  1] :	[ 543 401 786 267 524 ]
[3  4  1  2  1] :	[ 439 740 446 577 594 ]
[4  4  1  2  1] :	[ 376 622 500 323 538 ]
[5  4  1  2  1] :	[ 402 532 606 650 465 ]
[1  5  1  2  1] :	[ 643 460 475 676 288 ]
[2  5  1  2  1] :	[ 608 440 504 505 526 ]
[3  5  1  2  1] :	[ 428 417 504 529 479 ]
[4  5  1  2  1] :	[ 718 624 552 388 465 ]
[5  5  1  2  1] :	[ 630 636 668 242 333 ]
[1  1  2  2  1] :	[ 525 378 374 465 647 ]
[2  1  2  2  1] :	[ 436 528 370 716 370 ]
[3  1  2  2  1] :	[ 197 301 671 457 511 ]
[4  1  2  2  1] :	[ 648 502 328 704 518 ]
[5  1  2  2  1] :	[ 460 507 472 463 572 ]
[1  2  2  2  1] :	[ 475 649 575 413 316 ]
[2  2  2  2  1] :	[ 372 449 351 631 586 ]
[3  2  2  2  1] :	[ 433 354 581 553 423 ]
[4  2  2  2  1] :	[ 641 639 344 634 326 ]
[5  2  2  2  1] :	[ 625 473 525 230 563 ]
[1  3  2  2  1] :	[ 456 697 558 383 397 ]
[2  3  2  2  1] :	[ 481 263 721 555 584 ]
[3  3  2  2  1] :	[ 409 572 528 449 559 ]
[4  3  2  2  1] :	[ 586 509 485 691 295 ]
[5  3  2  2  1] :	[ 674 321 474 762 492 ]
[1  4  2  2  1] :	[ 372 429 665 363 599 ]
[2  4  2  2  1] :	[ 497 805 671 317 305 ]
[3  4  2  2  1] :	[ 476 423 569 384 631 ]
[4  4  2  2  1] :	[ 539 496 576 540 435 ]
[5  4  2  2  1] :	[ 587 373 380 561 740 ]
[1  5  2  2  1] :	[ 290 512 704 656 477 ]
[2  5  2  2  1] :	[ 577 320 517 679 326 ]
[3  5  2  2  1] :	[ 376 629 469 510 689 ]
[4  5  2  2  1] :	[ 569 317 585 627 372 ]
[5  5  2  2  1] :	[ 401 562 550 536 512 ]
[1  1  3  2  1] :	[ 597 444 427 460 674 ]
[2  1  3  2  1] :	[ 627 407 265 713 582 ]
[3  1  3  2  1] :	[ 550 493 692 606 436 ]
[4  1  3  2  1] :	[ 831 414 568 435 429 ]
[5  1  3  2  1] :	[ 311 724 348 564 546 ]
[1  2  3  2  1] :	[ 563 677 401 514 296 ]
[2  2  3  2  1] :	[ 453 386 737 608 320 ]
[3  2  3  2  1] :	[ 275 718 607 308 477 ]
[4  2  3  2  1] :	[ 593 337 569 510 263 ]
[5  2  3  2  1] :	[ 734 381 477 438 553 ]
[1  3  3  2  1] :	[ 382 472 666 589 529 ]
[2  3  3  2  1] :	[ 559 571 469 225 759 ]
[3  3  3  2  1] :	[ 343 509 637 583 412 ]
[4  3  3  2  1] :	[ 695 300 566 674 411 ]
[5  3  3  2  1] :	[ 265 548 651 414 651 ]
[1  4  3  2  1] :	[ 647 361 558 782 375 ]
[2  4  3  2  1] :	[ 354 416 440 329 654 ]
[3  4  3  2  1] :	[ 707 502 422 349 416 ]
[4  4  3  2  1] :	[ 321 335 568 477 862 ]
[5  4  3  2  1] :	[ 325 662 567 605 336 ]
[1  5  3  2  1] :	[ 576 469 431 621 559 ]
[2  5  3  2  1] :	[ 496 340 441 581 346 ]
[3  5  3  2  1] :	[ 553 576 507 709 321 ]
[4  5  3  2  1] :	[ 489 246 610 493 617 ]
[5  5  3  2  1] :	[ 442 795 432 445 382 ]
[1  1  4  2  1] :	[ 617 519 496 566 467 ]
[2  1  4  2  1] :	[ 480 522 564 207 481 ]
[3  1  4  2  1] :	[ 422 425 602 645 299 ]
[4  1  4  2  1] :	[ 370 544 578 449 630 ]
[5  1  4  2  1] :	[ 444 172 557 531 816 ]
[1  2  4  2  1] :	[ 472 547 396 633 467 ]
[2  2  4  2  1] :	[ 410 565 441 619 674 ]
[3  2  4  2  1] :	[ 735 276 536 435 442 ]
[4  2  4  2  1] :	[ 669 300 445 477 463 ]
[5  2  4  2  1] :	[ 741 391 536 532 434 ]
[1  3  4  2  1] :	[ 612 487 603 346 335 ]
[2  3  4  2  1] :	[ 449 643 471 397 654 ]
[3  3  4  2  1] :	[ 642 457 454 464 540 ]
[4  3  4  2  1] :	[ 351 310 646 619 492 ]
[5  3  4  2  1] :	[ 428 383 679 417 501 ]
[1  4  4  2  1] :	[ 678 255 588 541 471 ]
[2  4  4  2  1] :	[ 612 292 485 311 620 ]
[3  4  4  2  1] :	[ 476 590 623 399 317 ]
[4  4  4  2  1] :	[ 633 357 283 634 359 ]
[5  4  4  2  1] :	[ 490 248 500 749 485 ]
[1  5  4  2  1] :	[ 540 431 378 389 770 ]
[2  5  4  2  1] :	[ 516 549 556 517 520 ]
[3  5  4  2  1] :	[ 498 841 420 525 489 ]
[4  5  4  2  1] :	[ 540 448 465 687 501 ]
[5  5  4  2  1] :	[ 568 730 599 219 478 ]
[1  1  5  2  1] :	[ 401 396 519 602 624 ]
[2  1  5  2  1] :	[ 563 508 535 486 573 ]
[3  1  5  2  1] :	[ 346 510 400 211 665 ]
[4  1  5  2  1] :	[ 398 296 578 551 556 ]
[5  1  5  2  1] :	[ 539 528 414 316 711 ]
[1  2  5  2  1] :	[ 461 584 277 628 543 ]
[2  2  5  2  1] :	[ 274 750 423 432 506 ]
[3  2  5  2  1] :	[ 441 313 586 724 551 ]
[4  2  5  2  1] :	[ 200 491 542 700 634 ]
[5  2  5  2  1] :	[ 621 437 434 530 443 ]
[1  3  5  2  1] :	[ 507 263 566 579 660 ]
[2  3  5  2  1] :	[ 575 574 550 442 516 ]
[3  3  5  2  1] :	[ 643 655 145 347 884 ]
[4  3  5  2  1] :	[ 413 692 499 680 375 ]
[5  3  5  2  1] :	[ 712 393 408 511 633 ]
[1  4  5  2  1] :	[ 761 343 697 374 399 ]
[2  4  5  2  1] :	[ 368 468 797 755 330 ]
[3  4  5  2  1] :	[ 451 429 462 382 673 ]
[4  4  5  2  1] :	[ 592 753 492 361 288 ]
[5  4  5  2  1] :	[ 442 468 394 593 672 ]
[1  5  5  2  1] :	[ 496 471 416 748 539 ]
[2  5  5  2  1] :	[ 681 442 517 269 617 ]
[3  5  5  2  1] :	[ 320 476 582 666 449 ]
[4  5  5  2  1] :	[ 635 580 401 451 519 ]
[5  5  5  2  1] :	[ 640 585 514 506 343 ]
[1  1  1  3  1] :	[ 478 782 455 461 410 ]
[2  1  1  3  1] :	[ 729 208 545 543 547 ]
[3  1  1  3  1] :	[ 636 480 570 336 504 ]
[4  1  1  3  1] :	[ 556 756 210 504 478 ]
[5  1  1  3  1] :	[ 377 724 697 388 395 ]
[1  2  1  3  1] :	[ 341 571 450 587 674 ]
[2  2  1  3  1] :	[ 439 533 608 605 443 ]
[3  2  1  3  1] :	[ 453 442 583 290 565 ]
[4  2  1  3  1] :	[ 546 762 350 438 649 ]
[5  2  1  3  1] :	[ 703 497 390 330 710 ]
[1  3  1  3  1] :	[ 418 673 480 386 640 ]
[2  3  1  3  1] :	[ 824 454 517 505 544 ]
[3  3  1  3  1] :	[ 292 611 527 438 789 ]
[4  3  1  3  1] :	[ 254 684 342 785 554 ]
[5  3  1  3  1] :	[ 296 413 532 547 507 ]
[1  4  1  3  1] :	[ 713 749 194 612 262 ]
[2  4  1  3  1] :	[ 433 432 427 580 704 ]
[3  4  1  3  1] :	[ 680 366 260 680 435 ]
[4  4  1  3  1] :	[ 453 595 407 353 728 ]
[5  4  1  3  1] :	[ 71 682 542 499 670 ]
[1  5  1  3  1] :	[ 602 452 571 453 436 ]
[2  5  1  3  1] :	[ 865 445 649 450 453 ]
[3  5  1  3  1] :	[ 541 557 468 574 396 ]
[4  5  1  3  1] :	[ 804 593 578 377 448 ]
[5  5  1  3  1] :	[ 556 665 415 695 306 ]
[1  1  2  3  1] :	[ 557 552 552 326 564 ]
[2  1  2  3  1] :	[ 589 640 495 326 411 ]
[3  1  2  3  1] :	[ 611 679 81 557 546 ]
[4  1  2  3  1] :	[ 593 619 352 388 431 ]
[5  1  2  3  1] :	[ 446 352 668 547 514 ]
[1  2  2  3  1] :	[ 345 528 480 518 262 ]
[2  2  2  3  1] :	[ 633 729 536 552 344 ]
[3  2  2  3  1] :	[ 623 451 446 543 318 ]
[4  2  2  3  1] :	[ 596 268 429 790 509 ]
[5  2  2  3  1] :	[ 379 156 482 673 636 ]
[1  3  2  3  1] :	[ 684 566 290 413 649 ]
[2  3  2  3  1] :	[ 581 413 533 197 550 ]
[3  3  2  3  1] :	[ 664 473 273 601 519 ]
[4  3  2  3  1] :	[ 521 448 339 792 338 ]
[5  3  2  3  1] :	[ 672 414 440 627 564 ]
[1  4  2  3  1] :	[ 379 790 311 371 598 ]
[2  4  2  3  1] :	[ 321 242 523 656 716 ]
[3  4  2  3  1] :	[ 519 529 480 624 455 ]
[4  4  2  3  1] :	[ 659 596 441 534 360 ]
[5  4  2  3  1] :	[ 484 526 511 475 614 ]
[1  5  2  3  1] :	[ 454 616 448 698 188 ]
[2  5  2  3  1] :	[ 499 527 270 420 651 ]
[3  5  2  3  1] :	[ 649 447 220 604 388 ]
[4  5  2  3  1] :	[ 446 468 571 779 329 ]
[5  5  2  3  1] :	[ 344 448 572 521 439 ]
[1  1  3  3  1] :	[ 359 337 588 553 648 ]
[2  1  3  3  1] :	[ 518 614 395 680 458 ]
[3  1  3  3  1] :	[ 798 501 590 323 524 ]
[4  1  3  3  1] :	[ 644 420 570 442 514 ]
[5  1  3  3  1] :	[ 504 425 300 699 390 ]
[1  2  3  3  1] :	[ 404 558 555 599 546 ]
[2  2  3  3  1] :	[ 611 323 598 817 360 ]
[3  2  3  3  1] :	[ 392 650 568 557 370 ]
[4  2  3  3  1] :	[ 493 646 424 537 466 ]
[5  2  3  3  1] :	[ 470 727 622 513 494 ]
[1  3  3  3  1] :	[ 178 772 657 505 592 ]
[2  3  3  3  1] :	[ 540 433 434 639 803 ]
[3  3  3  3  1] :	[ 367 647 435 467 565 ]
[4  3  3  3  1] :	[ 432 456 571 528 625 ]
[5  3  3  3  1] :	[ 410 659 368 963 341 ]
[1  4  3  3  1] :	[ 498 471 686 500 358 ]
[2  4  3  3  1] :	[ 355 441 489 631 422 ]
[3  4  3  3  1] :	[ 379 702 664 299 556 ]
[4  4  3  3  1] :	[ 658 517 581 180 441 ]
[5  4  3  3  1] :	[ 315 450 586 753 644 ]
[1  5  3  3  1] :	[ 613 404 521 428 465 ]
[2  5  3  3  1] :	[ 431 423 621 455 493 ]
[3  5  3  3  1] :	[ 543 539 537 293 474 ]
[4  5  3  3  1] :	[ 540 573 486 530 372 ]
[5  5  3  3  1] :	[ 689 513 403 547 451 ]
[1  1  4  3  1] :	[ 470 404 553 611 462 ]
[2  1  4  3  1] :	[ 346 571 657 499 547 ]
[3  1  4  3  1] :	[ 574 448 602 586 250 ]
[4  1  4  3  1] :	[ 530 512 424 389 612 ]
[5  1  4  3  1] :	[ 543 328 683 547 651 ]
[1  2  4  3  1] :	[ 539 420 665 473 528 ]
[2  2  4  3  1] :	[ 426 345 321 465 595 ]
[3  2  4  3  1] :	[ 485 848 514 330 536 ]
[4  2  4  3  1] :	[ 381 658 468 865 215 ]
[5  2  4  3  1] :	[ 414 562 746 513 570 ]
[1  3  4  3  1] :	[ 455 431 496 426 770 ]
[2  3  4  3  1] :	[ 588 569 427 533 544 ]
[3  3  4  3  1] :	[ 591 504 476 621 502 ]
[4  3  4  3  1] :	[ 585 436 375 564 500 ]
[5  3  4  3  1] :	[ 232 557 254 840 630 ]
[1  4  4  3  1] :	[ 616 499 366 593 557 ]
[2  4  4  3  1] :	[ 335 669 425 523 733 ]
[3  4  4  3  1] :	[ 501 696 174 538 724 ]
[4  4  4  3  1] :	[ 296 368 470 675 610 ]
[5  4  4  3  1] :	[ 321 704 412 582 498 ]
[1  5  4  3  1] :	[ 651 258 448 190 533 ]
[2  5  4  3  1] :	[ 832 607 270 338 426 ]
[3  5  4  3  1] :	[ 540 222 651 442 497 ]
[4  5  4  3  1] :	[ 687 307 612 470 330 ]
[5  5  4  3  1] :	[ 500 693 500 565 354 ]
[1  1  5  3  1] :	[ 512 543 388 537 431 ]
[2  1  5  3  1] :	[ 382 604 594 615 555 ]
[3  1  5  3  1] :	[ 390 624 653 530 410 ]
[4  1  5  3  1] :	[ 556 333 707 539 501 ]
[5  1  5  3  1] :	[ 584 561 617 411 507 ]
[1  2  5  3  1] :	[ 562 324 350 566 650 ]
[2  2  5  3  1] :	[ 376 686 403 620 575 ]
[3  2  5  3  1] :	[ 589 394 397 435 563 ]
[4  2  5  3  1] :	[ 596 415 358 544 533 ]
[5  2  5  3  1] :	[ 582 298 318 553 701 ]
[1  3  5  3  1] :	[ 490 584 378 617 425 ]
[2  3  5  3  1] :	[ 434 433 384 785 444 ]
[3  3  5  3  1] :	[ 589 604 434 657 347 ]
[4  3  5  3  1] :	[ 626 452 485 624 536 ]
[5  3  5  3  1] :	[ 446 343 433 567 583 ]
[1  4  5  3  1] :	[ 616 271 630 320 523 ]
[2  4  5  3  1] :	[ 155 562 610 742 615 ]
[3  4  5  3  1] :	[ 518 534 431 374 676 ]
[4  4  5  3  1] :	[ 613 441 251 715 340 ]
[5  4  5  3  1] :	[ 565 466 289 466 806 ]
[1  5  5  3  1] :	[ 494 458 488 614 494 ]
[2  5  5  3  1] :	[ 540 399 638 340 586 ]
[3  5  5  3  1] :	[ 539 571 567 263 538 ]
[4  5  5  3  1] :	[ 495 325 365 492 679 ]
[5  5  5  3  1] :	[ 752 651 508 419 313 ]
[1  1  1  4  1] :	[ 558 429 638 477 485 ]
[2  1  1  4  1] :	[ 586 553 338 676 468 ]
[3  1  1  4  1] :	[ 607 473 513 415 378 ]
[4  1  1  4  1] :	[ 765 209 253 878 501 ]
[5  1  1  4  1] :	[ 400 495 694 440 532 ]
[1  2  1  4  1] :	[ 324 433 671 611 536 ]
[2  2  1  4  1] :	[ 563 630 530 427 507 ]
[3  2  1  4  1] :	[ 727 299 642 399 589 ]
[4  2  1  4  1] :	[ 587 410 475 664 299 ]
[5  2  1  4  1] :	[ 560 713 450 414 599 ]
[1  3  1  4  1] :	[ 364 655 546 598 407 ]
[2  3  1  4  1] :	[ 286 471 638 610 468 ]
[3  3  1  4  1] :	[ 613 374 454 570 393 ]
[4  3  1  4  1] :	[ 487 236 620 548 526 ]
[5  3  1  4  1] :	[ 462 372 478 606 637 ]
[1  4  1  4  1] :	[ 651 403 509 412 339 ]
[2  4  1  4  1] :	[ 384 604 235 676 519 ]
[3  4  1  4  1] :	[ 536 657 404 344 564 ]
[4  4  1  4  1] :	[ 726 389 731 420 429 ]
[5  4  1  4  1] :	[ 757 324 438 520 591 ]
[1  5  1  4  1] :	[ 647 606 477 382 634 ]
[2  5  1  4  1] :	[ 601 721 508 403 404 ]
[3  5  1  4  1] :	[ 627 595 373 414 390 ]
[4  5  1  4  1] :	[ 702 537 519 438 438 ]
[5  5  1  4  1] :	[ 50 461 645 514 675 ]
[1  1  2  4  1] :	[ 539 501 337 333 685 ]
[2  1  2  4  1] :	[ 558 618 534 379 433 ]
[3  1  2  4  1] :	[ 852 471 478 189 694 ]
[4  1  2  4  1] :	[ 423 671 826 527 388 ]
[5  1  2  4  1] :	[ 343 541 482 553 566 ]
[1  2  2  4  1] :	[ 559 378 427 613 530 ]
[2  2  2  4  1] :	[ 447 505 282 592 624 ]
[3  2  2  4  1] :	[ 601 527 430 485 516 ]
[4  2  2  4  1] :	[ 357 707 520 380 615 ]
[5  2  2  4  1] :	[ 647 570 504 467 420 ]
[1  3  2  4  1] :	[ 386 519 723 593 468 ]
[2  3  2  4  1] :	[ 371 452 577 525 540 ]
[3  3  2  4  1] :	[ 615 529 524 355 689 ]
[4  3  2  4  1] :	[ 480 455 580 454 612 ]
[5  3  2  4  1] :	[ 372 536 301 657 397 ]
[1  4  2  4  1] :	[ 623 332 542 454 499 ]
[2  4  2  4  1] :	[ 550 650 459 384 508 ]
[3  4  2  4  1] :	[ 345 331 692 520 434 ]
[4  4  2  4  1] :	[ 555 377 329 667 569 ]
[5  4  2  4  1] :	[ 643 576 269 369 669 ]
[1  5  2  4  1] :	[ 404 380 505 480 624 ]
[2  5  2  4  1] :	[ 700 499 701 416 466 ]
[3  5  2  4  1] :	[ 761 280 618 439 382 ]
[4  5  2  4  1] :	[ 553 458 481 424 581 ]
[5  5  2  4  1] :	[ 564 649 415 602 403 ]
[1  1  3  4  1] :	[ 524 805 552 322 346 ]
[2  1  3  4  1] :	[ 837 389 401 358 621 ]
[3  1  3  4  1] :	[ 631 410 483 553 417 ]
[4  1  3  4  1] :	[ 563 540 608 454 555 ]
[5  1  3  4  1] :	[ 468 485 243 465 702 ]
[1  2  3  4  1] :	[ 505 348 603 597 356 ]
[2  2  3  4  1] :	[ 556 434 581 318 649 ]
[3  2  3  4  1] :	[ 579 587 508 550 443 ]
[4  2  3  4  1] :	[ 508 441 357 578 584 ]
[5  2  3  4  1] :	[ 521 619 331 501 547 ]
[1  3  3  4  1] :	[ 491 529 643 486 457 ]
[2  3  3  4  1] :	[ 638 500 410 292 649 ]
[3  3  3  4  1] :	[ 663 360 637 640 391 ]
[4  3  3  4  1] :	[ 432 446 389 522 556 ]
[5  3  3  4  1] :	[ 631 412 434 279 756 ]
[1  4  3  4  1] :	[ 604 424 378 444 661 ]
[2  4  3  4  1] :	[ 832 303 440 464 619 ]
[3  4  3  4  1] :	[ 409 637 878 311 442 ]
[4  4  3  4  1] :	[ 465 555 385 354 500 ]
[5  4  3  4  1] :	[ 619 492 521 465 511 ]
[1  5  3  4  1] :	[ 939 349 601 594 326 ]
[2  5  3  4  1] :	[ 365 475 388 542 546 ]
[3  5  3  4  1] :	[ 663 418 306 517 489 ]
[4  5  3  4  1] :	[ 443 606 126 765 368 ]
[5  5  3  4  1] :	[ 441 574 512 412 573 ]
[1  1  4  4  1] :	[ 348 518 260 595 677 ]
[2  1  4  4  1] :	[ 527 363 582 434 446 ]
[3  1  4  4  1] :	[ 146 696 624 451 624 ]
[4  1  4  4  1] :	[ 279 424 705 781 237 ]
[5  1  4  4  1] :	[ 461 481 329 465 706 ]
[1  2  4  4  1] :	[ 556 466 424 647 644 ]
[2  2  4  4  1] :	[ 474 574 485 606 394 ]
[3  2  4  4  1] :	[ 524 500 397 408 494 ]
[4  2  4  4  1] :	[ 525 555 576 510 470 ]
[5  2  4  4  1] :	[ 379 639 860 329 431 ]
[1  3  4  4  1] :	[ 422 626 519 342 576 ]
[2  3  4  4  1] :	[ 420 783 284 626 547 ]
[3  3  4  4  1] :	[ 473 422 747 553 378 ]
[4  3  4  4  1] :	[ 235 538 402 603 582 ]
[5  3  4  4  1] :	[ 317 624 499 589 774 ]
[1  4  4  4  1] :	[ 425 711 478 420 516 ]
[2  4  4  4  1] :	[ 439 455 449 434 637 ]
[3  4  4  4  1] :	[ 497 577 565 458 191 ]
[4  4  4  4  1] :	[ 401 466 500 496 450 ]
