# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1644491368560
# Cmd Line:	-g RandomGame -players 5 -actions 5 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f RG_multi_5_5_4.txt
# Players:	5
# Actions:	5 5 5 5 5
# players:	5
# actions:	[5]
[5  5  1  2  1] :	[ 712 721 323 803 650 ]
[1  1  2  2  1] :	[ 764 243 503 465 935 ]
[2  1  2  2  1] :	[ 369 591 917 776 746 ]
[3  1  2  2  1] :	[ 569 939 662 423 44 ]
[4  1  2  2  1] :	[ 614 740 238 695 751 ]
[5  1  2  2  1] :	[ 512 474 367 407 525 ]
[1  2  2  2  1] :	[ 209 282 982 842 351 ]
[2  2  2  2  1] :	[ 69 932 505 136 887 ]
[3  2  2  2  1] :	[ 460 982 115 193 4 ]
[4  2  2  2  1] :	[ 696 460 824 789 52 ]
[5  2  2  2  1] :	[ 794 932 153 61 542 ]
[1  3  2  2  1] :	[ 969 887 564 298 343 ]
[2  3  2  2  1] :	[ 401 256 538 624 19 ]
[3  3  2  2  1] :	[ 209 553 128 390 360 ]
[4  3  2  2  1] :	[ 390 533 602 467 202 ]
[5  3  2  2  1] :	[ 721 230 367 366 397 ]
[1  4  2  2  1] :	[ 280 993 413 141 718 ]
[2  4  2  2  1] :	[ 484 845 494 995 898 ]
[3  4  2  2  1] :	[ 628 328 802 508 294 ]
[4  4  2  2  1] :	[ 238 114 359 308 954 ]
[5  4  2  2  1] :	[ 398 831 612 784 798 ]
[1  5  2  2  1] :	[ 209 997 917 963 848 ]
[2  5  2  2  1] :	[ 306 32 186 422 268 ]
[3  5  2  2  1] :	[ 989 455 804 161 603 ]
[4  5  2  2  1] :	[ 81 651 370 351 524 ]
[5  5  2  2  1] :	[ 374 379 676 204 229 ]
[1  1  3  2  1] :	[ 644 984 113 499 351 ]
[2  1  3  2  1] :	[ 739 219 285 15 134 ]
[3  1  3  2  1] :	[ 802 271 511 631 63 ]
[4  1  3  2  1] :	[ 909 135 325 561 903 ]
[5  1  3  2  1] :	[ 977 462 330 496 998 ]
[1  2  3  2  1] :	[ 651 759 61 899 268 ]
[2  2  3  2  1] :	[ 702 700 80 308 584 ]
[3  2  3  2  1] :	[ 100 721 474 692 653 ]
[4  2  3  2  1] :	[ 323 591 235 989 789 ]
[5  2  3  2  1] :	[ 551 199 352 549 845 ]
[1  3  3  2  1] :	[ 526 962 9 428 625 ]
[2  3  3  2  1] :	[ 389 89 61 777 169 ]
[3  3  3  2  1] :	[ 474 529 572 414 717 ]
[4  3  3  2  1] :	[ 119 114 872 284 522 ]
[5  3  3  2  1] :	[ 349 14 200 891 572 ]
[1  4  3  2  1] :	[ 978 962 139 818 896 ]
[2  4  3  2  1] :	[ 19 666 618 923 192 ]
[3  4  3  2  1] :	[ 645 316 556 100 638 ]
[4  4  3  2  1] :	[ 971 212 799 832 662 ]
[5  4  3  2  1] :	[ 817 592 413 867 141 ]
[1  5  3  2  1] :	[ 169 603 510 931 44 ]
[2  5  3  2  1] :	[ 770 117 486 553 520 ]
[3  5  3  2  1] :	[ 537 121 504 146 614 ]
[4  5  3  2  1] :	[ 200 943 901 230 743 ]
[5  5  3  2  1] :	[ 407 552 161 395 460 ]
[1  1  4  2  1] :	[ 322 281 478 266 927 ]
[2  1  4  2  1] :	[ 734 150 450 600 828 ]
[3  1  4  2  1] :	[ 205 528 113 586 927 ]
[4  1  4  2  1] :	[ 727 644 64 468 129 ]
[5  1  4  2  1] :	[ 952 791 640 653 730 ]
[1  2  4  2  1] :	[ 943 704 584 216 130 ]
[2  2  4  2  1] :	[ 634 998 73 28 634 ]
[3  2  4  2  1] :	[ 669 343 436 154 775 ]
[4  2  4  2  1] :	[ 784 683 481 10 208 ]
[5  2  4  2  1] :	[ 786 43 480 571 159 ]
[1  3  4  2  1] :	[ 923 154 390 158 739 ]
[2  3  4  2  1] :	[ 443 761 297 946 936 ]
[3  3  4  2  1] :	[ 671 434 837 224 512 ]
[4  3  4  2  1] :	[ 872 2 198 730 888 ]
[5  3  4  2  1] :	[ 754 239 295 816 125 ]
[1  4  4  2  1] :	[ 186 258 533 287 74 ]
[2  4  4  2  1] :	[ 11 833 947 197 967 ]
[3  4  4  2  1] :	[ 941 102 163 327 162 ]
[4  4  4  2  1] :	[ 725 280 222 444 425 ]
[5  4  4  2  1] :	[ 774 83 484 829 58 ]
[1  5  4  2  1] :	[ 241 813 484 508 867 ]
[2  5  4  2  1] :	[ 232 340 1000 137 826 ]
[3  5  4  2  1] :	[ 486 729 115 807 655 ]
[4  5  4  2  1] :	[ 700 220 322 150 642 ]
[5  5  4  2  1] :	[ 309 456 281 975 315 ]
[1  1  5  2  1] :	[ 645 102 934 155 807 ]
[2  1  5  2  1] :	[ 207 859 59 597 649 ]
[3  1  5  2  1] :	[ 201 809 330 533 803 ]
[4  1  5  2  1] :	[ 402 272 734 561 516 ]
[5  1  5  2  1] :	[ 211 249 654 778 418 ]
[1  2  5  2  1] :	[ 91 192 246 412 341 ]
[2  2  5  2  1] :	[ 213 680 184 886 698 ]
[3  2  5  2  1] :	[ 196 896 619 462 596 ]
[4  2  5  2  1] :	[ 399 408 510 229 303 ]
[5  2  5  2  1] :	[ 932 756 549 757 544 ]
[1  3  5  2  1] :	[ 766 618 541 695 561 ]
[2  3  5  2  1] :	[ 694 523 123 357 686 ]
[3  3  5  2  1] :	[ 91 856 540 708 665 ]
[4  3  5  2  1] :	[ 385 78 184 991 748 ]
[5  3  5  2  1] :	[ 70 935 518 117 81 ]
[1  4  5  2  1] :	[ 512 775 461 489 523 ]
[2  4  5  2  1] :	[ 368 242 67 139 861 ]
[3  4  5  2  1] :	[ 659 661 10 589 902 ]
[4  4  5  2  1] :	[ 914 785 155 996 646 ]
[5  4  5  2  1] :	[ 89 203 311 674 268 ]
[1  5  5  2  1] :	[ 846 535 574 531 994 ]
[2  5  5  2  1] :	[ 909 135 51 696 847 ]
[3  5  5  2  1] :	[ 9 478 568 624 394 ]
[4  5  5  2  1] :	[ 892 264 684 398 575 ]
[5  5  5  2  1] :	[ 964 255 125 165 874 ]
[1  1  1  3  1] :	[ 393 396 689 714 266 ]
[2  1  1  3  1] :	[ 483 691 312 483 151 ]
[3  1  1  3  1] :	[ 153 477 539 847 217 ]
[4  1  1  3  1] :	[ 481 998 856 781 619 ]
[5  1  1  3  1] :	[ 852 826 838 562 619 ]
[1  2  1  3  1] :	[ 140 128 376 132 234 ]
[2  2  1  3  1] :	[ 8 406 633 108 695 ]
[3  2  1  3  1] :	[ 473 758 964 951 160 ]
[4  2  1  3  1] :	[ 210 105 81 333 464 ]
[5  2  1  3  1] :	[ 973 597 400 618 513 ]
[1  3  1  3  1] :	[ 278 252 602 782 366 ]
[2  3  1  3  1] :	[ 257 305 151 605 167 ]
[3  3  1  3  1] :	[ 829 225 419 299 3 ]
[4  3  1  3  1] :	[ 90 987 899 481 355 ]
[5  3  1  3  1] :	[ 215 166 260 961 555 ]
[1  4  1  3  1] :	[ 3 182 724 463 225 ]
[2  4  1  3  1] :	[ 72 59 796 591 465 ]
[3  4  1  3  1] :	[ 456 835 732 501 806 ]
[4  4  1  3  1] :	[ 723 781 446 817 22 ]
[5  4  1  3  1] :	[ 266 478 421 781 615 ]
[1  5  1  3  1] :	[ 836 227 983 437 155 ]
[2  5  1  3  1] :	[ 816 471 616 820 890 ]
[3  5  1  3  1] :	[ 503 118 507 78 908 ]
[4  5  1  3  1] :	[ 330 595 504 371 712 ]
[5  5  1  3  1] :	[ 68 67 792 498 597 ]
[1  1  2  3  1] :	[ 719 813 204 970 981 ]
[2  1  2  3  1] :	[ 507 738 708 308 12 ]
[3  1  2  3  1] :	[ 990 700 925 324 850 ]
[4  1  2  3  1] :	[ 972 222 799 770 224 ]
[5  1  2  3  1] :	[ 818 936 147 613 988 ]
[1  2  2  3  1] :	[ 894 965 397 198 791 ]
[2  2  2  3  1] :	[ 421 375 128 265 451 ]
[3  2  2  3  1] :	[ 819 737 944 431 487 ]
[4  2  2  3  1] :	[ 540 465 585 542 552 ]
[5  2  2  3  1] :	[ 406 40 782 52 52 ]
[1  3  2  3  1] :	[ 801 287 598 214 387 ]
[2  3  2  3  1] :	[ 750 562 423 260 91 ]
[3  3  2  3  1] :	[ 734 689 707 559 480 ]
[4  3  2  3  1] :	[ 678 313 536 271 606 ]
[5  3  2  3  1] :	[ 697 345 395 343 797 ]
[1  4  2  3  1] :	[ 973 62 253 539 284 ]
[2  4  2  3  1] :	[ 170 61 393 399 460 ]
[3  4  2  3  1] :	[ 593 977 251 905 603 ]
[4  4  2  3  1] :	[ 562 893 708 13 59 ]
[5  4  2  3  1] :	[ 85 453 784 823 793 ]
[1  5  2  3  1] :	[ 566 375 432 761 437 ]
[2  5  2  3  1] :	[ 139 352 987 267 342 ]
[3  5  2  3  1] :	[ 330 986 954 453 185 ]
[4  5  2  3  1] :	[ 18 85 204 604 20 ]
[5  5  2  3  1] :	[ 420 504 500 875 111 ]
[1  1  3  3  1] :	[ 673 452 747 219 598 ]
[2  1  3  3  1] :	[ 762 673 37 382 718 ]
[3  1  3  3  1] :	[ 295 138 756 702 585 ]
[4  1  3  3  1] :	[ 21 35 883 713 744 ]
[5  1  3  3  1] :	[ 656 415 721 940 463 ]
[1  2  3  3  1] :	[ 133 525 163 656 60 ]
[2  2  3  3  1] :	[ 857 617 34 131 167 ]
[3  2  3  3  1] :	[ 938 518 923 159 810 ]
[4  2  3  3  1] :	[ 143 375 608 938 676 ]
[5  2  3  3  1] :	[ 854 329 63 776 271 ]
[1  3  3  3  1] :	[ 686 465 132 311 831 ]
[2  3  3  3  1] :	[ 697 335 286 944 37 ]
[3  3  3  3  1] :	[ 341 539 96 555 232 ]
[4  3  3  3  1] :	[ 833 3 520 684 630 ]
[5  3  3  3  1] :	[ 874 261 945 754 743 ]
[1  4  3  3  1] :	[ 563 367 454 153 111 ]
[2  4  3  3  1] :	[ 538 521 865 505 845 ]
[3  4  3  3  1] :	[ 733 277 879 835 557 ]
[4  4  3  3  1] :	[ 567 229 132 760 213 ]
[5  4  3  3  1] :	[ 123 749 284 411 616 ]
[1  5  3  3  1] :	[ 575 503 84 791 476 ]
[2  5  3  3  1] :	[ 789 646 581 954 109 ]
[3  5  3  3  1] :	[ 411 213 521 236 533 ]
[4  5  3  3  1] :	[ 842 2 66 714 774 ]
[5  5  3  3  1] :	[ 794 394 438 896 686 ]
[1  1  4  3  1] :	[ 515 376 861 238 924 ]
[2  1  4  3  1] :	[ 759 874 863 473 927 ]
[3  1  4  3  1] :	[ 863 709 294 941 226 ]
[4  1  4  3  1] :	[ 134 970 191 332 92 ]
[5  1  4  3  1] :	[ 446 133 421 19 356 ]
[1  2  4  3  1] :	[ 896 591 863 614 266 ]
[2  2  4  3  1] :	[ 111 781 271 727 371 ]
[3  2  4  3  1] :	[ 585 903 591 440 518 ]
[4  2  4  3  1] :	[ 53 923 283 41 509 ]
[5  2  4  3  1] :	[ 954 451 339 564 862 ]
[1  3  4  3  1] :	[ 200 989 722 357 774 ]
[2  3  4  3  1] :	[ 752 709 286 865 776 ]
[3  3  4  3  1] :	[ 81 564 40 605 129 ]
[4  3  4  3  1] :	[ 69 286 239 305 829 ]
[5  3  4  3  1] :	[ 705 156 850 702 730 ]
[1  4  4  3  1] :	[ 666 899 989 249 150 ]
[2  4  4  3  1] :	[ 866 889 406 764 538 ]
[3  4  4  3  1] :	[ 479 904 981 927 931 ]
[4  4  4  3  1] :	[ 118 854 623 55 389 ]
[5  4  4  3  1] :	[ 301 25 789 488 776 ]
[1  5  4  3  1] :	[ 642 247 312 644 336 ]
[2  5  4  3  1] :	[ 5 544 224 205 848 ]
[3  5  4  3  1] :	[ 213 964 635 881 744 ]
[4  5  4  3  1] :	[ 478 877 947 407 128 ]
[5  5  4  3  1] :	[ 405 579 761 768 213 ]
[1  1  5  3  1] :	[ 317 92 750 182 44 ]
[2  1  5  3  1] :	[ 582 728 587 175 402 ]
[3  1  5  3  1] :	[ 956 861 926 751 669 ]
[4  1  5  3  1] :	[ 734 612 349 913 986 ]
[5  1  5  3  1] :	[ 900 808 646 98 217 ]
[1  2  5  3  1] :	[ 843 237 265 44 258 ]
[2  2  5  3  1] :	[ 546 386 688 246 619 ]
[3  2  5  3  1] :	[ 818 190 612 649 958 ]
[4  2  5  3  1] :	[ 464 119 268 920 405 ]
[5  2  5  3  1] :	[ 350 415 916 659 142 ]
[1  3  5  3  1] :	[ 19 228 15 835 441 ]
[2  3  5  3  1] :	[ 37 836 375 207 755 ]
[3  3  5  3  1] :	[ 825 525 829 912 409 ]
[4  3  5  3  1] :	[ 301 644 100 462 31 ]
[5  3  5  3  1] :	[ 436 953 698 355 315 ]
[1  4  5  3  1] :	[ 673 970 843 713 96 ]
[2  4  5  3  1] :	[ 945 868 617 933 109 ]
[3  4  5  3  1] :	[ 800 131 375 790 630 ]
[4  4  5  3  1] :	[ 262 885 979 597 388 ]
[5  4  5  3  1] :	[ 723 27 499 176 343 ]
[1  5  5  3  1] :	[ 906 922 904 639 655 ]
[2  5  5  3  1] :	[ 758 996 706 732 21 ]
[3  5  5  3  1] :	[ 288 582 522 157 20 ]
[4  5  5  3  1] :	[ 277 936 762 779 246 ]
[5  5  5  3  1] :	[ 78 836 686 326 233 ]
[1  1  1  4  1] :	[ 526 872 81 44 562 ]
[2  1  1  4  1] :	[ 964 469 559 469 604 ]
[3  1  1  4  1] :	[ 682 19 978 222 55 ]
[4  1  1  4  1] :	[ 627 987 220 945 316 ]
[5  1  1  4  1] :	[ 807 427 604 426 457 ]
[1  2  1  4  1] :	[ 194 99 558 194 793 ]
[2  2  1  4  1] :	[ 541 353 544 826 3 ]
[3  2  1  4  1] :	[ 816 631 205 710 880 ]
[4  2  1  4  1] :	[ 672 896 337 341 174 ]
[5  2  1  4  1] :	[ 20 462 910 453 81 ]
[1  3  1  4  1] :	[ 568 151 849 98 272 ]
[2  3  1  4  1] :	[ 236 145 118 802 29 ]
[3  3  1  4  1] :	[ 500 161 185 767 468 ]
[4  3  1  4  1] :	[ 944 932 703 453 822 ]
[5  3  1  4  1] :	[ 564 430 324 270 682 ]
[1  4  1  4  1] :	[ 254 752 884 903 896 ]
[2  4  1  4  1] :	[ 257 314 440 23 858 ]
[3  4  1  4  1] :	[ 760 716 562 702 678 ]
[4  4  1  4  1] :	[ 13 572 30 105 744 ]
[5  4  1  4  1] :	[ 429 356 580 668 469 ]
[1  5  1  4  1] :	[ 821 14 992 802 223 ]
[2  5  1  4  1] :	[ 915 101 931 384 384 ]
[3  5  1  4  1] :	[ 350 955 156 874 206 ]
[4  5  1  4  1] :	[ 622 516 280 792 191 ]
[5  5  1  4  1] :	[ 968 86 778 133 658 ]
[1  1  2  4  1] :	[ 406 428 937 420 508 ]
[2  1  2  4  1] :	[ 527 928 263 41 882 ]
[3  1  2  4  1] :	[ 805 645 546 22 801 ]
[4  1  2  4  1] :	[ 243 10 782 758 850 ]
[5  1  2  4  1] :	[ 107 465 114 429 571 ]
[1  2  2  4  1] :	[ 344 809 339 574 404 ]
[2  2  2  4  1] :	[ 361 236 292 308 903 ]
[3  2  2  4  1] :	[ 175 928 776 847 977 ]
[4  2  2  4  1] :	[ 265 745 889 67 469 ]
[5  2  2  4  1] :	[ 902 508 515 278 463 ]
[1  3  2  4  1] :	[ 763 275 880 317 156 ]
[2  3  2  4  1] :	[ 188 768 38 556 610 ]
[3  3  2  4  1] :	[ 602 557 697 219 658 ]
[4  3  2  4  1] :	[ 713 570 851 726 300 ]
[5  3  2  4  1] :	[ 96 26 442 673 834 ]
[1  4  2  4  1] :	[ 131 904 464 123 143 ]
[2  4  2  4  1] :	[ 87 447 963 122 976 ]
[3  4  2  4  1] :	[ 162 177 682 631 443 ]
[4  4  2  4  1] :	[ 828 77 297 632 709 ]
[5  4  2  4  1] :	[ 539 552 868 681 53 ]
[1  5  2  4  1] :	[ 983 524 42 767 258 ]
[2  5  2  4  1] :	[ 543 670 868 561 175 ]
[3  5  2  4  1] :	[ 606 830 312 353 882 ]
[4  5  2  4  1] :	[ 629 717 747 898 664 ]
[5  5  2  4  1] :	[ 222 358 339 873 153 ]
[1  1  3  4  1] :	[ 359 679 735 895 789 ]
[2  1  3  4  1] :	[ 597 659 736 591 205 ]
[3  1  3  4  1] :	[ 549 124 469 867 166 ]
[4  1  3  4  1] :	[ 454 991 520 296 667 ]
[5  1  3  4  1] :	[ 378 810 611 852 465 ]
[1  2  3  4  1] :	[ 112 562 808 389 421 ]
[2  2  3  4  1] :	[ 570 973 664 441 326 ]
[3  2  3  4  1] :	[ 465 421 664 989 982 ]
[4  2  3  4  1] :	[ 780 154 647 211 510 ]
[5  2  3  4  1] :	[ 762 489 977 338 990 ]
[1  3  3  4  1] :	[ 765 799 564 303 741 ]
[2  3  3  4  1] :	[ 693 899 700 543 38 ]
[3  3  3  4  1] :	[ 783 584 18 73 780 ]
[4  3  3  4  1] :	[ 465 438 119 30 833 ]
[5  3  3  4  1] :	[ 203 939 181 655 448 ]
[1  4  3  4  1] :	[ 744 619 237 847 225 ]
[2  4  3  4  1] :	[ 345 920 732 646 313 ]
[3  4  3  4  1] :	[ 924 81 493 626 915 ]
[4  4  3  4  1] :	[ 828 348 505 319 443 ]
[5  4  3  4  1] :	[ 719 605 198 679 275 ]
[1  5  3  4  1] :	[ 849 527 960 557 617 ]
[2  5  3  4  1] :	[ 76 896 541 851 655 ]
[3  5  3  4  1] :	[ 20 562 332 446 952 ]
[4  5  3  4  1] :	[ 37 159 235 865 86 ]
[5  5  3  4  1] :	[ 260 899 253 633 562 ]
[1  1  4  4  1] :	[ 154 791 829 317 648 ]
[2  1  4  4  1] :	[ 268 636 964 759 332 ]
[3  1  4  4  1] :	[ 275 818 30 176 801 ]
[4  1  4  4  1] :	[ 817 39 19 448 547 ]
[5  1  4  4  1] :	[ 655 698 544 777 43 ]
[1  2  4  4  1] :	[ 536 766 751 463 83 ]
[2  2  4  4  1] :	[ 160 591 960 325 921 ]
[3  2  4  4  1] :	[ 228 223 404 171 459 ]
[4  2  4  4  1] :	[ 500 948 27 843 277 ]
[5  2  4  4  1] :	[ 649 147 384 495 813 ]
[1  3  4  4  1] :	[ 503 149 548 259 588 ]
[2  3  4  4  1] :	[ 257 888 23 426 936 ]
[3  3  4  4  1] :	[ 105 80 727 682 509 ]
[4  3  4  4  1] :	[ 462 302 900 815 902 ]
[5  3  4  4  1] :	[ 338 805 300 418 505 ]
[1  4  4  4  1] :	[ 753 874 51 911 634 ]
[2  4  4  4  1] :	[ 908 300 835 441 245 ]
[3  4  4  4  1] :	[ 689 788 613 794 270 ]
[4  4  4  4  1] :	[ 935 330 290 807 91 ]
[5  4  4  4  1] :	[ 459 273 877 521 504 ]
