# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1644491371700
# Cmd Line:	-g RandomGame -players 5 -actions 5 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f RG_multi_5_5_5.txt
# Players:	5
# Actions:	5 5 5 5 5
# players:	5
# actions:	[5]
[2  1  3  1  1] :	[ 819 922 622 746 846 ]
[3  1  3  1  1] :	[ 230 849 762 112 527 ]
[4  1  3  1  1] :	[ 47 271 191 662 455 ]
[5  1  3  1  1] :	[ 404 581 785 699 260 ]
[1  2  3  1  1] :	[ 542 623 8 550 172 ]
[2  2  3  1  1] :	[ 468 603 985 662 438 ]
[3  2  3  1  1] :	[ 132 371 659 253 407 ]
[4  2  3  1  1] :	[ 16 771 776 747 649 ]
[5  2  3  1  1] :	[ 338 829 651 254 719 ]
[1  3  3  1  1] :	[ 325 580 312 542 617 ]
[2  3  3  1  1] :	[ 188 826 508 53 403 ]
[3  3  3  1  1] :	[ 66 619 119 426 412 ]
[4  3  3  1  1] :	[ 932 234 787 881 231 ]
[5  3  3  1  1] :	[ 213 371 853 335 636 ]
[1  4  3  1  1] :	[ 459 274 126 905 623 ]
[2  4  3  1  1] :	[ 173 732 535 565 615 ]
[3  4  3  1  1] :	[ 749 334 797 305 814 ]
[4  4  3  1  1] :	[ 468 413 957 320 58 ]
[5  4  3  1  1] :	[ 42 179 577 875 505 ]
[1  5  3  1  1] :	[ 72 263 912 604 965 ]
[2  5  3  1  1] :	[ 578 64 935 692 115 ]
[3  5  3  1  1] :	[ 979 634 618 92 120 ]
[4  5  3  1  1] :	[ 457 177 286 441 667 ]
[5  5  3  1  1] :	[ 29 640 711 801 65 ]
[1  1  4  1  1] :	[ 318 357 472 411 680 ]
[2  1  4  1  1] :	[ 922 48 249 490 662 ]
[3  1  4  1  1] :	[ 213 758 432 538 122 ]
[4  1  4  1  1] :	[ 735 932 900 117 462 ]
[5  1  4  1  1] :	[ 109 430 738 221 609 ]
[1  2  4  1  1] :	[ 499 78 457 60 970 ]
[2  2  4  1  1] :	[ 346 943 795 599 904 ]
[3  2  4  1  1] :	[ 474 563 610 907 553 ]
[4  2  4  1  1] :	[ 945 748 138 257 289 ]
[5  2  4  1  1] :	[ 62 559 951 65 972 ]
[1  3  4  1  1] :	[ 639 836 679 710 483 ]
[2  3  4  1  1] :	[ 338 967 24 392 221 ]
[3  3  4  1  1] :	[ 745 204 558 932 61 ]
[4  3  4  1  1] :	[ 832 196 75 45 345 ]
[5  3  4  1  1] :	[ 593 93 512 455 212 ]
[1  4  4  1  1] :	[ 268 839 720 221 801 ]
[2  4  4  1  1] :	[ 952 45 535 364 676 ]
[3  4  4  1  1] :	[ 714 765 749 79 638 ]
[4  4  4  1  1] :	[ 245 408 920 826 650 ]
[5  4  4  1  1] :	[ 480 786 790 624 616 ]
[1  5  4  1  1] :	[ 964 446 158 327 721 ]
[2  5  4  1  1] :	[ 341 481 797 145 488 ]
[3  5  4  1  1] :	[ 614 110 367 845 775 ]
[4  5  4  1  1] :	[ 628 596 573 318 809 ]
[5  5  4  1  1] :	[ 48 467 980 107 569 ]
[1  1  5  1  1] :	[ 636 760 707 488 348 ]
[2  1  5  1  1] :	[ 885 798 946 138 986 ]
[3  1  5  1  1] :	[ 699 798 763 760 711 ]
[4  1  5  1  1] :	[ 970 283 124 756 8 ]
[5  1  5  1  1] :	[ 576 96 908 444 917 ]
[1  2  5  1  1] :	[ 433 771 543 791 342 ]
[2  2  5  1  1] :	[ 193 884 996 417 240 ]
[3  2  5  1  1] :	[ 268 235 351 473 413 ]
[4  2  5  1  1] :	[ 795 824 519 960 649 ]
[5  2  5  1  1] :	[ 454 656 365 272 603 ]
[1  3  5  1  1] :	[ 623 371 738 375 155 ]
[2  3  5  1  1] :	[ 880 241 129 788 221 ]
[3  3  5  1  1] :	[ 945 407 370 974 267 ]
[4  3  5  1  1] :	[ 260 269 792 1 560 ]
[5  3  5  1  1] :	[ 744 858 436 60 102 ]
[1  4  5  1  1] :	[ 966 527 613 218 486 ]
[2  4  5  1  1] :	[ 427 222 795 854 229 ]
[3  4  5  1  1] :	[ 257 213 608 520 548 ]
[4  4  5  1  1] :	[ 179 392 465 780 464 ]
[5  4  5  1  1] :	[ 817 482 13 879 532 ]
[1  5  5  1  1] :	[ 222 981 321 359 464 ]
[2  5  5  1  1] :	[ 256 146 913 791 254 ]
[3  5  5  1  1] :	[ 343 682 330 560 999 ]
[4  5  5  1  1] :	[ 123 671 30 306 19 ]
[5  5  5  1  1] :	[ 83 621 932 949 488 ]
[1  1  1  2  1] :	[ 29 957 465 288 698 ]
[2  1  1  2  1] :	[ 618 248 967 4 122 ]
[3  1  1  2  1] :	[ 342 661 937 370 285 ]
[4  1  1  2  1] :	[ 236 916 998 820 231 ]
[5  1  1  2  1] :	[ 953 308 714 7 747 ]
[1  2  1  2  1] :	[ 759 81 726 971 469 ]
[2  2  1  2  1] :	[ 542 407 371 780 494 ]
[3  2  1  2  1] :	[ 113 113 318 719 508 ]
[4  2  1  2  1] :	[ 193 123 602 432 616 ]
[5  2  1  2  1] :	[ 398 247 823 483 91 ]
[1  3  1  2  1] :	[ 866 351 86 81 902 ]
[2  3  1  2  1] :	[ 328 613 978 482 86 ]
[3  3  1  2  1] :	[ 72 646 992 762 618 ]
[4  3  1  2  1] :	[ 356 717 607 542 164 ]
[5  3  1  2  1] :	[ 741 281 791 467 569 ]
[1  4  1  2  1] :	[ 295 76 887 200 712 ]
[2  4  1  2  1] :	[ 238 627 715 437 838 ]
[3  4  1  2  1] :	[ 160 806 967 597 680 ]
[4  4  1  2  1] :	[ 24 251 652 22 975 ]
[5  4  1  2  1] :	[ 395 359 881 130 321 ]
[1  5  1  2  1] :	[ 732 20 349 100 471 ]
[2  5  1  2  1] :	[ 810 824 630 907 921 ]
[3  5  1  2  1] :	[ 572 527 185 136 265 ]
[4  5  1  2  1] :	[ 573 379 323 750 835 ]
[5  5  1  2  1] :	[ 320 361 257 636 357 ]
[1  1  2  2  1] :	[ 359 937 847 397 878 ]
[2  1  2  2  1] :	[ 117 632 112 996 308 ]
[3  1  2  2  1] :	[ 616 329 927 864 665 ]
[4  1  2  2  1] :	[ 287 633 871 889 604 ]
[5  1  2  2  1] :	[ 324 751 229 512 970 ]
[1  2  2  2  1] :	[ 876 6 172 37 379 ]
[2  2  2  2  1] :	[ 99 653 385 270 12 ]
[3  2  2  2  1] :	[ 447 973 908 930 258 ]
[4  2  2  2  1] :	[ 275 850 34 144 564 ]
[5  2  2  2  1] :	[ 121 726 11 99 978 ]
[1  3  2  2  1] :	[ 185 872 999 325 570 ]
[2  3  2  2  1] :	[ 267 81 1 549 693 ]
[3  3  2  2  1] :	[ 210 373 304 985 804 ]
[4  3  2  2  1] :	[ 732 27 63 943 283 ]
[5  3  2  2  1] :	[ 47 616 177 657 68 ]
[1  4  2  2  1] :	[ 874 540 226 726 774 ]
[2  4  2  2  1] :	[ 464 701 594 524 232 ]
[3  4  2  2  1] :	[ 879 13 750 398 730 ]
[4  4  2  2  1] :	[ 629 200 102 399 346 ]
[5  4  2  2  1] :	[ 186 553 127 431 835 ]
[1  5  2  2  1] :	[ 7 519 933 475 483 ]
[2  5  2  2  1] :	[ 96 159 411 99 529 ]
[3  5  2  2  1] :	[ 906 710 331 564 364 ]
[4  5  2  2  1] :	[ 561 770 132 29 236 ]
[5  5  2  2  1] :	[ 884 814 829 657 132 ]
[1  1  3  2  1] :	[ 438 616 130 308 217 ]
[2  1  3  2  1] :	[ 559 823 357 604 594 ]
[3  1  3  2  1] :	[ 180 11 705 932 577 ]
[4  1  3  2  1] :	[ 513 864 837 164 393 ]
[5  1  3  2  1] :	[ 865 330 25 705 950 ]
[1  2  3  2  1] :	[ 201 509 417 763 746 ]
[2  2  3  2  1] :	[ 806 640 179 920 643 ]
[3  2  3  2  1] :	[ 248 903 195 247 960 ]
[4  2  3  2  1] :	[ 685 270 606 430 930 ]
[5  2  3  2  1] :	[ 914 379 938 564 653 ]
[1  3  3  2  1] :	[ 729 317 965 695 799 ]
[2  3  3  2  1] :	[ 386 935 531 463 726 ]
[3  3  3  2  1] :	[ 705 824 545 870 167 ]
[4  3  3  2  1] :	[ 846 659 61 650 466 ]
[5  3  3  2  1] :	[ 426 591 770 860 877 ]
[1  4  3  2  1] :	[ 337 109 491 505 511 ]
[2  4  3  2  1] :	[ 729 549 532 875 844 ]
[3  4  3  2  1] :	[ 54 682 583 248 991 ]
[4  4  3  2  1] :	[ 945 603 495 443 545 ]
[5  4  3  2  1] :	[ 191 188 385 626 203 ]
[1  5  3  2  1] :	[ 149 997 963 124 691 ]
[2  5  3  2  1] :	[ 613 336 573 704 118 ]
[3  5  3  2  1] :	[ 85 703 744 526 758 ]
[4  5  3  2  1] :	[ 335 891 660 696 909 ]
[5  5  3  2  1] :	[ 686 336 848 337 77 ]
[1  1  4  2  1] :	[ 253 136 580 914 793 ]
[2  1  4  2  1] :	[ 166 407 249 310 191 ]
[3  1  4  2  1] :	[ 70 299 51 761 801 ]
[4  1  4  2  1] :	[ 794 787 677 928 44 ]
[5  1  4  2  1] :	[ 381 440 85 956 961 ]
[1  2  4  2  1] :	[ 651 476 19 151 458 ]
[2  2  4  2  1] :	[ 414 94 764 427 346 ]
[3  2  4  2  1] :	[ 798 717 979 442 127 ]
[4  2  4  2  1] :	[ 467 851 372 922 150 ]
[5  2  4  2  1] :	[ 844 321 803 737 534 ]
[1  3  4  2  1] :	[ 389 129 949 487 525 ]
[2  3  4  2  1] :	[ 650 365 960 816 561 ]
[3  3  4  2  1] :	[ 163 46 467 749 183 ]
[4  3  4  2  1] :	[ 682 112 207 558 3 ]
[5  3  4  2  1] :	[ 121 711 977 41 444 ]
[1  4  4  2  1] :	[ 71 775 898 143 490 ]
[2  4  4  2  1] :	[ 414 94 180 833 602 ]
[3  4  4  2  1] :	[ 965 199 887 268 699 ]
[4  4  4  2  1] :	[ 44 5 793 714 467 ]
[5  4  4  2  1] :	[ 914 498 951 36 820 ]
[1  5  4  2  1] :	[ 91 817 560 355 943 ]
[2  5  4  2  1] :	[ 397 455 389 360 839 ]
[3  5  4  2  1] :	[ 313 180 681 732 644 ]
[4  5  4  2  1] :	[ 843 986 636 173 687 ]
[5  5  4  2  1] :	[ 327 924 274 498 966 ]
[1  1  5  2  1] :	[ 493 173 494 816 941 ]
[2  1  5  2  1] :	[ 294 270 332 308 690 ]
[3  1  5  2  1] :	[ 755 460 534 878 859 ]
[4  1  5  2  1] :	[ 831 396 475 254 288 ]
[5  1  5  2  1] :	[ 767 972 459 17 731 ]
[1  2  5  2  1] :	[ 676 221 986 234 281 ]
[2  2  5  2  1] :	[ 973 163 681 825 29 ]
[3  2  5  2  1] :	[ 953 143 805 31 658 ]
[4  2  5  2  1] :	[ 563 10 132 264 736 ]
[5  2  5  2  1] :	[ 275 260 797 587 703 ]
[1  3  5  2  1] :	[ 883 575 709 58 615 ]
[2  3  5  2  1] :	[ 123 990 983 110 252 ]
[3  3  5  2  1] :	[ 580 421 727 724 444 ]
[4  3  5  2  1] :	[ 95 563 266 207 211 ]
[5  3  5  2  1] :	[ 563 173 42 597 643 ]
[1  4  5  2  1] :	[ 634 893 333 863 977 ]
[2  4  5  2  1] :	[ 436 564 12 437 758 ]
[3  4  5  2  1] :	[ 596 146 739 938 543 ]
[4  4  5  2  1] :	[ 971 712 336 791 250 ]
[5  4  5  2  1] :	[ 414 656 275 751 744 ]
[1  5  5  2  1] :	[ 573 100 705 328 972 ]
[2  5  5  2  1] :	[ 373 68 541 688 165 ]
[3  5  5  2  1] :	[ 396 875 942 443 595 ]
[4  5  5  2  1] :	[ 541 559 438 301 51 ]
[5  5  5  2  1] :	[ 424 369 221 819 607 ]
[1  1  1  3  1] :	[ 651 302 217 999 735 ]
[2  1  1  3  1] :	[ 220 341 343 488 312 ]
[3  1  1  3  1] :	[ 788 16 600 718 44 ]
[4  1  1  3  1] :	[ 39 838 237 721 304 ]
[5  1  1  3  1] :	[ 112 83 778 200 196 ]
[1  2  1  3  1] :	[ 516 982 397 668 116 ]
[2  2  1  3  1] :	[ 405 793 79 246 397 ]
[3  2  1  3  1] :	[ 302 608 178 568 403 ]
[4  2  1  3  1] :	[ 545 149 552 169 651 ]
[5  2  1  3  1] :	[ 619 943 781 175 876 ]
[1  3  1  3  1] :	[ 643 382 556 155 983 ]
[2  3  1  3  1] :	[ 465 92 423 446 939 ]
[3  3  1  3  1] :	[ 729 53 461 406 892 ]
[4  3  1  3  1] :	[ 627 805 140 746 274 ]
[5  3  1  3  1] :	[ 325 808 570 34 317 ]
[1  4  1  3  1] :	[ 922 12 930 680 616 ]
[2  4  1  3  1] :	[ 782 619 101 424 39 ]
[3  4  1  3  1] :	[ 710 897 334 61 123 ]
[4  4  1  3  1] :	[ 831 555 51 122 163 ]
[5  4  1  3  1] :	[ 128 816 996 432 674 ]
[1  5  1  3  1] :	[ 906 711 991 403 225 ]
[2  5  1  3  1] :	[ 228 102 671 542 617 ]
[3  5  1  3  1] :	[ 482 290 351 536 568 ]
[4  5  1  3  1] :	[ 34 426 97 371 733 ]
[5  5  1  3  1] :	[ 107 696 751 694 729 ]
[1  1  2  3  1] :	[ 894 143 129 891 995 ]
[2  1  2  3  1] :	[ 216 753 206 606 759 ]
[3  1  2  3  1] :	[ 697 4 76 109 369 ]
[4  1  2  3  1] :	[ 984 375 765 36 189 ]
[5  1  2  3  1] :	[ 670 461 387 759 598 ]
[1  2  2  3  1] :	[ 834 538 900 975 32 ]
[2  2  2  3  1] :	[ 537 94 482 15 628 ]
[3  2  2  3  1] :	[ 141 683 97 254 815 ]
[4  2  2  3  1] :	[ 596 225 992 967 901 ]
[5  2  2  3  1] :	[ 850 433 723 800 785 ]
[1  3  2  3  1] :	[ 262 16 491 320 706 ]
[2  3  2  3  1] :	[ 75 175 9 823 635 ]
[3  3  2  3  1] :	[ 559 957 30 585 825 ]
[4  3  2  3  1] :	[ 147 709 489 116 321 ]
[5  3  2  3  1] :	[ 672 903 705 222 761 ]
[1  4  2  3  1] :	[ 718 143 508 907 790 ]
[2  4  2  3  1] :	[ 816 532 493 1 597 ]
[3  4  2  3  1] :	[ 239 980 473 440 863 ]
[4  4  2  3  1] :	[ 363 127 78 764 165 ]
[5  4  2  3  1] :	[ 894 246 690 383 923 ]
[1  5  2  3  1] :	[ 174 3 977 835 448 ]
[2  5  2  3  1] :	[ 910 268 626 751 558 ]
[3  5  2  3  1] :	[ 864 130 345 884 553 ]
[4  5  2  3  1] :	[ 53 673 548 927 444 ]
[5  5  2  3  1] :	[ 900 831 381 171 709 ]
[1  1  3  3  1] :	[ 384 510 342 245 850 ]
[2  1  3  3  1] :	[ 898 908 643 920 698 ]
[3  1  3  3  1] :	[ 617 197 112 449 307 ]
[4  1  3  3  1] :	[ 827 633 66 101 225 ]
[5  1  3  3  1] :	[ 6 9 360 690 743 ]
[1  2  3  3  1] :	[ 225 436 445 272 556 ]
[2  2  3  3  1] :	[ 138 951 434 997 517 ]
[3  2  3  3  1] :	[ 547 411 310 55 546 ]
[4  2  3  3  1] :	[ 580 272 593 786 898 ]
[5  2  3  3  1] :	[ 35 354 515 646 866 ]
[1  3  3  3  1] :	[ 240 395 992 855 182 ]
[2  3  3  3  1] :	[ 362 666 968 677 71 ]
[3  3  3  3  1] :	[ 178 269 834 630 463 ]
[4  3  3  3  1] :	[ 947 156 405 510 289 ]
[5  3  3  3  1] :	[ 31 715 519 637 395 ]
[1  4  3  3  1] :	[ 376 428 928 310 144 ]
[2  4  3  3  1] :	[ 157 378 269 305 781 ]
[3  4  3  3  1] :	[ 456 887 848 936 401 ]
[4  4  3  3  1] :	[ 247 877 143 102 597 ]
[5  4  3  3  1] :	[ 174 444 358 280 139 ]
[1  5  3  3  1] :	[ 664 187 729 625 859 ]
[2  5  3  3  1] :	[ 81 132 562 32 835 ]
[3  5  3  3  1] :	[ 895 616 985 867 354 ]
[4  5  3  3  1] :	[ 596 288 729 247 711 ]
[5  5  3  3  1] :	[ 630 875 398 297 570 ]
[1  1  4  3  1] :	[ 594 651 125 515 433 ]
[2  1  4  3  1] :	[ 577 940 42 351 680 ]
[3  1  4  3  1] :	[ 475 116 330 840 736 ]
[4  1  4  3  1] :	[ 551 129 491 57 90 ]
[5  1  4  3  1] :	[ 420 611 25 813 591 ]
[1  2  4  3  1] :	[ 968 117 215 81 128 ]
[2  2  4  3  1] :	[ 583 138 243 713 906 ]
[3  2  4  3  1] :	[ 978 366 35 920 988 ]
[4  2  4  3  1] :	[ 684 719 512 249 899 ]
[5  2  4  3  1] :	[ 184 695 925 986 858 ]
[1  3  4  3  1] :	[ 696 674 845 873 629 ]
[2  3  4  3  1] :	[ 692 636 493 288 724 ]
[3  3  4  3  1] :	[ 506 998 542 504 747 ]
[4  3  4  3  1] :	[ 837 845 536 372 827 ]
[5  3  4  3  1] :	[ 402 800 463 901 612 ]
[1  4  4  3  1] :	[ 975 683 391 503 26 ]
[2  4  4  3  1] :	[ 760 124 17 562 834 ]
[3  4  4  3  1] :	[ 689 155 191 87 30 ]
[4  4  4  3  1] :	[ 212 192 163 207 521 ]
[5  4  4  3  1] :	[ 276 519 524 428 788 ]
[1  5  4  3  1] :	[ 968 447 474 752 397 ]
[2  5  4  3  1] :	[ 665 112 319 804 459 ]
[3  5  4  3  1] :	[ 599 747 605 2 143 ]
[4  5  4  3  1] :	[ 816 366 588 731 655 ]
[5  5  4  3  1] :	[ 968 849 594 335 555 ]
[1  1  5  3  1] :	[ 910 645 219 426 73 ]
[2  1  5  3  1] :	[ 826 974 512 87 785 ]
[3  1  5  3  1] :	[ 365 943 246 885 417 ]
[4  1  5  3  1] :	[ 702 597 163 340 355 ]
[5  1  5  3  1] :	[ 273 484 602 366 587 ]
[1  2  5  3  1] :	[ 790 916 562 822 60 ]
[2  2  5  3  1] :	[ 478 898 794 297 717 ]
[3  2  5  3  1] :	[ 795 180 661 967 973 ]
[4  2  5  3  1] :	[ 277 594 937 872 347 ]
[5  2  5  3  1] :	[ 672 580 484 922 718 ]
[1  3  5  3  1] :	[ 2 644 512 625 310 ]
[2  3  5  3  1] :	[ 612 951 240 932 81 ]
[3  3  5  3  1] :	[ 210 608 739 589 894 ]
[4  3  5  3  1] :	[ 858 487 668 792 16 ]
[5  3  5  3  1] :	[ 515 976 768 64 316 ]
[1  4  5  3  1] :	[ 79 49 658 593 518 ]
[2  4  5  3  1] :	[ 408 997 708 292 69 ]
[3  4  5  3  1] :	[ 468 919 892 199 887 ]
[4  4  5  3  1] :	[ 695 616 703 319 460 ]
[5  4  5  3  1] :	[ 925 670 691 540 295 ]
[1  5  5  3  1] :	[ 216 708 736 76 664 ]
[2  5  5  3  1] :	[ 814 919 645 975 307 ]
[3  5  5  3  1] :	[ 272 274 76 53 308 ]
[4  5  5  3  1] :	[ 919 289 624 621 414 ]
[5  5  5  3  1] :	[ 365 115 371 322 714 ]
[1  1  1  4  1] :	[ 306 883 77 320 375 ]
[2  1  1  4  1] :	[ 393 888 459 804 859 ]
[3  1  1  4  1] :	[ 293 805 717 17 159 ]
[4  1  1  4  1] :	[ 711 432 269 424 449 ]
[5  1  1  4  1] :	[ 612 851 832 997 55 ]
[1  2  1  4  1] :	[ 684 456 505 795 709 ]
[2  2  1  4  1] :	[ 854 915 919 88 301 ]
[3  2  1  4  1] :	[ 361 192 529 626 842 ]
[4  2  1  4  1] :	[ 383 222 894 405 945 ]
[5  2  1  4  1] :	[ 248 269 465 533 133 ]
[1  3  1  4  1] :	[ 182 241 694 184 143 ]
[2  3  1  4  1] :	[ 223 962 571 281 459 ]
[3  3  1  4  1] :	[ 473 686 64 31 202 ]
[4  3  1  4  1] :	[ 163 418 443 862 112 ]
[5  3  1  4  1] :	[ 901 849 558 506 428 ]
[1  4  1  4  1] :	[ 929 269 399 505 983 ]
[2  4  1  4  1] :	[ 371 607 902 307 468 ]
[3  4  1  4  1] :	[ 778 147 176 935 311 ]
[4  4  1  4  1] :	[ 291 856 782 404 925 ]
[5  4  1  4  1] :	[ 871 589 648 528 423 ]
[1  5  1  4  1] :	[ 528 947 820 225 738 ]
[2  5  1  4  1] :	[ 241 1000 235 602 429 ]
[3  5  1  4  1] :	[ 341 718 799 192 922 ]
[4  5  1  4  1] :	[ 836 359 825 952 478 ]
[5  5  1  4  1] :	[ 336 114 433 375 122 ]
[1  1  2  4  1] :	[ 245 736 634 870 205 ]
[2  1  2  4  1] :	[ 979 689 990 695 959 ]
[3  1  2  4  1] :	[ 334 149 534 814 950 ]
[4  1  2  4  1] :	[ 807 740 504 243 840 ]
[5  1  2  4  1] :	[ 944 659 805 415 568 ]
[1  2  2  4  1] :	[ 352 636 942 240 859 ]
[2  2  2  4  1] :	[ 252 573 264 548 432 ]
[3  2  2  4  1] :	[ 387 553 592 724 195 ]
[4  2  2  4  1] :	[ 328 358 760 597 78 ]
[5  2  2  4  1] :	[ 947 112 736 706 543 ]
[1  3  2  4  1] :	[ 911 18 542 950 665 ]
[2  3  2  4  1] :	[ 912 889 948 773 845 ]
[3  3  2  4  1] :	[ 118 832 42 84 846 ]
[4  3  2  4  1] :	[ 857 92 487 649 123 ]
[5  3  2  4  1] :	[ 936 965 848 778 159 ]
[1  4  2  4  1] :	[ 488 382 386 44 530 ]
[2  4  2  4  1] :	[ 445 637 779 932 579 ]
[3  4  2  4  1] :	[ 654 293 219 150 536 ]
[4  4  2  4  1] :	[ 604 580 713 881 624 ]
[5  4  2  4  1] :	[ 876 599 545 188 233 ]
[1  5  2  4  1] :	[ 118 988 724 992 246 ]
[2  5  2  4  1] :	[ 201 361 90 271 306 ]
[3  5  2  4  1] :	[ 494 167 842 664 766 ]
[4  5  2  4  1] :	[ 94 129 488 189 904 ]
[5  5  2  4  1] :	[ 273 718 664 528 149 ]
[1  1  3  4  1] :	[ 213 463 135 506 63 ]
[2  1  3  4  1] :	[ 340 352 930 236 797 ]
[3  1  3  4  1] :	[ 64 713 576 724 54 ]
[4  1  3  4  1] :	[ 629 606 22 261 828 ]
[5  1  3  4  1] :	[ 511 72 999 546 130 ]
[1  2  3  4  1] :	[ 919 99 84 793 784 ]
[2  2  3  4  1] :	[ 551 565 365 118 916 ]
[3  2  3  4  1] :	[ 323 872 743 441 340 ]
[4  2  3  4  1] :	[ 757 752 552 106 825 ]
[5  2  3  4  1] :	[ 738 178 389 692 624 ]
[1  3  3  4  1] :	[ 111 898 638 840 462 ]
[2  3  3  4  1] :	[ 525 557 815 104 895 ]
[3  3  3  4  1] :	[ 871 822 887 250 115 ]
[4  3  3  4  1] :	[ 997 333 232 137 967 ]
[5  3  3  4  1] :	[ 424 57 764 893 154 ]
[1  4  3  4  1] :	[ 651 95 871 426 780 ]
[2  4  3  4  1] :	[ 503 625 993 893 892 ]
[3  4  3  4  1] :	[ 75 188 402 645 918 ]
[4  4  3  4  1] :	[ 252 345 256 637 293 ]
[5  4  3  4  1] :	[ 994 637 373 966 735 ]
[1  5  3  4  1] :	[ 653 993 251 684 509 ]
[2  5  3  4  1] :	[ 298 869 918 251 680 ]
[3  5  3  4  1] :	[ 191 815 799 808 718 ]
[4  5  3  4  1] :	[ 19 571 803 610 715 ]
[5  5  3  4  1] :	[ 12 176 22 482 68 ]
[1  1  4  4  1] :	[ 320 429 723 911 635 ]
[2  1  4  4  1] :	[ 547 809 48 500 853 ]
[3  1  4  4  1] :	[ 395 246 144 240 21 ]
[4  1  4  4  1] :	[ 639 158 814 42 694 ]
[5  1  4  4  1] :	[ 799 416 119 735 493 ]
[1  2  4  4  1] :	[ 964 6 109 888 389 ]
[2  2  4  4  1] :	[ 103 122 665 508 351 ]
[3  2  4  4  1] :	[ 378 803 876 302 207 ]
[4  2  4  4  1] :	[ 410 354 864 462 281 ]
[5  2  4  4  1] :	[ 833 86 75 336 353 ]
[1  3  4  4  1] :	[ 527 432 700 597 207 ]
[2  3  4  4  1] :	[ 774 718 618 875 570 ]
[3  3  4  4  1] :	[ 407 448 340 53 905 ]
[4  3  4  4  1] :	[ 183 910 845 285 993 ]
[5  3  4  4  1] :	[ 582 973 674 511 449 ]
[1  4  4  4  1] :	[ 337 46 981 961 105 ]
[2  4  4  4  1] :	[ 141 593 107 425 973 ]
[3  4  4  4  1] :	[ 442 234 215 71 650 ]
[4  4  4  4  1] :	[ 297 805 77 264 500 ]
[5  4  4  4  1] :	[ 690 686 692 913 648 ]
