# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1644412816306
# Cmd Line:	-g CovariantGame -r -0.2 -players 5 -actions 5 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f CG_multi_5_5_6.txt
# Players:	5
# Actions:	5 5 5 5 5
# players:	5
# actions:	[5]
# r:	-0.2
[4  4  1  2  1] :	[ 568 452 476 595 458 ]
[5  4  1  2  1] :	[ 457 490 409 697 591 ]
[1  5  1  2  1] :	[ 442 542 882 280 527 ]
[2  5  1  2  1] :	[ 455 324 957 330 615 ]
[3  5  1  2  1] :	[ 456 598 480 483 542 ]
[4  5  1  2  1] :	[ 338 547 550 410 765 ]
[5  5  1  2  1] :	[ 586 414 535 668 327 ]
[1  1  2  2  1] :	[ 456 757 464 303 568 ]
[2  1  2  2  1] :	[ 538 489 507 438 715 ]
[3  1  2  2  1] :	[ 424 584 451 686 520 ]
[4  1  2  2  1] :	[ 505 621 462 724 135 ]
[5  1  2  2  1] :	[ 465 504 499 655 509 ]
[1  2  2  2  1] :	[ 720 310 481 213 498 ]
[2  2  2  2  1] :	[ 480 673 473 519 561 ]
[3  2  2  2  1] :	[ 468 431 599 413 635 ]
[4  2  2  2  1] :	[ 440 546 513 597 410 ]
[5  2  2  2  1] :	[ 654 710 365 418 502 ]
[1  3  2  2  1] :	[ 870 364 318 635 427 ]
[2  3  2  2  1] :	[ 715 393 612 435 503 ]
[3  3  2  2  1] :	[ 575 611 518 521 428 ]
[4  3  2  2  1] :	[ 506 539 467 479 594 ]
[5  3  2  2  1] :	[ 512 763 181 702 396 ]
[1  4  2  2  1] :	[ 515 688 558 560 340 ]
[2  4  2  2  1] :	[ 462 416 510 568 589 ]
[3  4  2  2  1] :	[ 407 747 523 426 508 ]
[4  4  2  2  1] :	[ 591 456 484 526 637 ]
[5  4  2  2  1] :	[ 926 81 572 693 403 ]
[1  5  2  2  1] :	[ 510 587 518 513 335 ]
[2  5  2  2  1] :	[ 335 562 583 594 615 ]
[3  5  2  2  1] :	[ 449 315 590 598 388 ]
[4  5  2  2  1] :	[ 623 487 546 714 349 ]
[5  5  2  2  1] :	[ 609 535 352 345 548 ]
[1  1  3  2  1] :	[ 840 493 370 586 445 ]
[2  1  3  2  1] :	[ 500 679 452 500 351 ]
[3  1  3  2  1] :	[ 597 502 591 516 423 ]
[4  1  3  2  1] :	[ 679 247 484 480 620 ]
[5  1  3  2  1] :	[ 540 486 496 399 705 ]
[1  2  3  2  1] :	[ 408 714 619 226 434 ]
[2  2  3  2  1] :	[ 586 427 320 739 354 ]
[3  2  3  2  1] :	[ 339 557 694 739 565 ]
[4  2  3  2  1] :	[ 564 177 352 849 495 ]
[5  2  3  2  1] :	[ 637 396 524 722 460 ]
[1  3  3  2  1] :	[ 338 451 640 604 539 ]
[2  3  3  2  1] :	[ 523 489 766 452 415 ]
[3  3  3  2  1] :	[ 363 498 571 478 545 ]
[4  3  3  2  1] :	[ 720 435 485 525 596 ]
[5  3  3  2  1] :	[ 562 648 387 692 360 ]
[1  4  3  2  1] :	[ 557 471 653 372 599 ]
[2  4  3  2  1] :	[ 538 503 677 591 439 ]
[3  4  3  2  1] :	[ 220 439 354 758 702 ]
[4  4  3  2  1] :	[ 610 529 630 588 367 ]
[5  4  3  2  1] :	[ 515 566 464 536 750 ]
[1  5  3  2  1] :	[ 509 348 646 772 332 ]
[2  5  3  2  1] :	[ 568 782 573 424 432 ]
[3  5  3  2  1] :	[ 559 599 642 498 320 ]
[4  5  3  2  1] :	[ 540 468 437 676 538 ]
[5  5  3  2  1] :	[ 530 620 418 395 599 ]
[1  1  4  2  1] :	[ 445 725 640 473 467 ]
[2  1  4  2  1] :	[ 809 425 371 474 542 ]
[3  1  4  2  1] :	[ 643 671 337 409 482 ]
[4  1  4  2  1] :	[ 592 729 472 572 167 ]
[5  1  4  2  1] :	[ 752 183 526 466 620 ]
[1  2  4  2  1] :	[ 244 809 385 714 528 ]
[2  2  4  2  1] :	[ 590 685 546 512 392 ]
[3  2  4  2  1] :	[ 524 628 569 384 613 ]
[4  2  4  2  1] :	[ 532 502 363 556 473 ]
[5  2  4  2  1] :	[ 602 551 406 820 268 ]
[1  3  4  2  1] :	[ 449 738 516 519 451 ]
[2  3  4  2  1] :	[ 507 601 731 294 527 ]
[3  3  4  2  1] :	[ 427 425 773 532 513 ]
[4  3  4  2  1] :	[ 418 507 475 591 593 ]
[5  3  4  2  1] :	[ 499 539 437 581 647 ]
[1  4  4  2  1] :	[ 573 581 449 507 373 ]
[2  4  4  2  1] :	[ 401 520 511 636 503 ]
[3  4  4  2  1] :	[ 442 378 412 557 559 ]
[4  4  4  2  1] :	[ 453 465 402 435 824 ]
[5  4  4  2  1] :	[ 493 640 263 743 574 ]
[1  5  4  2  1] :	[ 789 565 338 601 421 ]
[2  5  4  2  1] :	[ 263 560 463 604 627 ]
[3  5  4  2  1] :	[ 523 604 604 517 423 ]
[4  5  4  2  1] :	[ 206 535 596 783 433 ]
[5  5  4  2  1] :	[ 447 640 430 411 436 ]
[1  1  5  2  1] :	[ 424 392 579 542 637 ]
[2  1  5  2  1] :	[ 605 888 606 556 348 ]
[3  1  5  2  1] :	[ 456 634 486 529 687 ]
[4  1  5  2  1] :	[ 450 633 350 744 383 ]
[5  1  5  2  1] :	[ 541 426 522 710 410 ]
[1  2  5  2  1] :	[ 814 358 489 423 557 ]
[2  2  5  2  1] :	[ 603 547 499 540 450 ]
[3  2  5  2  1] :	[ 328 248 779 503 784 ]
[4  2  5  2  1] :	[ 628 376 599 473 492 ]
[5  2  5  2  1] :	[ 490 387 581 516 367 ]
[1  3  5  2  1] :	[ 422 521 861 636 271 ]
[2  3  5  2  1] :	[ 546 254 767 448 539 ]
[3  3  5  2  1] :	[ 461 657 572 494 463 ]
[4  3  5  2  1] :	[ 571 581 386 553 573 ]
[5  3  5  2  1] :	[ 463 425 634 766 383 ]
[1  4  5  2  1] :	[ 582 371 390 791 562 ]
[2  4  5  2  1] :	[ 525 477 667 422 608 ]
[3  4  5  2  1] :	[ 436 392 309 497 787 ]
[4  4  5  2  1] :	[ 651 342 554 506 719 ]
[5  4  5  2  1] :	[ 395 745 403 587 542 ]
[1  5  5  2  1] :	[ 683 372 621 414 510 ]
[2  5  5  2  1] :	[ 478 578 421 583 435 ]
[3  5  5  2  1] :	[ 687 570 453 616 382 ]
[4  5  5  2  1] :	[ 604 445 660 490 406 ]
[5  5  5  2  1] :	[ 531 594 429 523 676 ]
[1  1  1  3  1] :	[ 357 661 742 429 534 ]
[2  1  1  3  1] :	[ 400 657 208 510 756 ]
[3  1  1  3  1] :	[ 548 473 724 465 598 ]
[4  1  1  3  1] :	[ 655 494 508 674 348 ]
[5  1  1  3  1] :	[ 556 389 312 585 899 ]
[1  2  1  3  1] :	[ 489 665 342 456 737 ]
[2  2  1  3  1] :	[ 459 398 654 705 584 ]
[3  2  1  3  1] :	[ 609 609 647 332 678 ]
[4  2  1  3  1] :	[ 615 423 516 528 443 ]
[5  2  1  3  1] :	[ 319 457 625 592 609 ]
[1  3  1  3  1] :	[ 550 646 684 399 368 ]
[2  3  1  3  1] :	[ 655 597 379 338 600 ]
[3  3  1  3  1] :	[ 556 394 465 597 743 ]
[4  3  1  3  1] :	[ 414 389 349 489 814 ]
[5  3  1  3  1] :	[ 463 468 523 517 490 ]
[1  4  1  3  1] :	[ 363 606 568 518 449 ]
[2  4  1  3  1] :	[ 698 634 584 373 454 ]
[3  4  1  3  1] :	[ 454 456 583 480 710 ]
[4  4  1  3  1] :	[ 483 675 538 343 427 ]
[5  4  1  3  1] :	[ 415 648 531 586 588 ]
[1  5  1  3  1] :	[ 598 472 446 483 466 ]
[2  5  1  3  1] :	[ 494 620 384 562 607 ]
[3  5  1  3  1] :	[ 480 468 717 763 355 ]
[4  5  1  3  1] :	[ 686 362 557 429 394 ]
[5  5  1  3  1] :	[ 386 724 632 372 621 ]
[1  1  2  3  1] :	[ 470 661 662 300 371 ]
[2  1  2  3  1] :	[ 400 386 616 556 574 ]
[3  1  2  3  1] :	[ 499 706 433 629 403 ]
[4  1  2  3  1] :	[ 587 615 593 221 562 ]
[5  1  2  3  1] :	[ 341 533 435 768 735 ]
[1  2  2  3  1] :	[ 631 458 597 531 302 ]
[2  2  2  3  1] :	[ 762 515 452 518 391 ]
[3  2  2  3  1] :	[ 639 407 628 398 484 ]
[4  2  2  3  1] :	[ 483 516 582 631 473 ]
[5  2  2  3  1] :	[ 441 217 466 528 762 ]
[1  3  2  3  1] :	[ 393 501 251 640 710 ]
[2  3  2  3  1] :	[ 418 452 521 537 674 ]
[3  3  2  3  1] :	[ 566 676 247 502 502 ]
[4  3  2  3  1] :	[ 261 411 552 406 723 ]
[5  3  2  3  1] :	[ 416 494 565 444 427 ]
[1  4  2  3  1] :	[ 458 615 468 546 498 ]
[2  4  2  3  1] :	[ 580 650 384 679 571 ]
[3  4  2  3  1] :	[ 466 565 451 612 479 ]
[4  4  2  3  1] :	[ 487 474 645 526 564 ]
[5  4  2  3  1] :	[ 573 500 588 681 382 ]
[1  5  2  3  1] :	[ 515 470 644 465 546 ]
[2  5  2  3  1] :	[ 612 407 665 419 496 ]
[3  5  2  3  1] :	[ 612 685 737 175 415 ]
[4  5  2  3  1] :	[ 254 622 511 755 284 ]
[5  5  2  3  1] :	[ 766 384 605 473 487 ]
[1  1  3  3  1] :	[ 481 474 560 873 480 ]
[2  1  3  3  1] :	[ 472 785 392 598 596 ]
[3  1  3  3  1] :	[ 629 523 339 495 456 ]
[4  1  3  3  1] :	[ 302 705 504 624 610 ]
[5  1  3  3  1] :	[ 574 424 670 428 569 ]
[1  2  3  3  1] :	[ 709 621 614 497 287 ]
[2  2  3  3  1] :	[ 564 616 256 736 400 ]
[3  2  3  3  1] :	[ 593 440 594 445 633 ]
[4  2  3  3  1] :	[ 424 627 610 315 648 ]
[5  2  3  3  1] :	[ 270 608 583 358 565 ]
[1  3  3  3  1] :	[ 501 410 562 531 632 ]
[2  3  3  3  1] :	[ 380 658 621 337 505 ]
[3  3  3  3  1] :	[ 629 648 577 603 407 ]
[4  3  3  3  1] :	[ 511 338 517 837 613 ]
[5  3  3  3  1] :	[ 482 345 638 703 480 ]
[1  4  3  3  1] :	[ 591 386 500 491 628 ]
[2  4  3  3  1] :	[ 634 532 432 475 490 ]
[3  4  3  3  1] :	[ 453 256 771 622 531 ]
[4  4  3  3  1] :	[ 312 598 395 630 686 ]
[5  4  3  3  1] :	[ 468 757 372 562 426 ]
[1  5  3  3  1] :	[ 757 493 634 274 445 ]
[2  5  3  3  1] :	[ 655 572 436 358 425 ]
[3  5  3  3  1] :	[ 479 442 575 613 549 ]
[4  5  3  3  1] :	[ 388 469 694 498 587 ]
[5  5  3  3  1] :	[ 613 468 495 441 646 ]
[1  1  4  3  1] :	[ 455 843 514 373 737 ]
[2  1  4  3  1] :	[ 491 479 642 489 634 ]
[3  1  4  3  1] :	[ 426 342 805 563 465 ]
[4  1  4  3  1] :	[ 467 286 589 804 503 ]
[5  1  4  3  1] :	[ 659 647 628 431 216 ]
[1  2  4  3  1] :	[ 736 369 793 418 206 ]
[2  2  4  3  1] :	[ 440 787 702 647 329 ]
[3  2  4  3  1] :	[ 215 741 730 600 341 ]
[4  2  4  3  1] :	[ 615 590 335 645 567 ]
[5  2  4  3  1] :	[ 421 462 533 675 367 ]
[1  3  4  3  1] :	[ 652 141 577 580 733 ]
[2  3  4  3  1] :	[ 626 609 280 712 390 ]
[3  3  4  3  1] :	[ 658 336 436 425 594 ]
[4  3  4  3  1] :	[ 554 424 551 598 427 ]
[5  3  4  3  1] :	[ 400 358 559 736 561 ]
[1  4  4  3  1] :	[ 504 756 650 313 420 ]
[2  4  4  3  1] :	[ 383 540 520 689 553 ]
[3  4  4  3  1] :	[ 735 660 256 415 384 ]
[4  4  4  3  1] :	[ 489 502 657 764 232 ]
[5  4  4  3  1] :	[ 342 374 537 801 647 ]
[1  5  4  3  1] :	[ 598 668 435 719 301 ]
[2  5  4  3  1] :	[ 413 517 503 378 726 ]
[3  5  4  3  1] :	[ 380 741 650 279 382 ]
[4  5  4  3  1] :	[ 563 400 493 573 691 ]
[5  5  4  3  1] :	[ 320 530 682 608 627 ]
[1  1  5  3  1] :	[ 444 628 729 575 375 ]
[2  1  5  3  1] :	[ 392 627 519 525 508 ]
[3  1  5  3  1] :	[ 515 608 486 719 438 ]
[4  1  5  3  1] :	[ 493 678 556 618 501 ]
[5  1  5  3  1] :	[ 488 641 529 407 530 ]
[1  2  5  3  1] :	[ 480 436 544 580 548 ]
[2  2  5  3  1] :	[ 240 440 489 704 621 ]
[3  2  5  3  1] :	[ 488 480 577 416 513 ]
[4  2  5  3  1] :	[ 881 362 541 446 353 ]
[5  2  5  3  1] :	[ 402 594 459 554 547 ]
[1  3  5  3  1] :	[ 430 653 624 319 482 ]
[2  3  5  3  1] :	[ 485 545 487 743 503 ]
[3  3  5  3  1] :	[ 308 670 509 625 403 ]
[4  3  5  3  1] :	[ 455 610 462 515 658 ]
[5  3  5  3  1] :	[ 513 512 507 556 543 ]
[1  4  5  3  1] :	[ 666 575 309 396 736 ]
[2  4  5  3  1] :	[ 510 639 327 604 602 ]
[3  4  5  3  1] :	[ 490 352 497 558 697 ]
[4  4  5  3  1] :	[ 560 528 574 629 574 ]
[5  4  5  3  1] :	[ 112 511 515 591 800 ]
[1  5  5  3  1] :	[ 477 659 667 273 387 ]
[2  5  5  3  1] :	[ 448 449 758 506 426 ]
[3  5  5  3  1] :	[ 534 744 640 274 564 ]
[4  5  5  3  1] :	[ 924 384 362 612 429 ]
[5  5  5  3  1] :	[ 678 576 381 593 325 ]
[1  1  1  4  1] :	[ 589 528 570 422 638 ]
[2  1  1  4  1] :	[ 621 681 664 556 376 ]
[3  1  1  4  1] :	[ 512 570 465 726 254 ]
[4  1  1  4  1] :	[ 373 567 662 431 333 ]
[5  1  1  4  1] :	[ 505 659 666 314 565 ]
[1  2  1  4  1] :	[ 516 516 436 674 354 ]
[2  2  1  4  1] :	[ 305 442 507 915 360 ]
[3  2  1  4  1] :	[ 335 552 455 462 692 ]
[4  2  1  4  1] :	[ 411 612 436 615 695 ]
[5  2  1  4  1] :	[ 487 616 727 429 444 ]
[1  3  1  4  1] :	[ 403 584 489 841 284 ]
[2  3  1  4  1] :	[ 392 388 738 644 463 ]
[3  3  1  4  1] :	[ 636 372 571 621 480 ]
[4  3  1  4  1] :	[ 646 511 446 512 658 ]
[5  3  1  4  1] :	[ 483 500 669 351 581 ]
[1  4  1  4  1] :	[ 360 468 424 567 648 ]
[2  4  1  4  1] :	[ 608 448 573 696 310 ]
[3  4  1  4  1] :	[ 621 573 273 599 374 ]
[4  4  1  4  1] :	[ 554 621 393 496 710 ]
[5  4  1  4  1] :	[ 585 556 460 715 344 ]
[1  5  1  4  1] :	[ 709 674 409 529 412 ]
[2  5  1  4  1] :	[ 725 528 699 347 566 ]
[3  5  1  4  1] :	[ 650 557 638 622 294 ]
[4  5  1  4  1] :	[ 488 378 658 286 629 ]
[5  5  1  4  1] :	[ 528 546 664 546 423 ]
[1  1  2  4  1] :	[ 771 558 575 364 319 ]
[2  1  2  4  1] :	[ 470 557 500 328 600 ]
[3  1  2  4  1] :	[ 352 681 609 464 540 ]
[4  1  2  4  1] :	[ 611 731 383 365 517 ]
[5  1  2  4  1] :	[ 175 611 496 549 838 ]
[1  2  2  4  1] :	[ 705 470 488 598 354 ]
[2  2  2  4  1] :	[ 812 356 788 518 233 ]
[3  2  2  4  1] :	[ 496 757 559 524 466 ]
[4  2  2  4  1] :	[ 670 601 632 396 592 ]
[5  2  2  4  1] :	[ 523 451 635 534 515 ]
[1  3  2  4  1] :	[ 400 670 615 413 510 ]
[2  3  2  4  1] :	[ 538 699 612 477 470 ]
[3  3  2  4  1] :	[ 420 620 386 766 353 ]
[4  3  2  4  1] :	[ 448 548 464 651 585 ]
[5  3  2  4  1] :	[ 201 594 766 432 358 ]
[1  4  2  4  1] :	[ 498 563 391 752 407 ]
[2  4  2  4  1] :	[ 430 414 640 584 507 ]
[3  4  2  4  1] :	[ 515 313 387 687 672 ]
[4  4  2  4  1] :	[ 306 655 577 374 492 ]
[5  4  2  4  1] :	[ 374 284 296 676 642 ]
[1  5  2  4  1] :	[ 510 551 597 697 336 ]
[2  5  2  4  1] :	[ 394 405 534 781 528 ]
[3  5  2  4  1] :	[ 541 605 614 504 447 ]
[4  5  2  4  1] :	[ 493 379 575 602 531 ]
[5  5  2  4  1] :	[ 346 519 523 717 551 ]
[1  1  3  4  1] :	[ 542 355 607 537 582 ]
[2  1  3  4  1] :	[ 630 447 660 568 363 ]
[3  1  3  4  1] :	[ 531 608 394 364 689 ]
[4  1  3  4  1] :	[ 431 422 603 549 383 ]
[5  1  3  4  1] :	[ 531 410 487 483 628 ]
[1  2  3  4  1] :	[ 535 514 603 251 551 ]
[2  2  3  4  1] :	[ 393 617 555 514 591 ]
[3  2  3  4  1] :	[ 666 451 688 648 404 ]
[4  2  3  4  1] :	[ 581 508 651 473 469 ]
[5  2  3  4  1] :	[ 617 596 637 458 405 ]
[1  3  3  4  1] :	[ 480 472 562 514 416 ]
[2  3  3  4  1] :	[ 344 528 726 498 486 ]
[3  3  3  4  1] :	[ 608 422 582 396 328 ]
[4  3  3  4  1] :	[ 478 709 708 484 483 ]
[5  3  3  4  1] :	[ 616 655 278 466 618 ]
[1  4  3  4  1] :	[ 471 733 550 620 439 ]
[2  4  3  4  1] :	[ 342 592 459 655 499 ]
[3  4  3  4  1] :	[ 817 352 515 256 618 ]
[4  4  3  4  1] :	[ 447 363 564 600 582 ]
[5  4  3  4  1] :	[ 473 489 422 763 343 ]
[1  5  3  4  1] :	[ 715 686 504 486 186 ]
[2  5  3  4  1] :	[ 455 650 578 444 584 ]
[3  5  3  4  1] :	[ 480 631 520 638 494 ]
[4  5  3  4  1] :	[ 530 556 414 457 520 ]
[5  5  3  4  1] :	[ 500 602 383 460 688 ]
[1  1  4  4  1] :	[ 405 474 450 513 811 ]
[2  1  4  4  1] :	[ 487 508 557 540 618 ]
[3  1  4  4  1] :	[ 634 439 497 535 585 ]
[4  1  4  4  1] :	[ 420 585 450 602 632 ]
[5  1  4  4  1] :	[ 774 531 492 445 259 ]
[1  2  4  4  1] :	[ 675 481 482 498 453 ]
[2  2  4  4  1] :	[ 265 515 555 591 598 ]
[3  2  4  4  1] :	[ 663 720 571 550 249 ]
[4  2  4  4  1] :	[ 535 452 598 609 317 ]
[5  2  4  4  1] :	[ 594 395 456 706 608 ]
[1  3  4  4  1] :	[ 828 401 553 378 484 ]
[2  3  4  4  1] :	[ 408 324 679 403 663 ]
[3  3  4  4  1] :	[ 524 557 368 655 539 ]
[4  3  4  4  1] :	[ 376 553 598 613 411 ]
[5  3  4  4  1] :	[ 634 264 530 448 479 ]
[1  4  4  4  1] :	[ 703 331 515 418 725 ]
[2  4  4  4  1] :	[ 434 466 468 611 480 ]
[3  4  4  4  1] :	[ 488 537 402 498 543 ]
[4  4  4  4  1] :	[ 589 571 501 471 577 ]
