# Generated by GAMUT v1.0.1
# A Game With Normal Covariant Random Payoffs
# Game Parameter Values:
# Random seed:	1652359371227
# Cmd Line:	-g CovariantGame -r -0.2 -players 3 -actions 5 -normalize -min_payoff 0.01 -max_payoff 1 -int_payoffs -int_mult 100 -f CG_multi_3_5_10.txt
# Players:	3
# Actions:	5 5 5
# players:	3
# actions:	[5]
# r:	-0.2
[2  3  4] :	[ 51 56 51 ]
[3  3  4] :	[ 38 50 61 ]
[4  3  4] :	[ 57 65 41 ]
[5  3  4] :	[ 49 63 39 ]
[1  4  4] :	[ 62 62 61 ]
[2  4  4] :	[ 43 55 54 ]
[3  4  4] :	[ 52 48 55 ]
[4  4  4] :	[ 45 61 49 ]
[5  4  4] :	[ 28 66 34 ]
[1  5  4] :	[ 75 64 24 ]
[2  5  4] :	[ 56 46 60 ]
[3  5  4] :	[ 54 67 41 ]
[4  5  4] :	[ 70 76 49 ]
[5  5  4] :	[ 64 43 28 ]
[1  1  5] :	[ 39 51 61 ]
[2  1  5] :	[ 37 59 46 ]
[3  1  5] :	[ 21 86 23 ]
[4  1  5] :	[ 25 48 62 ]
[5  1  5] :	[ 48 43 74 ]
[1  2  5] :	[ 70 58 41 ]
[2  2  5] :	[ 59 45 61 ]
[3  2  5] :	[ 76 63 46 ]
[4  2  5] :	[ 68 38 73 ]
[5  2  5] :	[ 54 47 61 ]
[1  3  5] :	[ 37 31 80 ]
[2  3  5] :	[ 95 46 13 ]
[3  3  5] :	[ 51 66 60 ]
[4  3  5] :	[ 56 57 47 ]
[5  3  5] :	[ 54 45 46 ]
[1  4  5] :	[ 39 52 30 ]
[2  4  5] :	[ 68 44 45 ]
[3  4  5] :	[ 58 66 49 ]
[4  4  5] :	[ 22 80 76 ]
[5  4  5] :	[ 43 44 59 ]
[1  5  5] :	[ 46 61 48 ]
[2  5  5] :	[ 60 64 47 ]
[3  5  5] :	[ 59 39 57 ]
[4  5  5] :	[ 60 48 52 ]
[5  5  5] :	[ 39 60 66 ]
