[*,5,2,5]  1 64 2 86 3 95
[*,1,3,5]  1 89 2 83 3 42
[*,2,3,5]  1 67 2 84 3 8
[*,3,3,5]  1 97 2 36 3 13
[*,4,3,5]  1 6 2 39 3 87
[*,5,3,5]  1 66 2 85 3 8
[*,1,4,5]  1 66 2 95 3 54
[*,2,4,5]  1 67 2 54 3 34
[*,3,4,5]  1 45 2 96 3 93
[*,4,4,5]  1 21 2 80 3 45
[*,5,4,5]  1 5 2 43 3 98
[*,1,5,5]  1 80 2 47 3 26
[*,2,5,5]  1 35 2 69 3 100
[*,3,5,5]  1 93 2 1 3 91
[*,4,5,5]  1 17 2 25 3 20
[*,5,5,5]  1 47 2 40 3 24;

#param U :=  1 97.0 2 99.0 3 98.0;
#param pu :=  1 99.0 2 100.0 3 100.0;
#param pl :=  1 2.0 2 1.0 3 2.0;
