# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652520753952
# Cmd Line:	-g RandomGame -players 3 -actions 5 -normalize -min_payoff 0.01 -max_payoff 1 -int_payoffs -int_mult 100 -f RG_multi_3_5_3.txt
# Players:	3
# Actions:	5 5 5
# players:	3
# actions:	[5]
[4  2  3] :	[ 94 4 3 ]
[5  2  3] :	[ 63 44 38 ]
[1  3  3] :	[ 87 25 30 ]
[2  3  3] :	[ 86 87 60 ]
[3  3  3] :	[ 73 48 39 ]
[4  3  3] :	[ 36 6 25 ]
[5  3  3] :	[ 90 95 58 ]
[1  4  3] :	[ 91 4 18 ]
[2  4  3] :	[ 88 71 53 ]
[3  4  3] :	[ 70 38 66 ]
[4  4  3] :	[ 33 87 58 ]
[5  4  3] :	[ 98 34 94 ]
[1  5  3] :	[ 17 88 79 ]
[2  5  3] :	[ 92 97 37 ]
[3  5  3] :	[ 18 81 29 ]
[4  5  3] :	[ 36 42 23 ]
[5  5  3] :	[ 55 70 73 ]
[1  1  4] :	[ 8 22 67 ]
[2  1  4] :	[ 68 28 86 ]
[3  1  4] :	[ 65 58 98 ]
[4  1  4] :	[ 86 86 73 ]
[5  1  4] :	[ 50 94 26 ]
[1  2  4] :	[ 31 51 52 ]
[2  2  4] :	[ 67 73 76 ]
[3  2  4] :	[ 35 96 88 ]
[4  2  4] :	[ 26 36 68 ]
[5  2  4] :	[ 61 40 48 ]
[1  3  4] :	[ 54 63 35 ]
[2  3  4] :	[ 21 93 70 ]
[3  3  4] :	[ 56 37 52 ]
[4  3  4] :	[ 40 30 82 ]
[5  3  4] :	[ 77 85 52 ]
[1  4  4] :	[ 13 33 79 ]
[2  4  4] :	[ 66 17 12 ]
[3  4  4] :	[ 26 29 58 ]
[4  4  4] :	[ 93 47 90 ]
[5  4  4] :	[ 15 32 95 ]
[1  5  4] :	[ 76 94 81 ]
[2  5  4] :	[ 4 76 91 ]
[3  5  4] :	[ 28 61 13 ]
[4  5  4] :	[ 50 71 90 ]
[5  5  4] :	[ 11 77 59 ]
[1  1  5] :	[ 25 32 61 ]
[2  1  5] :	[ 22 16 13 ]
[3  1  5] :	[ 20 84 2 ]
[4  1  5] :	[ 78 59 27 ]
[5  1  5] :	[ 44 14 49 ]
[1  2  5] :	[ 26 1 75 ]
[2  2  5] :	[ 22 16 20 ]
[3  2  5] :	[ 61 13 45 ]
[4  2  5] :	[ 82 83 90 ]
[5  2  5] :	[ 64 86 95 ]
[1  3  5] :	[ 89 83 42 ]
[2  3  5] :	[ 67 84 8 ]
[3  3  5] :	[ 97 36 13 ]
[4  3  5] :	[ 6 39 87 ]
[5  3  5] :	[ 66 85 8 ]
[1  4  5] :	[ 66 95 54 ]
[2  4  5] :	[ 67 54 34 ]
[3  4  5] :	[ 45 96 93 ]
[4  4  5] :	[ 21 80 45 ]
[5  4  5] :	[ 5 43 98 ]
[1  5  5] :	[ 80 47 26 ]
[2  5  5] :	[ 35 69 100 ]
[3  5  5] :	[ 93 1 91 ]
[4  5  5] :	[ 17 25 20 ]
[5  5  5] :	[ 47 40 24 ]
