# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652520734842
# Cmd Line:	-g RandomGame -players 3 -actions 5 -normalize -min_payoff 0.01 -max_payoff 1 -int_payoffs -int_mult 100 -f RG_multi_3_5_1.txt
# Players:	3
# Actions:	5 5 5
# players:	3
# actions:	[5]
[5  4  3] :	[ 81 65 61 ]
[1  5  3] :	[ 15 75 10 ]
[2  5  3] :	[ 43 100 48 ]
[3  5  3] :	[ 47 57 43 ]
[4  5  3] :	[ 54 63 33 ]
[5  5  3] :	[ 44 12 94 ]
[1  1  4] :	[ 8 51 83 ]
[2  1  4] :	[ 8 80 91 ]
[3  1  4] :	[ 23 51 21 ]
[4  1  4] :	[ 68 76 60 ]
[5  1  4] :	[ 23 79 51 ]
[1  2  4] :	[ 90 14 48 ]
[2  2  4] :	[ 13 10 4 ]
[3  2  4] :	[ 5 5 71 ]
[4  2  4] :	[ 52 1 70 ]
[5  2  4] :	[ 61 58 66 ]
[1  3  4] :	[ 26 12 31 ]
[2  3  4] :	[ 91 6 60 ]
[3  3  4] :	[ 71 62 7 ]
[4  3  4] :	[ 92 100 20 ]
[5  3  4] :	[ 4 70 31 ]
[1  4  4] :	[ 91 50 63 ]
[2  4  4] :	[ 11 85 81 ]
[3  4  4] :	[ 66 68 34 ]
[4  4  4] :	[ 70 51 36 ]
[5  4  4] :	[ 93 99 40 ]
[1  5  4] :	[ 34 31 14 ]
[2  5  4] :	[ 57 5 59 ]
[3  5  4] :	[ 23 67 84 ]
[4  5  4] :	[ 87 30 8 ]
[5  5  4] :	[ 25 24 44 ]
[1  1  5] :	[ 49 53 48 ]
[2  1  5] :	[ 33 9 20 ]
[3  1  5] :	[ 68 30 45 ]
[4  1  5] :	[ 44 47 41 ]
[5  1  5] :	[ 82 72 13 ]
[1  2  5] :	[ 88 59 59 ]
[2  2  5] :	[ 15 74 25 ]
[3  2  5] :	[ 70 29 61 ]
[4  2  5] :	[ 38 59 97 ]
[5  2  5] :	[ 36 94 94 ]
[1  3  5] :	[ 92 65 99 ]
[2  3  5] :	[ 25 19 40 ]
[3  3  5] :	[ 16 80 61 ]
[4  3  5] :	[ 57 100 39 ]
[5  3  5] :	[ 99 36 70 ]
[1  4  5] :	[ 66 68 1 ]
[2  4  5] :	[ 13 41 97 ]
[3  4  5] :	[ 39 100 88 ]
[4  4  5] :	[ 47 46 56 ]
[5  4  5] :	[ 10 53 94 ]
[1  5  5] :	[ 54 95 33 ]
[2  5  5] :	[ 52 29 65 ]
[3  5  5] :	[ 43 4 41 ]
[4  5  5] :	[ 98 8 22 ]
[5  5  5] :	[ 5 10 69 ]
