# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1644491344343
# Cmd Line:	-g RandomGame -players 5 -actions 5 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f RG_multi_5_5_2.txt
# Players:	5
# Actions:	5 5 5 5 5
# players:	5
# actions:	[5]
[3  4  3  1  1] :	[ 412 431 588 764 950 ]
[4  4  3  1  1] :	[ 983 324 897 996 324 ]
[5  4  3  1  1] :	[ 575 841 64 731 437 ]
[1  5  3  1  1] :	[ 233 923 116 636 839 ]
[2  5  3  1  1] :	[ 506 559 475 783 609 ]
[3  5  3  1  1] :	[ 839 30 617 195 582 ]
[4  5  3  1  1] :	[ 990 329 743 78 876 ]
[5  5  3  1  1] :	[ 498 484 97 909 496 ]
[1  1  4  1  1] :	[ 317 196 560 600 872 ]
[2  1  4  1  1] :	[ 152 607 343 510 126 ]
[3  1  4  1  1] :	[ 558 251 965 81 491 ]
[4  1  4  1  1] :	[ 341 29 825 639 427 ]
[5  1  4  1  1] :	[ 888 718 589 306 710 ]
[1  2  4  1  1] :	[ 763 541 373 617 307 ]
[2  2  4  1  1] :	[ 918 72 493 43 539 ]
[3  2  4  1  1] :	[ 849 911 315 665 976 ]
[4  2  4  1  1] :	[ 75 43 546 668 844 ]
[5  2  4  1  1] :	[ 667 427 429 842 672 ]
[1  3  4  1  1] :	[ 638 445 95 121 56 ]
[2  3  4  1  1] :	[ 145 907 611 149 756 ]
[3  3  4  1  1] :	[ 488 771 854 819 324 ]
[4  3  4  1  1] :	[ 148 727 101 485 935 ]
[5  3  4  1  1] :	[ 161 315 832 475 10 ]
[1  4  4  1  1] :	[ 376 568 894 575 642 ]
[2  4  4  1  1] :	[ 696 561 789 762 738 ]
[3  4  4  1  1] :	[ 233 362 296 475 959 ]
[4  4  4  1  1] :	[ 840 212 586 767 790 ]
[5  4  4  1  1] :	[ 756 810 166 778 958 ]
[1  5  4  1  1] :	[ 627 300 432 178 560 ]
[2  5  4  1  1] :	[ 388 614 731 876 686 ]
[3  5  4  1  1] :	[ 687 599 860 846 882 ]
[4  5  4  1  1] :	[ 590 855 953 61 204 ]
[5  5  4  1  1] :	[ 945 959 506 558 502 ]
[1  1  5  1  1] :	[ 463 956 439 814 37 ]
[2  1  5  1  1] :	[ 773 492 672 344 999 ]
[3  1  5  1  1] :	[ 44 72 336 82 844 ]
[4  1  5  1  1] :	[ 210 704 180 285 518 ]
[5  1  5  1  1] :	[ 600 347 262 783 336 ]
[1  2  5  1  1] :	[ 307 954 344 438 213 ]
[2  2  5  1  1] :	[ 181 933 923 572 928 ]
[3  2  5  1  1] :	[ 975 162 456 860 70 ]
[4  2  5  1  1] :	[ 975 219 336 938 943 ]
[5  2  5  1  1] :	[ 242 514 340 984 596 ]
[1  3  5  1  1] :	[ 640 303 405 118 479 ]
[2  3  5  1  1] :	[ 601 537 126 186 535 ]
[3  3  5  1  1] :	[ 1000 879 589 941 377 ]
[4  3  5  1  1] :	[ 930 5 864 816 727 ]
[5  3  5  1  1] :	[ 181 455 651 167 943 ]
[1  4  5  1  1] :	[ 470 637 337 411 243 ]
[2  4  5  1  1] :	[ 825 312 402 80 397 ]
[3  4  5  1  1] :	[ 745 806 829 18 935 ]
[4  4  5  1  1] :	[ 236 823 388 205 226 ]
[5  4  5  1  1] :	[ 454 726 728 634 403 ]
[1  5  5  1  1] :	[ 822 382 654 964 199 ]
[2  5  5  1  1] :	[ 795 7 927 625 566 ]
[3  5  5  1  1] :	[ 516 238 924 491 196 ]
[4  5  5  1  1] :	[ 987 564 765 423 362 ]
[5  5  5  1  1] :	[ 993 318 551 801 87 ]
[1  1  1  2  1] :	[ 844 528 23 312 652 ]
[2  1  1  2  1] :	[ 686 518 467 99 933 ]
[3  1  1  2  1] :	[ 802 897 321 939 8 ]
[4  1  1  2  1] :	[ 131 897 801 358 767 ]
[5  1  1  2  1] :	[ 299 873 721 284 309 ]
[1  2  1  2  1] :	[ 113 668 138 37 335 ]
[2  2  1  2  1] :	[ 446 179 838 237 824 ]
[3  2  1  2  1] :	[ 923 207 895 55 668 ]
[4  2  1  2  1] :	[ 677 749 62 798 873 ]
[5  2  1  2  1] :	[ 710 558 875 110 166 ]
[1  3  1  2  1] :	[ 988 266 356 108 68 ]
[2  3  1  2  1] :	[ 122 967 519 229 523 ]
[3  3  1  2  1] :	[ 311 453 471 454 284 ]
[4  3  1  2  1] :	[ 955 919 66 806 81 ]
[5  3  1  2  1] :	[ 939 400 532 780 785 ]
[1  4  1  2  1] :	[ 302 391 370 557 805 ]
[2  4  1  2  1] :	[ 104 620 741 644 447 ]
[3  4  1  2  1] :	[ 232 694 874 911 637 ]
[4  4  1  2  1] :	[ 232 833 334 586 924 ]
[5  4  1  2  1] :	[ 762 267 960 754 467 ]
[1  5  1  2  1] :	[ 98 611 590 354 425 ]
[2  5  1  2  1] :	[ 774 289 982 763 831 ]
[3  5  1  2  1] :	[ 333 77 444 721 587 ]
[4  5  1  2  1] :	[ 576 480 328 184 861 ]
[5  5  1  2  1] :	[ 246 561 514 804 44 ]
[1  1  2  2  1] :	[ 634 34 622 36 261 ]
[2  1  2  2  1] :	[ 917 845 551 120 575 ]
[3  1  2  2  1] :	[ 865 462 923 728 664 ]
[4  1  2  2  1] :	[ 231 896 39 286 170 ]
[5  1  2  2  1] :	[ 256 234 575 694 570 ]
[1  2  2  2  1] :	[ 320 473 633 485 750 ]
[2  2  2  2  1] :	[ 928 142 371 310 80 ]
[3  2  2  2  1] :	[ 431 906 146 917 288 ]
[4  2  2  2  1] :	[ 469 528 77 328 482 ]
[5  2  2  2  1] :	[ 912 745 29 533 379 ]
[1  3  2  2  1] :	[ 951 840 177 756 631 ]
[2  3  2  2  1] :	[ 117 816 625 960 154 ]
[3  3  2  2  1] :	[ 943 901 404 370 343 ]
[4  3  2  2  1] :	[ 892 808 558 547 574 ]
[5  3  2  2  1] :	[ 667 168 971 306 359 ]
[1  4  2  2  1] :	[ 775 642 375 774 280 ]
[2  4  2  2  1] :	[ 406 579 244 839 787 ]
[3  4  2  2  1] :	[ 481 96 271 447 145 ]
[4  4  2  2  1] :	[ 481 419 316 902 334 ]
[5  4  2  2  1] :	[ 22 28 149 471 717 ]
[1  5  2  2  1] :	[ 248 248 852 119 849 ]
[2  5  2  2  1] :	[ 401 980 366 655 689 ]
[3  5  2  2  1] :	[ 273 145 656 610 969 ]
[4  5  2  2  1] :	[ 928 174 108 824 136 ]
[5  5  2  2  1] :	[ 457 483 393 936 567 ]
[1  1  3  2  1] :	[ 608 180 721 233 522 ]
[2  1  3  2  1] :	[ 326 579 539 870 770 ]
[3  1  3  2  1] :	[ 721 953 603 26 459 ]
[4  1  3  2  1] :	[ 202 36 815 214 923 ]
[5  1  3  2  1] :	[ 664 800 45 892 96 ]
[1  2  3  2  1] :	[ 561 351 794 93 800 ]
[2  2  3  2  1] :	[ 727 250 981 459 438 ]
[3  2  3  2  1] :	[ 754 634 80 611 733 ]
[4  2  3  2  1] :	[ 813 270 42 729 909 ]
[5  2  3  2  1] :	[ 563 450 15 22 348 ]
[1  3  3  2  1] :	[ 154 632 875 756 355 ]
[2  3  3  2  1] :	[ 901 293 576 679 955 ]
[3  3  3  2  1] :	[ 806 342 185 746 538 ]
[4  3  3  2  1] :	[ 693 760 273 627 997 ]
[5  3  3  2  1] :	[ 756 484 368 16 714 ]
[1  4  3  2  1] :	[ 432 687 67 262 752 ]
[2  4  3  2  1] :	[ 747 771 605 512 298 ]
[3  4  3  2  1] :	[ 936 557 749 811 554 ]
[4  4  3  2  1] :	[ 711 822 627 242 195 ]
[5  4  3  2  1] :	[ 771 42 613 414 515 ]
[1  5  3  2  1] :	[ 769 257 356 593 255 ]
[2  5  3  2  1] :	[ 997 275 593 82 82 ]
[3  5  3  2  1] :	[ 82 122 122 759 324 ]
[4  5  3  2  1] :	[ 383 123 499 434 7 ]
[5  5  3  2  1] :	[ 165 732 824 753 760 ]
[1  1  4  2  1] :	[ 599 493 116 439 607 ]
[2  1  4  2  1] :	[ 36 650 297 556 331 ]
[3  1  4  2  1] :	[ 69 371 298 743 734 ]
[4  1  4  2  1] :	[ 682 148 351 246 431 ]
[5  1  4  2  1] :	[ 837 579 180 159 895 ]
[1  2  4  2  1] :	[ 650 949 639 290 389 ]
[2  2  4  2  1] :	[ 925 904 932 288 641 ]
[3  2  4  2  1] :	[ 62 419 190 947 518 ]
[4  2  4  2  1] :	[ 969 606 439 801 99 ]
[5  2  4  2  1] :	[ 459 337 428 962 6 ]
[1  3  4  2  1] :	[ 290 159 705 799 231 ]
[2  3  4  2  1] :	[ 550 350 808 497 930 ]
[3  3  4  2  1] :	[ 979 231 925 781 975 ]
[4  3  4  2  1] :	[ 115 534 59 100 641 ]
[5  3  4  2  1] :	[ 679 159 55 786 312 ]
[1  4  4  2  1] :	[ 72 949 158 52 773 ]
[2  4  4  2  1] :	[ 805 964 333 47 816 ]
[3  4  4  2  1] :	[ 466 789 754 592 749 ]
[4  4  4  2  1] :	[ 395 22 23 334 589 ]
[5  4  4  2  1] :	[ 928 719 959 795 97 ]
[1  5  4  2  1] :	[ 210 875 271 963 208 ]
[2  5  4  2  1] :	[ 87 180 654 276 313 ]
[3  5  4  2  1] :	[ 173 96 202 868 487 ]
[4  5  4  2  1] :	[ 419 200 262 806 763 ]
[5  5  4  2  1] :	[ 837 104 651 310 243 ]
[1  1  5  2  1] :	[ 802 94 731 705 616 ]
[2  1  5  2  1] :	[ 994 299 266 869 708 ]
[3  1  5  2  1] :	[ 541 271 503 484 719 ]
[4  1  5  2  1] :	[ 146 712 345 361 848 ]
[5  1  5  2  1] :	[ 71 274 746 535 462 ]
[1  2  5  2  1] :	[ 964 578 18 95 215 ]
[2  2  5  2  1] :	[ 991 454 68 298 711 ]
[3  2  5  2  1] :	[ 575 307 259 437 443 ]
[4  2  5  2  1] :	[ 111 187 465 388 247 ]
[5  2  5  2  1] :	[ 920 145 280 292 537 ]
[1  3  5  2  1] :	[ 29 775 874 243 463 ]
[2  3  5  2  1] :	[ 481 586 950 933 267 ]
[3  3  5  2  1] :	[ 586 920 689 99 344 ]
[4  3  5  2  1] :	[ 332 60 855 539 527 ]
[5  3  5  2  1] :	[ 376 525 870 21 622 ]
[1  4  5  2  1] :	[ 112 415 4 766 314 ]
[2  4  5  2  1] :	[ 224 253 219 769 24 ]
[3  4  5  2  1] :	[ 844 37 246 285 989 ]
[4  4  5  2  1] :	[ 268 646 390 664 330 ]
[5  4  5  2  1] :	[ 136 340 438 426 9 ]
[1  5  5  2  1] :	[ 227 45 763 104 720 ]
[2  5  5  2  1] :	[ 791 812 761 920 870 ]
[3  5  5  2  1] :	[ 886 313 242 997 120 ]
[4  5  5  2  1] :	[ 44 441 555 282 417 ]
[5  5  5  2  1] :	[ 493 621 950 131 815 ]
[1  1  1  3  1] :	[ 841 279 178 214 66 ]
[2  1  1  3  1] :	[ 952 726 51 109 974 ]
[3  1  1  3  1] :	[ 28 306 749 593 25 ]
[4  1  1  3  1] :	[ 666 347 28 535 232 ]
[5  1  1  3  1] :	[ 997 651 151 219 243 ]
[1  2  1  3  1] :	[ 931 33 824 725 756 ]
[2  2  1  3  1] :	[ 838 467 32 717 879 ]
[3  2  1  3  1] :	[ 784 207 563 468 72 ]
[4  2  1  3  1] :	[ 66 303 108 368 476 ]
[5  2  1  3  1] :	[ 383 820 975 251 937 ]
[1  3  1  3  1] :	[ 441 58 159 372 159 ]
[2  3  1  3  1] :	[ 856 795 451 909 212 ]
[3  3  1  3  1] :	[ 803 584 513 304 933 ]
[4  3  1  3  1] :	[ 271 572 983 989 494 ]
[5  3  1  3  1] :	[ 263 600 563 403 62 ]
[1  4  1  3  1] :	[ 8 775 808 399 265 ]
[2  4  1  3  1] :	[ 956 840 957 649 290 ]
[3  4  1  3  1] :	[ 646 66 750 990 108 ]
[4  4  1  3  1] :	[ 218 808 507 435 253 ]
[5  4  1  3  1] :	[ 935 548 893 158 571 ]
[1  5  1  3  1] :	[ 518 88 745 306 39 ]
[2  5  1  3  1] :	[ 984 715 215 838 299 ]
[3  5  1  3  1] :	[ 703 975 201 949 991 ]
[4  5  1  3  1] :	[ 335 565 49 471 934 ]
[5  5  1  3  1] :	[ 617 287 304 130 413 ]
[1  1  2  3  1] :	[ 634 496 175 614 992 ]
[2  1  2  3  1] :	[ 241 91 963 821 458 ]
[3  1  2  3  1] :	[ 582 475 752 456 630 ]
[4  1  2  3  1] :	[ 639 944 973 744 145 ]
[5  1  2  3  1] :	[ 216 193 422 238 33 ]
[1  2  2  3  1] :	[ 491 67 848 62 768 ]
[2  2  2  3  1] :	[ 451 56 304 249 841 ]
[3  2  2  3  1] :	[ 291 813 518 72 905 ]
[4  2  2  3  1] :	[ 597 388 163 390 599 ]
[5  2  2  3  1] :	[ 930 575 588 583 602 ]
[1  3  2  3  1] :	[ 835 682 333 966 33 ]
[2  3  2  3  1] :	[ 612 835 933 671 860 ]
[3  3  2  3  1] :	[ 7 791 451 202 91 ]
[4  3  2  3  1] :	[ 569 812 98 65 416 ]
[5  3  2  3  1] :	[ 498 922 278 763 983 ]
[1  4  2  3  1] :	[ 90 49 993 312 442 ]
[2  4  2  3  1] :	[ 158 244 814 999 995 ]
[3  4  2  3  1] :	[ 734 184 251 640 710 ]
[4  4  2  3  1] :	[ 625 711 269 703 111 ]
[5  4  2  3  1] :	[ 382 133 294 323 91 ]
[1  5  2  3  1] :	[ 802 981 506 434 473 ]
[2  5  2  3  1] :	[ 99 299 163 949 911 ]
[3  5  2  3  1] :	[ 573 450 312 169 476 ]
[4  5  2  3  1] :	[ 386 403 447 125 450 ]
[5  5  2  3  1] :	[ 991 510 901 457 880 ]
[1  1  3  3  1] :	[ 818 855 666 289 28 ]
[2  1  3  3  1] :	[ 522 306 556 13 350 ]
[3  1  3  3  1] :	[ 786 575 488 45 226 ]
[4  1  3  3  1] :	[ 414 808 327 759 238 ]
[5  1  3  3  1] :	[ 869 20 293 12 351 ]
[1  2  3  3  1] :	[ 913 946 451 717 552 ]
[2  2  3  3  1] :	[ 525 333 499 951 693 ]
[3  2  3  3  1] :	[ 612 368 269 438 712 ]
[4  2  3  3  1] :	[ 454 604 602 44 148 ]
[5  2  3  3  1] :	[ 453 922 14 373 798 ]
[1  3  3  3  1] :	[ 72 777 918 480 641 ]
[2  3  3  3  1] :	[ 544 996 258 891 510 ]
[3  3  3  3  1] :	[ 580 954 339 389 492 ]
[4  3  3  3  1] :	[ 152 950 68 389 188 ]
[5  3  3  3  1] :	[ 775 142 29 626 362 ]
[1  4  3  3  1] :	[ 944 212 915 173 219 ]
[2  4  3  3  1] :	[ 799 742 540 766 76 ]
[3  4  3  3  1] :	[ 398 384 240 503 591 ]
[4  4  3  3  1] :	[ 58 755 630 296 187 ]
[5  4  3  3  1] :	[ 152 495 591 300 514 ]
[1  5  3  3  1] :	[ 373 971 388 80 130 ]
[2  5  3  3  1] :	[ 260 251 733 774 101 ]
[3  5  3  3  1] :	[ 665 95 997 962 930 ]
[4  5  3  3  1] :	[ 639 641 751 316 363 ]
[5  5  3  3  1] :	[ 71 409 314 274 348 ]
[1  1  4  3  1] :	[ 313 344 381 986 933 ]
[2  1  4  3  1] :	[ 758 921 790 927 558 ]
[3  1  4  3  1] :	[ 258 956 799 248 294 ]
[4  1  4  3  1] :	[ 186 313 607 240 34 ]
[5  1  4  3  1] :	[ 79 17 272 65 132 ]
[1  2  4  3  1] :	[ 131 955 743 852 336 ]
[2  2  4  3  1] :	[ 315 88 284 450 64 ]
[3  2  4  3  1] :	[ 300 763 522 847 535 ]
[4  2  4  3  1] :	[ 784 468 281 900 190 ]
[5  2  4  3  1] :	[ 466 223 596 111 720 ]
[1  3  4  3  1] :	[ 981 837 553 240 84 ]
[2  3  4  3  1] :	[ 802 168 731 844 423 ]
[3  3  4  3  1] :	[ 538 573 206 243 265 ]
[4  3  4  3  1] :	[ 122 228 948 237 252 ]
[5  3  4  3  1] :	[ 160 402 744 134 259 ]
[1  4  4  3  1] :	[ 186 492 745 367 745 ]
[2  4  4  3  1] :	[ 172 490 816 150 958 ]
[3  4  4  3  1] :	[ 609 385 420 208 790 ]
[4  4  4  3  1] :	[ 892 127 646 463 510 ]
[5  4  4  3  1] :	[ 664 579 835 12 201 ]
[1  5  4  3  1] :	[ 972 594 13 817 780 ]
[2  5  4  3  1] :	[ 586 686 757 587 490 ]
[3  5  4  3  1] :	[ 607 14 403 660 104 ]
[4  5  4  3  1] :	[ 723 497 856 976 952 ]
[5  5  4  3  1] :	[ 240 559 508 509 249 ]
[1  1  5  3  1] :	[ 901 436 332 561 40 ]
[2  1  5  3  1] :	[ 980 903 198 963 64 ]
[3  1  5  3  1] :	[ 825 192 311 572 414 ]
[4  1  5  3  1] :	[ 133 762 896 709 307 ]
[5  1  5  3  1] :	[ 979 7 771 771 835 ]
[1  2  5  3  1] :	[ 997 511 74 927 397 ]
[2  2  5  3  1] :	[ 613 893 952 502 272 ]
[3  2  5  3  1] :	[ 538 534 694 563 148 ]
[4  2  5  3  1] :	[ 571 957 316 405 930 ]
[5  2  5  3  1] :	[ 820 201 777 623 546 ]
[1  3  5  3  1] :	[ 618 599 203 685 669 ]
[2  3  5  3  1] :	[ 806 182 23 134 765 ]
[3  3  5  3  1] :	[ 734 566 894 439 818 ]
[4  3  5  3  1] :	[ 446 723 76 90 525 ]
[5  3  5  3  1] :	[ 663 705 701 40 508 ]
[1  4  5  3  1] :	[ 23 138 857 46 611 ]
[2  4  5  3  1] :	[ 720 761 791 68 334 ]
[3  4  5  3  1] :	[ 741 906 321 211 415 ]
[4  4  5  3  1] :	[ 901 292 324 582 476 ]
[5  4  5  3  1] :	[ 138 56 388 564 463 ]
[1  5  5  3  1] :	[ 316 725 245 302 240 ]
[2  5  5  3  1] :	[ 337 677 133 883 515 ]
[3  5  5  3  1] :	[ 646 877 133 427 595 ]
[4  5  5  3  1] :	[ 688 124 906 281 244 ]
[5  5  5  3  1] :	[ 74 920 284 485 359 ]
[1  1  1  4  1] :	[ 76 662 965 38 236 ]
[2  1  1  4  1] :	[ 972 455 793 741 730 ]
[3  1  1  4  1] :	[ 61 452 778 144 849 ]
[4  1  1  4  1] :	[ 806 158 607 933 459 ]
[5  1  1  4  1] :	[ 144 2 991 818 986 ]
[1  2  1  4  1] :	[ 357 489 161 518 755 ]
[2  2  1  4  1] :	[ 199 878 492 706 207 ]
[3  2  1  4  1] :	[ 672 354 349 261 433 ]
[4  2  1  4  1] :	[ 786 996 190 16 667 ]
[5  2  1  4  1] :	[ 498 126 923 67 829 ]
[1  3  1  4  1] :	[ 451 159 516 135 674 ]
[2  3  1  4  1] :	[ 156 55 158 972 752 ]
[3  3  1  4  1] :	[ 518 644 742 608 101 ]
[4  3  1  4  1] :	[ 816 290 370 471 488 ]
[5  3  1  4  1] :	[ 782 110 655 705 631 ]
[1  4  1  4  1] :	[ 292 408 83 798 559 ]
[2  4  1  4  1] :	[ 63 146 882 143 684 ]
[3  4  1  4  1] :	[ 60 464 612 891 124 ]
[4  4  1  4  1] :	[ 887 923 912 243 556 ]
[5  4  1  4  1] :	[ 519 248 422 866 254 ]
[1  5  1  4  1] :	[ 838 990 101 527 789 ]
[2  5  1  4  1] :	[ 871 956 859 479 730 ]
[3  5  1  4  1] :	[ 890 532 394 211 162 ]
[4  5  1  4  1] :	[ 617 116 833 236 899 ]
[5  5  1  4  1] :	[ 682 305 219 701 971 ]
[1  1  2  4  1] :	[ 165 136 637 862 688 ]
[2  1  2  4  1] :	[ 145 632 646 938 225 ]
[3  1  2  4  1] :	[ 342 598 693 508 290 ]
[4  1  2  4  1] :	[ 654 734 166 591 858 ]
[5  1  2  4  1] :	[ 638 670 170 637 792 ]
[1  2  2  4  1] :	[ 373 712 951 815 517 ]
[2  2  2  4  1] :	[ 459 92 946 213 105 ]
[3  2  2  4  1] :	[ 210 273 475 709 680 ]
[4  2  2  4  1] :	[ 813 68 537 26 628 ]
[5  2  2  4  1] :	[ 801 176 479 92 928 ]
[1  3  2  4  1] :	[ 100 191 387 435 113 ]
[2  3  2  4  1] :	[ 724 103 385 726 764 ]
[3  3  2  4  1] :	[ 533 919 579 897 911 ]
[4  3  2  4  1] :	[ 178 487 899 346 182 ]
[5  3  2  4  1] :	[ 553 236 660 697 43 ]
[1  4  2  4  1] :	[ 364 711 164 413 993 ]
[2  4  2  4  1] :	[ 975 76 965 687 401 ]
[3  4  2  4  1] :	[ 595 75 32 548 766 ]
[4  4  2  4  1] :	[ 844 161 50 420 351 ]
[5  4  2  4  1] :	[ 587 268 758 335 135 ]
[1  5  2  4  1] :	[ 845 645 312 279 514 ]
[2  5  2  4  1] :	[ 818 605 326 140 633 ]
[3  5  2  4  1] :	[ 722 703 472 398 833 ]
[4  5  2  4  1] :	[ 86 493 107 839 186 ]
[5  5  2  4  1] :	[ 577 118 691 853 870 ]
[1  1  3  4  1] :	[ 388 125 532 472 948 ]
[2  1  3  4  1] :	[ 991 224 996 634 678 ]
[3  1  3  4  1] :	[ 855 62 516 916 360 ]
[4  1  3  4  1] :	[ 92 104 436 809 557 ]
[5  1  3  4  1] :	[ 135 511 701 489 700 ]
[1  2  3  4  1] :	[ 438 819 597 504 365 ]
[2  2  3  4  1] :	[ 169 865 340 717 129 ]
[3  2  3  4  1] :	[ 831 181 654 328 70 ]
[4  2  3  4  1] :	[ 893 607 752 566 241 ]
[5  2  3  4  1] :	[ 979 217 800 720 517 ]
[1  3  3  4  1] :	[ 675 334 771 661 797 ]
[2  3  3  4  1] :	[ 609 88 488 854 517 ]
[3  3  3  4  1] :	[ 75 430 238 966 962 ]
[4  3  3  4  1] :	[ 62 889 363 756 682 ]
[5  3  3  4  1] :	[ 474 396 969 278 413 ]
[1  4  3  4  1] :	[ 30 54 734 769 887 ]
[2  4  3  4  1] :	[ 527 845 553 509 92 ]
[3  4  3  4  1] :	[ 731 224 109 425 788 ]
[4  4  3  4  1] :	[ 41 541 922 168 440 ]
[5  4  3  4  1] :	[ 124 378 114 799 895 ]
[1  5  3  4  1] :	[ 519 159 802 627 301 ]
[2  5  3  4  1] :	[ 315 91 621 109 926 ]
[3  5  3  4  1] :	[ 77 929 356 741 558 ]
[4  5  3  4  1] :	[ 126 483 141 290 167 ]
[5  5  3  4  1] :	[ 16 154 742 215 198 ]
[1  1  4  4  1] :	[ 71 95 498 668 5 ]
[2  1  4  4  1] :	[ 911 433 787 697 76 ]
[3  1  4  4  1] :	[ 253 546 252 268 336 ]
[4  1  4  4  1] :	[ 397 233 704 286 981 ]
[5  1  4  4  1] :	[ 747 891 546 486 714 ]
[1  2  4  4  1] :	[ 898 21 269 512 973 ]
[2  2  4  4  1] :	[ 717 480 592 404 917 ]
[3  2  4  4  1] :	[ 644 442 193 754 523 ]
[4  2  4  4  1] :	[ 502 433 356 169 243 ]
[5  2  4  4  1] :	[ 313 921 734 630 290 ]
[1  3  4  4  1] :	[ 177 508 650 315 682 ]
[2  3  4  4  1] :	[ 596 364 927 357 909 ]
[3  3  4  4  1] :	[ 242 682 405 383 142 ]
[4  3  4  4  1] :	[ 647 575 868 368 629 ]
[5  3  4  4  1] :	[ 274 768 682 395 635 ]
[1  4  4  4  1] :	[ 270 36 389 43 3 ]
[2  4  4  4  1] :	[ 23 362 5 21 769 ]
[3  4  4  4  1] :	[ 872 478 315 31 853 ]
[4  4  4  4  1] :	[ 946 437 760 291 607 ]
[5  4  4  4  1] :	[ 425 330 618 977 921 ]
