# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1644491390791
# Cmd Line:	-g RandomGame -players 5 -actions 5 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f RG_multi_5_5_10.txt
# Players:	5
# Actions:	5 5 5 5 5
# players:	5
# actions:	[5]
[3  1  1  2  1] :	[ 890 987 460 399 919 ]
[4  1  1  2  1] :	[ 340 653 69 839 85 ]
[5  1  1  2  1] :	[ 654 771 72 303 674 ]
[1  2  1  2  1] :	[ 175 948 865 348 913 ]
[2  2  1  2  1] :	[ 888 40 764 860 938 ]
[3  2  1  2  1] :	[ 98 634 374 306 545 ]
[4  2  1  2  1] :	[ 867 732 584 630 112 ]
[5  2  1  2  1] :	[ 353 136 730 298 122 ]
[1  3  1  2  1] :	[ 495 69 782 371 716 ]
[2  3  1  2  1] :	[ 961 493 616 299 458 ]
[3  3  1  2  1] :	[ 377 133 697 813 526 ]
[4  3  1  2  1] :	[ 894 466 695 602 135 ]
[5  3  1  2  1] :	[ 754 404 542 59 207 ]
[1  4  1  2  1] :	[ 686 107 817 350 910 ]
[2  4  1  2  1] :	[ 498 870 161 450 160 ]
[3  4  1  2  1] :	[ 318 846 155 856 587 ]
[4  4  1  2  1] :	[ 834 690 331 116 565 ]
[5  4  1  2  1] :	[ 336 127 310 993 558 ]
[1  5  1  2  1] :	[ 680 121 621 316 397 ]
[2  5  1  2  1] :	[ 19 463 586 233 26 ]
[3  5  1  2  1] :	[ 623 26 256 737 47 ]
[4  5  1  2  1] :	[ 57 756 935 554 902 ]
[5  5  1  2  1] :	[ 745 475 525 267 107 ]
[1  1  2  2  1] :	[ 620 426 424 229 904 ]
[2  1  2  2  1] :	[ 928 440 673 895 546 ]
[3  1  2  2  1] :	[ 147 348 919 555 276 ]
[4  1  2  2  1] :	[ 673 974 462 826 428 ]
[5  1  2  2  1] :	[ 522 434 373 343 811 ]
[1  2  2  2  1] :	[ 925 507 997 707 186 ]
[2  2  2  2  1] :	[ 7 260 746 463 679 ]
[3  2  2  2  1] :	[ 317 262 504 8 354 ]
[4  2  2  2  1] :	[ 13 371 881 46 667 ]
[5  2  2  2  1] :	[ 694 734 343 890 231 ]
[1  3  2  2  1] :	[ 339 463 526 990 361 ]
[2  3  2  2  1] :	[ 635 571 267 534 865 ]
[3  3  2  2  1] :	[ 187 606 985 957 26 ]
[4  3  2  2  1] :	[ 139 784 54 493 717 ]
[5  3  2  2  1] :	[ 288 232 428 983 224 ]
[1  4  2  2  1] :	[ 44 832 845 731 466 ]
[2  4  2  2  1] :	[ 942 813 786 395 921 ]
[3  4  2  2  1] :	[ 342 534 691 911 578 ]
[4  4  2  2  1] :	[ 44 812 977 932 921 ]
[5  4  2  2  1] :	[ 193 758 487 42 901 ]
[1  5  2  2  1] :	[ 236 524 367 573 149 ]
[2  5  2  2  1] :	[ 424 462 227 957 740 ]
[3  5  2  2  1] :	[ 842 416 212 527 753 ]
[4  5  2  2  1] :	[ 78 374 886 290 556 ]
[5  5  2  2  1] :	[ 875 272 75 567 239 ]
[1  1  3  2  1] :	[ 296 814 237 608 645 ]
[2  1  3  2  1] :	[ 175 979 904 281 342 ]
[3  1  3  2  1] :	[ 674 136 226 565 492 ]
[4  1  3  2  1] :	[ 114 130 714 792 905 ]
[5  1  3  2  1] :	[ 277 608 676 917 859 ]
[1  2  3  2  1] :	[ 476 155 382 155 370 ]
[2  2  3  2  1] :	[ 423 408 690 833 352 ]
[3  2  3  2  1] :	[ 444 641 365 185 181 ]
[4  2  3  2  1] :	[ 437 520 378 460 20 ]
[5  2  3  2  1] :	[ 549 670 713 287 570 ]
[1  3  3  2  1] :	[ 757 823 972 173 407 ]
[2  3  3  2  1] :	[ 72 659 222 442 3 ]
[3  3  3  2  1] :	[ 642 366 793 637 107 ]
[4  3  3  2  1] :	[ 451 745 424 432 552 ]
[5  3  3  2  1] :	[ 549 767 475 870 847 ]
[1  4  3  2  1] :	[ 704 380 76 706 570 ]
[2  4  3  2  1] :	[ 764 980 617 71 189 ]
[3  4  3  2  1] :	[ 638 527 218 405 10 ]
[4  4  3  2  1] :	[ 793 994 241 416 11 ]
[5  4  3  2  1] :	[ 477 911 835 781 344 ]
[1  5  3  2  1] :	[ 185 971 862 379 109 ]
[2  5  3  2  1] :	[ 723 585 614 921 313 ]
[3  5  3  2  1] :	[ 83 206 396 872 656 ]
[4  5  3  2  1] :	[ 31 72 734 570 220 ]
[5  5  3  2  1] :	[ 759 6 656 572 265 ]
[1  1  4  2  1] :	[ 279 379 813 473 486 ]
[2  1  4  2  1] :	[ 435 225 819 952 528 ]
[3  1  4  2  1] :	[ 996 717 718 704 7 ]
[4  1  4  2  1] :	[ 653 40 500 413 558 ]
[5  1  4  2  1] :	[ 789 218 571 508 151 ]
[1  2  4  2  1] :	[ 839 297 996 625 440 ]
[2  2  4  2  1] :	[ 439 815 845 476 47 ]
[3  2  4  2  1] :	[ 46 124 3 153 789 ]
[4  2  4  2  1] :	[ 963 682 356 46 9 ]
[5  2  4  2  1] :	[ 448 918 573 6 801 ]
[1  3  4  2  1] :	[ 63 666 409 42 520 ]
[2  3  4  2  1] :	[ 529 205 146 142 316 ]
[3  3  4  2  1] :	[ 370 663 567 999 122 ]
[4  3  4  2  1] :	[ 704 531 899 821 61 ]
[5  3  4  2  1] :	[ 372 120 899 558 703 ]
[1  4  4  2  1] :	[ 142 709 960 13 516 ]
[2  4  4  2  1] :	[ 532 150 163 936 302 ]
[3  4  4  2  1] :	[ 841 374 975 761 797 ]
[4  4  4  2  1] :	[ 298 413 893 352 223 ]
[5  4  4  2  1] :	[ 406 461 93 259 696 ]
[1  5  4  2  1] :	[ 401 670 624 694 635 ]
[2  5  4  2  1] :	[ 97 784 552 596 308 ]
[3  5  4  2  1] :	[ 230 258 374 454 171 ]
[4  5  4  2  1] :	[ 387 948 143 266 407 ]
[5  5  4  2  1] :	[ 398 835 780 294 330 ]
[1  1  5  2  1] :	[ 681 248 830 44 349 ]
[2  1  5  2  1] :	[ 791 124 65 839 739 ]
[3  1  5  2  1] :	[ 790 809 815 99 761 ]
[4  1  5  2  1] :	[ 57 749 692 854 820 ]
[5  1  5  2  1] :	[ 46 551 93 995 362 ]
[1  2  5  2  1] :	[ 184 265 828 530 944 ]
[2  2  5  2  1] :	[ 346 872 871 585 245 ]
[3  2  5  2  1] :	[ 609 164 448 772 286 ]
[4  2  5  2  1] :	[ 229 478 863 876 919 ]
[5  2  5  2  1] :	[ 390 885 291 255 859 ]
[1  3  5  2  1] :	[ 252 58 609 585 694 ]
[2  3  5  2  1] :	[ 776 142 433 281 569 ]
[3  3  5  2  1] :	[ 115 612 650 592 337 ]
[4  3  5  2  1] :	[ 57 27 441 755 738 ]
[5  3  5  2  1] :	[ 268 943 109 620 589 ]
[1  4  5  2  1] :	[ 396 667 401 616 763 ]
[2  4  5  2  1] :	[ 280 924 125 770 352 ]
[3  4  5  2  1] :	[ 432 147 66 933 354 ]
[4  4  5  2  1] :	[ 142 861 775 441 555 ]
[5  4  5  2  1] :	[ 518 79 396 425 591 ]
[1  5  5  2  1] :	[ 679 46 649 716 569 ]
[2  5  5  2  1] :	[ 308 143 579 984 861 ]
[3  5  5  2  1] :	[ 411 898 782 477 981 ]
[4  5  5  2  1] :	[ 1 438 435 729 99 ]
[5  5  5  2  1] :	[ 830 287 397 833 892 ]
[1  1  1  3  1] :	[ 549 489 960 329 522 ]
[2  1  1  3  1] :	[ 294 367 876 566 998 ]
[3  1  1  3  1] :	[ 710 976 633 737 81 ]
[4  1  1  3  1] :	[ 328 742 936 36 493 ]
[5  1  1  3  1] :	[ 400 511 255 659 684 ]
[1  2  1  3  1] :	[ 298 832 650 788 621 ]
[2  2  1  3  1] :	[ 926 528 384 30 86 ]
[3  2  1  3  1] :	[ 449 68 57 62 972 ]
[4  2  1  3  1] :	[ 487 322 358 684 484 ]
[5  2  1  3  1] :	[ 412 45 799 750 760 ]
[1  3  1  3  1] :	[ 625 440 24 181 857 ]
[2  3  1  3  1] :	[ 367 827 792 453 269 ]
[3  3  1  3  1] :	[ 97 826 561 167 846 ]
[4  3  1  3  1] :	[ 221 742 74 164 936 ]
[5  3  1  3  1] :	[ 934 836 427 680 546 ]
[1  4  1  3  1] :	[ 985 629 67 395 512 ]
[2  4  1  3  1] :	[ 74 294 683 716 531 ]
[3  4  1  3  1] :	[ 86 560 644 123 986 ]
[4  4  1  3  1] :	[ 148 201 848 121 55 ]
[5  4  1  3  1] :	[ 702 664 140 537 509 ]
[1  5  1  3  1] :	[ 459 425 442 376 117 ]
[2  5  1  3  1] :	[ 565 9 326 63 746 ]
[3  5  1  3  1] :	[ 386 202 383 985 487 ]
[4  5  1  3  1] :	[ 498 609 46 397 736 ]
[5  5  1  3  1] :	[ 756 499 109 437 44 ]
[1  1  2  3  1] :	[ 623 791 679 10 715 ]
[2  1  2  3  1] :	[ 157 373 405 9 723 ]
[3  1  2  3  1] :	[ 590 334 533 966 760 ]
[4  1  2  3  1] :	[ 595 183 390 95 74 ]
[5  1  2  3  1] :	[ 761 529 321 355 957 ]
[1  2  2  3  1] :	[ 790 725 398 46 801 ]
[2  2  2  3  1] :	[ 523 262 619 643 782 ]
[3  2  2  3  1] :	[ 376 795 948 495 780 ]
[4  2  2  3  1] :	[ 144 325 874 93 84 ]
[5  2  2  3  1] :	[ 8 660 691 572 941 ]
[1  3  2  3  1] :	[ 19 765 718 714 595 ]
[2  3  2  3  1] :	[ 426 390 909 456 11 ]
[3  3  2  3  1] :	[ 940 476 895 128 979 ]
[4  3  2  3  1] :	[ 636 574 697 461 740 ]
[5  3  2  3  1] :	[ 61 473 474 188 570 ]
[1  4  2  3  1] :	[ 71 789 233 672 564 ]
[2  4  2  3  1] :	[ 618 38 767 51 68 ]
[3  4  2  3  1] :	[ 812 379 444 435 275 ]
[4  4  2  3  1] :	[ 716 909 858 927 463 ]
[5  4  2  3  1] :	[ 27 812 869 485 722 ]
[1  5  2  3  1] :	[ 599 917 6 503 313 ]
[2  5  2  3  1] :	[ 876 766 298 674 638 ]
[3  5  2  3  1] :	[ 925 513 816 674 717 ]
[4  5  2  3  1] :	[ 489 324 159 399 649 ]
[5  5  2  3  1] :	[ 804 614 660 74 834 ]
[1  1  3  3  1] :	[ 514 440 71 382 685 ]
[2  1  3  3  1] :	[ 54 634 717 750 664 ]
[3  1  3  3  1] :	[ 307 359 61 353 93 ]
[4  1  3  3  1] :	[ 847 754 491 519 989 ]
[5  1  3  3  1] :	[ 644 690 853 753 600 ]
[1  2  3  3  1] :	[ 318 805 181 972 487 ]
[2  2  3  3  1] :	[ 705 518 412 430 317 ]
[3  2  3  3  1] :	[ 266 88 412 922 9 ]
[4  2  3  3  1] :	[ 965 660 261 675 247 ]
[5  2  3  3  1] :	[ 318 243 379 534 88 ]
[1  3  3  3  1] :	[ 79 73 581 67 633 ]
[2  3  3  3  1] :	[ 58 700 261 348 811 ]
[3  3  3  3  1] :	[ 65 366 36 682 135 ]
[4  3  3  3  1] :	[ 757 228 768 413 31 ]
[5  3  3  3  1] :	[ 508 674 575 59 465 ]
[1  4  3  3  1] :	[ 910 760 308 441 432 ]
[2  4  3  3  1] :	[ 493 41 300 153 251 ]
[3  4  3  3  1] :	[ 154 774 327 187 579 ]
[4  4  3  3  1] :	[ 794 363 883 614 392 ]
[5  4  3  3  1] :	[ 975 293 53 391 579 ]
[1  5  3  3  1] :	[ 245 704 114 486 947 ]
[2  5  3  3  1] :	[ 755 763 772 975 419 ]
[3  5  3  3  1] :	[ 970 641 91 493 244 ]
[4  5  3  3  1] :	[ 750 98 792 680 222 ]
[5  5  3  3  1] :	[ 653 874 390 19 555 ]
[1  1  4  3  1] :	[ 126 498 928 609 83 ]
[2  1  4  3  1] :	[ 486 685 586 790 885 ]
[3  1  4  3  1] :	[ 608 137 126 30 753 ]
[4  1  4  3  1] :	[ 799 258 641 746 375 ]
[5  1  4  3  1] :	[ 858 510 361 40 231 ]
[1  2  4  3  1] :	[ 457 424 506 271 17 ]
[2  2  4  3  1] :	[ 821 447 44 42 207 ]
[3  2  4  3  1] :	[ 177 835 497 533 279 ]
[4  2  4  3  1] :	[ 703 264 660 456 919 ]
[5  2  4  3  1] :	[ 694 101 398 238 968 ]
[1  3  4  3  1] :	[ 465 864 532 84 235 ]
[2  3  4  3  1] :	[ 509 231 412 322 171 ]
[3  3  4  3  1] :	[ 929 345 279 524 689 ]
[4  3  4  3  1] :	[ 479 116 975 853 179 ]
[5  3  4  3  1] :	[ 440 669 645 110 38 ]
[1  4  4  3  1] :	[ 302 406 517 45 186 ]
[2  4  4  3  1] :	[ 134 614 630 691 847 ]
[3  4  4  3  1] :	[ 421 419 746 436 801 ]
[4  4  4  3  1] :	[ 959 535 826 236 212 ]
[5  4  4  3  1] :	[ 954 739 97 359 634 ]
[1  5  4  3  1] :	[ 815 777 253 531 603 ]
[2  5  4  3  1] :	[ 73 477 230 770 622 ]
[3  5  4  3  1] :	[ 268 49 881 67 566 ]
[4  5  4  3  1] :	[ 984 288 794 40 348 ]
[5  5  4  3  1] :	[ 986 823 222 653 768 ]
[1  1  5  3  1] :	[ 396 847 966 654 321 ]
[2  1  5  3  1] :	[ 38 442 369 988 262 ]
[3  1  5  3  1] :	[ 230 586 214 877 282 ]
[4  1  5  3  1] :	[ 758 775 632 833 630 ]
[5  1  5  3  1] :	[ 579 718 510 938 880 ]
[1  2  5  3  1] :	[ 841 57 380 871 285 ]
[2  2  5  3  1] :	[ 697 663 279 174 954 ]
[3  2  5  3  1] :	[ 349 275 912 613 217 ]
[4  2  5  3  1] :	[ 179 360 148 112 879 ]
[5  2  5  3  1] :	[ 362 558 572 908 149 ]
[1  3  5  3  1] :	[ 73 47 352 534 556 ]
[2  3  5  3  1] :	[ 199 601 968 809 588 ]
[3  3  5  3  1] :	[ 26 302 154 43 240 ]
[4  3  5  3  1] :	[ 533 835 127 594 901 ]
[5  3  5  3  1] :	[ 798 445 849 455 346 ]
[1  4  5  3  1] :	[ 947 822 599 45 15 ]
[2  4  5  3  1] :	[ 900 206 969 863 965 ]
[3  4  5  3  1] :	[ 592 76 739 218 7 ]
[4  4  5  3  1] :	[ 24 424 802 349 276 ]
[5  4  5  3  1] :	[ 832 941 477 656 850 ]
[1  5  5  3  1] :	[ 478 838 845 110 354 ]
[2  5  5  3  1] :	[ 131 489 101 573 369 ]
[3  5  5  3  1] :	[ 686 888 607 41 627 ]
[4  5  5  3  1] :	[ 682 69 982 68 709 ]
[5  5  5  3  1] :	[ 665 265 151 148 151 ]
[1  1  1  4  1] :	[ 614 784 371 1 858 ]
[2  1  1  4  1] :	[ 449 375 7 477 816 ]
[3  1  1  4  1] :	[ 68 861 556 12 55 ]
[4  1  1  4  1] :	[ 61 383 716 636 137 ]
[5  1  1  4  1] :	[ 462 533 27 311 938 ]
[1  2  1  4  1] :	[ 221 196 150 315 463 ]
[2  2  1  4  1] :	[ 341 702 844 814 682 ]
[3  2  1  4  1] :	[ 898 185 339 216 696 ]
[4  2  1  4  1] :	[ 748 246 63 572 650 ]
[5  2  1  4  1] :	[ 535 264 490 346 226 ]
[1  3  1  4  1] :	[ 243 379 823 289 640 ]
[2  3  1  4  1] :	[ 528 711 797 930 986 ]
[3  3  1  4  1] :	[ 775 102 13 262 37 ]
[4  3  1  4  1] :	[ 121 993 129 215 897 ]
[5  3  1  4  1] :	[ 486 309 260 659 55 ]
[1  4  1  4  1] :	[ 189 490 543 886 458 ]
[2  4  1  4  1] :	[ 279 992 372 784 250 ]
[3  4  1  4  1] :	[ 591 45 175 706 770 ]
[4  4  1  4  1] :	[ 248 688 346 368 968 ]
[5  4  1  4  1] :	[ 563 376 524 508 605 ]
[1  5  1  4  1] :	[ 807 754 63 915 56 ]
[2  5  1  4  1] :	[ 328 805 623 973 292 ]
[3  5  1  4  1] :	[ 778 329 83 555 771 ]
[4  5  1  4  1] :	[ 392 111 464 334 13 ]
[5  5  1  4  1] :	[ 858 217 294 313 99 ]
[1  1  2  4  1] :	[ 269 423 257 433 613 ]
[2  1  2  4  1] :	[ 426 311 20 449 23 ]
[3  1  2  4  1] :	[ 200 621 288 708 970 ]
[4  1  2  4  1] :	[ 727 986 728 855 358 ]
[5  1  2  4  1] :	[ 539 910 106 738 739 ]
[1  2  2  4  1] :	[ 234 41 264 948 483 ]
[2  2  2  4  1] :	[ 47 10 311 864 165 ]
[3  2  2  4  1] :	[ 606 692 214 206 456 ]
[4  2  2  4  1] :	[ 538 313 24 133 601 ]
[5  2  2  4  1] :	[ 875 721 275 196 953 ]
[1  3  2  4  1] :	[ 52 470 231 881 228 ]
[2  3  2  4  1] :	[ 409 789 395 683 59 ]
[3  3  2  4  1] :	[ 404 208 49 747 543 ]
[4  3  2  4  1] :	[ 170 773 809 985 123 ]
[5  3  2  4  1] :	[ 376 869 955 680 233 ]
[1  4  2  4  1] :	[ 968 867 470 228 439 ]
[2  4  2  4  1] :	[ 523 830 314 870 404 ]
[3  4  2  4  1] :	[ 540 232 562 507 954 ]
[4  4  2  4  1] :	[ 223 550 784 795 541 ]
[5  4  2  4  1] :	[ 708 851 966 982 419 ]
[1  5  2  4  1] :	[ 85 964 440 5 612 ]
[2  5  2  4  1] :	[ 847 717 461 986 286 ]
[3  5  2  4  1] :	[ 419 10 523 891 792 ]
[4  5  2  4  1] :	[ 659 392 906 792 275 ]
[5  5  2  4  1] :	[ 539 329 485 597 441 ]
[1  1  3  4  1] :	[ 715 154 303 503 249 ]
[2  1  3  4  1] :	[ 100 465 649 126 201 ]
[3  1  3  4  1] :	[ 702 260 940 721 902 ]
[4  1  3  4  1] :	[ 171 583 766 651 873 ]
[5  1  3  4  1] :	[ 60 17 405 417 805 ]
[1  2  3  4  1] :	[ 68 985 767 271 774 ]
[2  2  3  4  1] :	[ 238 515 40 506 490 ]
[3  2  3  4  1] :	[ 940 244 92 72 356 ]
[4  2  3  4  1] :	[ 843 549 242 592 164 ]
[5  2  3  4  1] :	[ 404 796 213 171 502 ]
[1  3  3  4  1] :	[ 68 792 142 763 212 ]
[2  3  3  4  1] :	[ 165 763 220 468 37 ]
[3  3  3  4  1] :	[ 170 55 570 825 148 ]
[4  3  3  4  1] :	[ 57 568 824 520 77 ]
[5  3  3  4  1] :	[ 154 104 724 617 945 ]
[1  4  3  4  1] :	[ 604 730 647 368 989 ]
[2  4  3  4  1] :	[ 740 84 408 708 564 ]
[3  4  3  4  1] :	[ 180 39 604 158 200 ]
[4  4  3  4  1] :	[ 56 142 604 391 883 ]
[5  4  3  4  1] :	[ 1 689 191 206 330 ]
[1  5  3  4  1] :	[ 358 76 354 455 512 ]
[2  5  3  4  1] :	[ 182 27 195 33 116 ]
[3  5  3  4  1] :	[ 315 231 448 908 932 ]
[4  5  3  4  1] :	[ 177 361 158 262 71 ]
[5  5  3  4  1] :	[ 608 774 111 55 141 ]
[1  1  4  4  1] :	[ 625 36 875 785 560 ]
[2  1  4  4  1] :	[ 731 686 360 5 239 ]
[3  1  4  4  1] :	[ 345 112 318 682 29 ]
[4  1  4  4  1] :	[ 76 566 814 533 747 ]
[5  1  4  4  1] :	[ 280 920 51 419 953 ]
[1  2  4  4  1] :	[ 499 585 621 803 756 ]
[2  2  4  4  1] :	[ 407 389 319 88 121 ]
[3  2  4  4  1] :	[ 492 673 665 975 316 ]
[4  2  4  4  1] :	[ 929 740 27 859 300 ]
[5  2  4  4  1] :	[ 448 639 151 408 778 ]
[1  3  4  4  1] :	[ 617 474 623 832 901 ]
[2  3  4  4  1] :	[ 962 61 670 432 490 ]
[3  3  4  4  1] :	[ 766 841 223 304 932 ]
[4  3  4  4  1] :	[ 176 137 507 740 512 ]
[5  3  4  4  1] :	[ 175 320 552 848 272 ]
[1  4  4  4  1] :	[ 41 760 796 786 761 ]
[2  4  4  4  1] :	[ 513 354 843 177 955 ]
[3  4  4  4  1] :	[ 724 684 293 333 319 ]
[4  4  4  4  1] :	[ 985 438 544 171 898 ]
[5  4  4  4  1] :	[ 733 262 650 187 127 ]
