# Generated by GAMUT v1.0.1
# A Game With Uniformly Random Payoffs
# Game Parameter Values:
# Random seed:	1652188575127
# Cmd Line:	-g RandomGame -players 3 -actions 10 -normalize -min_payoff 0.01 -max_payoff 10 -int_payoffs -int_mult 100 -f RG_multi_3_10_9.txt
# Players:	3
# Actions:	10 10 10
# players:	3
# actions:	[10]
[3  6  2] :	[ 621 60 373 ]
[4  6  2] :	[ 33 916 867 ]
[5  6  2] :	[ 411 79 681 ]
[6  6  2] :	[ 188 86 769 ]
[7  6  2] :	[ 757 287 209 ]
[8  6  2] :	[ 497 418 858 ]
[9  6  2] :	[ 741 47 968 ]
[10  6  2] :	[ 768 74 782 ]
[1  7  2] :	[ 856 282 153 ]
[2  7  2] :	[ 860 410 558 ]
[3  7  2] :	[ 823 124 42 ]
[4  7  2] :	[ 553 500 574 ]
[5  7  2] :	[ 521 981 268 ]
[6  7  2] :	[ 270 565 552 ]
[7  7  2] :	[ 968 146 508 ]
[8  7  2] :	[ 566 717 392 ]
[9  7  2] :	[ 247 837 590 ]
[10  7  2] :	[ 11 36 75 ]
[1  8  2] :	[ 812 733 935 ]
[2  8  2] :	[ 99 949 608 ]
[3  8  2] :	[ 881 640 57 ]
[4  8  2] :	[ 575 447 130 ]
[5  8  2] :	[ 639 747 275 ]
[6  8  2] :	[ 563 545 374 ]
[7  8  2] :	[ 92 397 712 ]
[8  8  2] :	[ 293 989 545 ]
[9  8  2] :	[ 692 148 332 ]
[10  8  2] :	[ 667 481 840 ]
[1  9  2] :	[ 297 351 56 ]
[2  9  2] :	[ 446 466 290 ]
[3  9  2] :	[ 403 359 413 ]
[4  9  2] :	[ 192 503 469 ]
[5  9  2] :	[ 461 55 938 ]
[6  9  2] :	[ 21 50 336 ]
[7  9  2] :	[ 298 207 273 ]
[8  9  2] :	[ 754 560 646 ]
[9  9  2] :	[ 161 720 914 ]
[10  9  2] :	[ 633 288 844 ]
[1  10  2] :	[ 373 485 41 ]
[2  10  2] :	[ 588 597 311 ]
[3  10  2] :	[ 731 878 976 ]
[4  10  2] :	[ 307 322 421 ]
[5  10  2] :	[ 24 7 168 ]
[6  10  2] :	[ 557 514 980 ]
[7  10  2] :	[ 581 665 556 ]
[8  10  2] :	[ 108 466 592 ]
[9  10  2] :	[ 104 999 539 ]
[10  10  2] :	[ 55 918 951 ]
[1  1  3] :	[ 805 733 42 ]
[2  1  3] :	[ 704 119 530 ]
[3  1  3] :	[ 358 387 633 ]
[4  1  3] :	[ 634 472 99 ]
[5  1  3] :	[ 822 11 575 ]
[6  1  3] :	[ 181 658 443 ]
[7  1  3] :	[ 456 506 163 ]
[8  1  3] :	[ 586 960 34 ]
[9  1  3] :	[ 240 249 605 ]
[10  1  3] :	[ 507 191 829 ]
[1  2  3] :	[ 971 360 815 ]
[2  2  3] :	[ 804 700 876 ]
[3  2  3] :	[ 267 320 677 ]
[4  2  3] :	[ 120 181 133 ]
[5  2  3] :	[ 988 463 655 ]
[6  2  3] :	[ 595 785 309 ]
[7  2  3] :	[ 810 970 65 ]
[8  2  3] :	[ 239 614 69 ]
[9  2  3] :	[ 674 914 479 ]
[10  2  3] :	[ 109 536 944 ]
[1  3  3] :	[ 10 700 278 ]
[2  3  3] :	[ 437 911 124 ]
[3  3  3] :	[ 863 64 676 ]
[4  3  3] :	[ 391 834 318 ]
[5  3  3] :	[ 224 48 87 ]
[6  3  3] :	[ 90 991 449 ]
[7  3  3] :	[ 804 823 348 ]
[8  3  3] :	[ 952 356 252 ]
[9  3  3] :	[ 458 550 538 ]
[10  3  3] :	[ 240 738 525 ]
[1  4  3] :	[ 411 202 226 ]
[2  4  3] :	[ 50 459 480 ]
[3  4  3] :	[ 18 98 479 ]
[4  4  3] :	[ 342 822 617 ]
[5  4  3] :	[ 829 376 425 ]
[6  4  3] :	[ 709 241 767 ]
[7  4  3] :	[ 558 457 394 ]
[8  4  3] :	[ 303 130 127 ]
[9  4  3] :	[ 804 5 389 ]
[10  4  3] :	[ 686 470 929 ]
[1  5  3] :	[ 849 998 831 ]
[2  5  3] :	[ 51 163 572 ]
[3  5  3] :	[ 252 175 313 ]
[4  5  3] :	[ 454 298 353 ]
[5  5  3] :	[ 538 701 409 ]
[6  5  3] :	[ 748 499 894 ]
[7  5  3] :	[ 512 747 32 ]
[8  5  3] :	[ 321 266 770 ]
[9  5  3] :	[ 690 775 337 ]
[10  5  3] :	[ 532 966 390 ]
[1  6  3] :	[ 119 403 779 ]
[2  6  3] :	[ 603 799 143 ]
[3  6  3] :	[ 258 88 489 ]
[4  6  3] :	[ 508 388 483 ]
[5  6  3] :	[ 494 130 345 ]
[6  6  3] :	[ 827 352 672 ]
[7  6  3] :	[ 691 893 484 ]
[8  6  3] :	[ 389 676 12 ]
[9  6  3] :	[ 675 211 32 ]
[10  6  3] :	[ 573 592 882 ]
[1  7  3] :	[ 560 91 771 ]
[2  7  3] :	[ 959 735 669 ]
[3  7  3] :	[ 278 265 320 ]
[4  7  3] :	[ 647 305 919 ]
[5  7  3] :	[ 673 531 535 ]
[6  7  3] :	[ 165 18 554 ]
[7  7  3] :	[ 989 141 509 ]
[8  7  3] :	[ 805 451 36 ]
[9  7  3] :	[ 223 486 256 ]
[10  7  3] :	[ 376 682 718 ]
[1  8  3] :	[ 401 817 560 ]
[2  8  3] :	[ 264 496 345 ]
[3  8  3] :	[ 521 701 3 ]
[4  8  3] :	[ 844 43 849 ]
[5  8  3] :	[ 611 720 104 ]
[6  8  3] :	[ 737 308 727 ]
[7  8  3] :	[ 422 962 983 ]
[8  8  3] :	[ 132 706 86 ]
[9  8  3] :	[ 854 141 20 ]
[10  8  3] :	[ 634 119 808 ]
[1  9  3] :	[ 969 287 548 ]
[2  9  3] :	[ 751 820 190 ]
[3  9  3] :	[ 558 631 146 ]
[4  9  3] :	[ 559 540 702 ]
[5  9  3] :	[ 772 430 801 ]
[6  9  3] :	[ 756 45 18 ]
[7  9  3] :	[ 492 420 576 ]
[8  9  3] :	[ 39 360 74 ]
[9  9  3] :	[ 509 358 956 ]
[10  9  3] :	[ 649 411 496 ]
[1  10  3] :	[ 188 127 578 ]
[2  10  3] :	[ 855 761 942 ]
[3  10  3] :	[ 359 985 64 ]
[4  10  3] :	[ 288 679 886 ]
[5  10  3] :	[ 589 63 509 ]
[6  10  3] :	[ 98 725 313 ]
[7  10  3] :	[ 454 320 173 ]
[8  10  3] :	[ 14 986 346 ]
[9  10  3] :	[ 788 576 103 ]
[10  10  3] :	[ 453 789 625 ]
[1  1  4] :	[ 376 719 793 ]
[2  1  4] :	[ 576 345 351 ]
[3  1  4] :	[ 958 935 313 ]
[4  1  4] :	[ 866 876 552 ]
[5  1  4] :	[ 351 781 553 ]
[6  1  4] :	[ 810 184 615 ]
[7  1  4] :	[ 902 280 299 ]
[8  1  4] :	[ 92 728 507 ]
[9  1  4] :	[ 215 890 100 ]
[10  1  4] :	[ 392 363 721 ]
[1  2  4] :	[ 329 138 419 ]
[2  2  4] :	[ 258 507 794 ]
[3  2  4] :	[ 292 183 746 ]
[4  2  4] :	[ 254 134 672 ]
[5  2  4] :	[ 747 10 923 ]
[6  2  4] :	[ 731 342 980 ]
[7  2  4] :	[ 162 123 986 ]
[8  2  4] :	[ 561 234 36 ]
[9  2  4] :	[ 934 435 719 ]
[10  2  4] :	[ 282 81 660 ]
[1  3  4] :	[ 830 578 937 ]
[2  3  4] :	[ 390 708 345 ]
[3  3  4] :	[ 243 863 932 ]
[4  3  4] :	[ 596 169 348 ]
[5  3  4] :	[ 41 638 741 ]
[6  3  4] :	[ 462 277 784 ]
[7  3  4] :	[ 437 528 7 ]
[8  3  4] :	[ 740 480 736 ]
[9  3  4] :	[ 512 92 348 ]
[10  3  4] :	[ 452 905 135 ]
[1  4  4] :	[ 487 361 947 ]
[2  4  4] :	[ 308 35 91 ]
[3  4  4] :	[ 455 687 591 ]
[4  4  4] :	[ 588 802 283 ]
[5  4  4] :	[ 707 777 719 ]
[6  4  4] :	[ 411 880 4 ]
[7  4  4] :	[ 289 975 192 ]
[8  4  4] :	[ 330 495 378 ]
[9  4  4] :	[ 709 971 157 ]
[10  4  4] :	[ 680 931 137 ]
[1  5  4] :	[ 469 702 327 ]
[2  5  4] :	[ 49 542 120 ]
[3  5  4] :	[ 54 94 566 ]
[4  5  4] :	[ 929 407 36 ]
[5  5  4] :	[ 264 261 515 ]
[6  5  4] :	[ 656 266 324 ]
[7  5  4] :	[ 44 392 923 ]
[8  5  4] :	[ 5 402 437 ]
[9  5  4] :	[ 877 843 24 ]
[10  5  4] :	[ 178 382 183 ]
[1  6  4] :	[ 911 69 971 ]
[2  6  4] :	[ 772 395 828 ]
[3  6  4] :	[ 556 443 605 ]
[4  6  4] :	[ 273 516 359 ]
[5  6  4] :	[ 659 324 552 ]
[6  6  4] :	[ 972 927 354 ]
[7  6  4] :	[ 405 914 134 ]
[8  6  4] :	[ 630 589 172 ]
[9  6  4] :	[ 105 580 389 ]
[10  6  4] :	[ 149 281 433 ]
[1  7  4] :	[ 259 698 914 ]
[2  7  4] :	[ 139 650 820 ]
[3  7  4] :	[ 43 565 25 ]
[4  7  4] :	[ 478 921 654 ]
[5  7  4] :	[ 494 876 514 ]
[6  7  4] :	[ 647 55 654 ]
[7  7  4] :	[ 202 429 919 ]
[8  7  4] :	[ 691 463 822 ]
[9  7  4] :	[ 758 536 652 ]
[10  7  4] :	[ 922 21 119 ]
[1  8  4] :	[ 544 629 635 ]
[2  8  4] :	[ 9 330 119 ]
[3  8  4] :	[ 512 401 213 ]
[4  8  4] :	[ 375 314 5 ]
[5  8  4] :	[ 538 793 793 ]
[6  8  4] :	[ 178 680 572 ]
[7  8  4] :	[ 872 957 521 ]
[8  8  4] :	[ 822 361 163 ]
[9  8  4] :	[ 417 271 809 ]
[10  8  4] :	[ 356 1 68 ]
[1  9  4] :	[ 525 207 58 ]
[2  9  4] :	[ 389 304 844 ]
[3  9  4] :	[ 943 481 647 ]
[4  9  4] :	[ 795 712 339 ]
[5  9  4] :	[ 595 433 235 ]
[6  9  4] :	[ 405 436 242 ]
[7  9  4] :	[ 996 572 595 ]
[8  9  4] :	[ 802 231 300 ]
[9  9  4] :	[ 2 106 358 ]
[10  9  4] :	[ 831 137 764 ]
[1  10  4] :	[ 294 319 674 ]
[2  10  4] :	[ 581 470 231 ]
[3  10  4] :	[ 426 349 791 ]
[4  10  4] :	[ 462 805 902 ]
[5  10  4] :	[ 743 480 578 ]
[6  10  4] :	[ 97 214 250 ]
[7  10  4] :	[ 79 19 273 ]
[8  10  4] :	[ 812 366 498 ]
[9  10  4] :	[ 348 151 32 ]
[10  10  4] :	[ 82 776 496 ]
[1  1  5] :	[ 517 690 652 ]
[2  1  5] :	[ 173 785 463 ]
[3  1  5] :	[ 281 978 191 ]
[4  1  5] :	[ 837 297 382 ]
[5  1  5] :	[ 224 385 682 ]
[6  1  5] :	[ 981 499 817 ]
[7  1  5] :	[ 534 257 138 ]
[8  1  5] :	[ 394 389 182 ]
[9  1  5] :	[ 161 108 296 ]
[10  1  5] :	[ 121 5 208 ]
[1  2  5] :	[ 689 261 702 ]
[2  2  5] :	[ 38 242 83 ]
[3  2  5] :	[ 470 706 575 ]
[4  2  5] :	[ 411 749 773 ]
[5  2  5] :	[ 642 214 705 ]
[6  2  5] :	[ 73 107 666 ]
[7  2  5] :	[ 342 692 799 ]
[8  2  5] :	[ 905 179 395 ]
[9  2  5] :	[ 621 592 336 ]
[10  2  5] :	[ 60 914 612 ]
[1  3  5] :	[ 548 182 304 ]
[2  3  5] :	[ 209 279 122 ]
[3  3  5] :	[ 588 462 661 ]
[4  3  5] :	[ 627 974 194 ]
[5  3  5] :	[ 363 14 380 ]
[6  3  5] :	[ 398 934 601 ]
[7  3  5] :	[ 77 720 329 ]
[8  3  5] :	[ 159 87 851 ]
[9  3  5] :	[ 559 653 244 ]
[10  3  5] :	[ 496 425 14 ]
[1  4  5] :	[ 691 118 300 ]
[2  4  5] :	[ 548 916 871 ]
[3  4  5] :	[ 785 328 124 ]
[4  4  5] :	[ 936 861 96 ]
[5  4  5] :	[ 864 26 843 ]
[6  4  5] :	[ 301 316 911 ]
[7  4  5] :	[ 58 303 659 ]
[8  4  5] :	[ 662 646 293 ]
[9  4  5] :	[ 145 817 308 ]
[10  4  5] :	[ 105 369 688 ]
[1  5  5] :	[ 176 974 275 ]
[2  5  5] :	[ 928 124 221 ]
[3  5  5] :	[ 54 811 51 ]
[4  5  5] :	[ 51 11 850 ]
[5  5  5] :	[ 662 864 853 ]
[6  5  5] :	[ 52 205 992 ]
[7  5  5] :	[ 625 578 517 ]
[8  5  5] :	[ 365 705 571 ]
[9  5  5] :	[ 426 353 812 ]
[10  5  5] :	[ 712 274 962 ]
[1  6  5] :	[ 32 332 857 ]
[2  6  5] :	[ 650 215 50 ]
[3  6  5] :	[ 551 254 904 ]
[4  6  5] :	[ 487 822 870 ]
[5  6  5] :	[ 191 22 512 ]
[6  6  5] :	[ 141 491 528 ]
[7  6  5] :	[ 597 55 225 ]
[8  6  5] :	[ 651 106 215 ]
[9  6  5] :	[ 883 559 982 ]
[10  6  5] :	[ 592 707 15 ]
[1  7  5] :	[ 504 900 538 ]
[2  7  5] :	[ 253 784 80 ]
[3  7  5] :	[ 957 428 479 ]
[4  7  5] :	[ 861 938 346 ]
[5  7  5] :	[ 597 972 697 ]
[6  7  5] :	[ 755 720 445 ]
[7  7  5] :	[ 234 730 462 ]
[8  7  5] :	[ 313 401 616 ]
[9  7  5] :	[ 314 169 956 ]
[10  7  5] :	[ 491 283 301 ]
[1  8  5] :	[ 170 408 885 ]
[2  8  5] :	[ 535 48 469 ]
[3  8  5] :	[ 130 490 86 ]
[4  8  5] :	[ 361 125 685 ]
[5  8  5] :	[ 836 168 753 ]
[6  8  5] :	[ 831 216 74 ]
[7  8  5] :	[ 722 666 663 ]
[8  8  5] :	[ 114 959 922 ]
[9  8  5] :	[ 674 264 890 ]
[10  8  5] :	[ 328 305 965 ]
[1  9  5] :	[ 698 119 438 ]
[2  9  5] :	[ 651 29 124 ]
[3  9  5] :	[ 425 979 963 ]
[4  9  5] :	[ 403 841 211 ]
[5  9  5] :	[ 228 322 630 ]
[6  9  5] :	[ 673 887 134 ]
[7  9  5] :	[ 898 255 593 ]
[8  9  5] :	[ 412 943 734 ]
[9  9  5] :	[ 634 115 924 ]
[10  9  5] :	[ 12 670 725 ]
[1  10  5] :	[ 717 528 959 ]
[2  10  5] :	[ 579 85 711 ]
[3  10  5] :	[ 419 522 319 ]
[4  10  5] :	[ 799 534 12 ]
[5  10  5] :	[ 839 339 494 ]
[6  10  5] :	[ 87 111 358 ]
[7  10  5] :	[ 430 963 410 ]
[8  10  5] :	[ 559 814 588 ]
[9  10  5] :	[ 543 890 336 ]
[10  10  5] :	[ 198 762 463 ]
[1  1  6] :	[ 657 715 399 ]
[2  1  6] :	[ 159 407 910 ]
[3  1  6] :	[ 704 147 784 ]
[4  1  6] :	[ 390 513 248 ]
[5  1  6] :	[ 833 792 87 ]
[6  1  6] :	[ 297 299 41 ]
[7  1  6] :	[ 483 608 505 ]
[8  1  6] :	[ 207 253 248 ]
[9  1  6] :	[ 275 228 207 ]
[10  1  6] :	[ 50 390 780 ]
[1  2  6] :	[ 153 229 339 ]
[2  2  6] :	[ 627 272 986 ]
[3  2  6] :	[ 472 88 842 ]
[4  2  6] :	[ 741 745 656 ]
[5  2  6] :	[ 509 487 372 ]
[6  2  6] :	[ 357 230 272 ]
[7  2  6] :	[ 641 253 259 ]
[8  2  6] :	[ 37 25 258 ]
[9  2  6] :	[ 318 838 551 ]
[10  2  6] :	[ 579 160 13 ]
[1  3  6] :	[ 9 261 290 ]
[2  3  6] :	[ 998 271 653 ]
[3  3  6] :	[ 490 256 395 ]
[4  3  6] :	[ 147 184 366 ]
[5  3  6] :	[ 701 218 375 ]
[6  3  6] :	[ 297 236 585 ]
[7  3  6] :	[ 36 781 335 ]
[8  3  6] :	[ 328 427 89 ]
[9  3  6] :	[ 61 924 696 ]
[10  3  6] :	[ 600 402 434 ]
[1  4  6] :	[ 582 310 973 ]
[2  4  6] :	[ 585 710 846 ]
[3  4  6] :	[ 895 1 216 ]
[4  4  6] :	[ 572 220 717 ]
[5  4  6] :	[ 992 133 969 ]
[6  4  6] :	[ 912 829 124 ]
[7  4  6] :	[ 374 976 156 ]
[8  4  6] :	[ 606 468 172 ]
[9  4  6] :	[ 840 887 437 ]
[10  4  6] :	[ 608 736 321 ]
[1  5  6] :	[ 543 716 315 ]
[2  5  6] :	[ 870 534 212 ]
[3  5  6] :	[ 671 812 615 ]
[4  5  6] :	[ 286 661 351 ]
[5  5  6] :	[ 20 833 782 ]
[6  5  6] :	[ 758 164 705 ]
[7  5  6] :	[ 583 363 141 ]
[8  5  6] :	[ 264 110 995 ]
[9  5  6] :	[ 96 18 878 ]
[10  5  6] :	[ 328 593 742 ]
[1  6  6] :	[ 356 306 655 ]
[2  6  6] :	[ 307 841 932 ]
[3  6  6] :	[ 600 371 774 ]
[4  6  6] :	[ 712 128 172 ]
[5  6  6] :	[ 351 561 379 ]
[6  6  6] :	[ 988 263 192 ]
[7  6  6] :	[ 849 166 937 ]
[8  6  6] :	[ 890 98 292 ]
[9  6  6] :	[ 546 95 200 ]
[10  6  6] :	[ 692 349 439 ]
[1  7  6] :	[ 691 455 606 ]
[2  7  6] :	[ 631 647 139 ]
[3  7  6] :	[ 483 207 144 ]
[4  7  6] :	[ 541 831 203 ]
[5  7  6] :	[ 996 277 664 ]
[6  7  6] :	[ 685 125 430 ]
[7  7  6] :	[ 526 515 408 ]
[8  7  6] :	[ 169 613 850 ]
[9  7  6] :	[ 50 111 726 ]
[10  7  6] :	[ 659 878 133 ]
[1  8  6] :	[ 643 969 971 ]
[2  8  6] :	[ 505 470 650 ]
[3  8  6] :	[ 169 517 887 ]
[4  8  6] :	[ 288 879 191 ]
[5  8  6] :	[ 992 107 466 ]
[6  8  6] :	[ 309 601 949 ]
[7  8  6] :	[ 310 721 467 ]
[8  8  6] :	[ 44 197 851 ]
[9  8  6] :	[ 851 697 342 ]
[10  8  6] :	[ 359 276 969 ]
[1  9  6] :	[ 797 169 132 ]
[2  9  6] :	[ 238 352 453 ]
[3  9  6] :	[ 933 749 376 ]
[4  9  6] :	[ 709 724 310 ]
[5  9  6] :	[ 167 777 114 ]
[6  9  6] :	[ 976 555 467 ]
[7  9  6] :	[ 820 796 443 ]
[8  9  6] :	[ 530 483 736 ]
[9  9  6] :	[ 925 819 748 ]
[10  9  6] :	[ 475 404 865 ]
[1  10  6] :	[ 191 41 901 ]
[2  10  6] :	[ 534 829 241 ]
[3  10  6] :	[ 302 91 283 ]
[4  10  6] :	[ 351 941 778 ]
[5  10  6] :	[ 664 861 203 ]
[6  10  6] :	[ 969 387 903 ]
[7  10  6] :	[ 366 85 911 ]
[8  10  6] :	[ 606 968 691 ]
[9  10  6] :	[ 399 798 288 ]
[10  10  6] :	[ 608 850 357 ]
[1  1  7] :	[ 544 514 72 ]
[2  1  7] :	[ 71 350 135 ]
[3  1  7] :	[ 284 993 931 ]
[4  1  7] :	[ 121 682 175 ]
[5  1  7] :	[ 309 662 587 ]
[6  1  7] :	[ 143 421 148 ]
[7  1  7] :	[ 198 597 672 ]
[8  1  7] :	[ 528 927 676 ]
[9  1  7] :	[ 999 501 659 ]
[10  1  7] :	[ 578 869 395 ]
[1  2  7] :	[ 990 433 991 ]
[2  2  7] :	[ 370 628 114 ]
[3  2  7] :	[ 731 580 746 ]
[4  2  7] :	[ 122 349 76 ]
[5  2  7] :	[ 961 733 228 ]
[6  2  7] :	[ 510 54 391 ]
[7  2  7] :	[ 168 148 262 ]
[8  2  7] :	[ 703 731 336 ]
[9  2  7] :	[ 159 436 301 ]
[10  2  7] :	[ 276 752 694 ]
[1  3  7] :	[ 261 950 381 ]
[2  3  7] :	[ 738 190 31 ]
[3  3  7] :	[ 420 37 498 ]
[4  3  7] :	[ 942 558 732 ]
[5  3  7] :	[ 283 502 691 ]
[6  3  7] :	[ 87 493 264 ]
[7  3  7] :	[ 18 518 626 ]
[8  3  7] :	[ 238 991 357 ]
[9  3  7] :	[ 370 622 168 ]
[10  3  7] :	[ 931 521 150 ]
[1  4  7] :	[ 906 410 469 ]
[2  4  7] :	[ 843 961 548 ]
[3  4  7] :	[ 349 247 862 ]
[4  4  7] :	[ 709 680 782 ]
[5  4  7] :	[ 815 486 922 ]
[6  4  7] :	[ 382 488 865 ]
[7  4  7] :	[ 968 494 793 ]
[8  4  7] :	[ 42 974 365 ]
[9  4  7] :	[ 108 15 307 ]
[10  4  7] :	[ 715 62 535 ]
[1  5  7] :	[ 669 124 14 ]
[2  5  7] :	[ 269 533 910 ]
[3  5  7] :	[ 973 912 227 ]
[4  5  7] :	[ 786 464 436 ]
[5  5  7] :	[ 828 422 268 ]
[6  5  7] :	[ 967 25 815 ]
[7  5  7] :	[ 575 497 848 ]
[8  5  7] :	[ 475 264 239 ]
[9  5  7] :	[ 809 641 538 ]
